MaizeGDB: Details of Map Genetic 7
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
sae3	115.06		GRMZM6G348677	scaffold_252	4856	5598	Zm00001d021966	Chr7	167223152	167229985	Zm00001eb325940	chr7	170810786	170817861																	
hrt1	115.11		GRMZM6G613247	scaffold_137	1	2694	Zm00001d021968	Chr7	167232151	167236033	Zm00001eb325970	chr7	170819864	170823949																	
IDP7252	115.16		GRMZM2G179777	Chr7	161843771	161845175	Zm00001d021971	Chr7	167276421	167277730	Zm00001eb326000	chr7	170864204	170865921																	
gras19	115.20		GRMZM2G172657	Chr7	161941687	161944142	Zm00001d021973	Chr7	167371997	167373775	Zm00001eb326020	chr7	170959319	170962033																	
cl27759_1b	115.22		GRMZM2G172726	Chr7	161958805	161962817	Zm00001d021974	Chr7	167389022	167392907	Zm00001eb326030	chr7	170976779	170980854																	
Zm00001d021976	115.24		GRMZM2G180490	Chr7	161988491	161993243	Zm00001d021976	Chr7	167423523	167429150	Zm00001eb326040	chr7	171011621	171017121																	
Zm00001d021977	115.26		GRMZM2G010702	Chr7	161997830	161998617	Zm00001d021977	Chr7	167433982	167434281	Zm00001eb326050	chr7	171021575	171022268																	
arm17	115.28		GRMZM2G151649	Chr7	162043060	162044852	Zm00001d021978	Chr7	167479085	167480899	Zm00001eb326060	chr7	171066947	171068794																	
Zm00001eb326080	115.30		GRMZM2G057023	Chr7	162075533	162081711	Zm00001d021979	Chr7	167509926	167516752	Zm00001eb326080	chr7	171098647	171104642																	
dek618	115.32		GRMZM2G057176	Chr7	162083578	162086133	Zm00001d021980	Chr7	167518663	167521071	Zm00001eb326090	chr7	171105483	171109034																	
LOC103633372	115.45		GRMZM2G357734	Chr7	162094259	162102255					Zm00001eb326120	chr7	171118052	171128111																	
LOC103633374	115.45		AC187046.3_FG006	Chr7	162104732	162105163	Zm00001d021984	Chr7	167538981	167540197	Zm00001eb326120	chr7	171118052	171128111																	
Zm00001d021985	115.47		GRMZM2G057247	Chr7	162108148	162114544	Zm00001d021985	Chr7	167543499	167549627	Zm00001eb326130	chr7	171130949	171137503																	
Zm00001d021986	115.48						Zm00001d021986	Chr7	167552282	167553310	Zm00001eb326140	chr7	171139593	171143429																	
bhlh15	115.50		GRMZM2G057260	Chr7	162119125	162124837	Zm00001d021988	Chr7	167558259	167560016	Zm00001eb326150	chr7	171146164	171147882																	
Zm00001eb326170	115.54		GRMZM2G089557	Chr7	162188913	162190041	Zm00001d021990	Chr7	167623666	167624325	Zm00001eb326170	chr7	171211427	171212648																	
GRMZM2G089630	115.56		GRMZM2G089630	Chr7	162192887	162196569	Zm00001d021993	Chr7	167643773	167647474	Zm00001eb326180	chr7	171215534	171218735																	
lbd49	116.08						Zm00001d021995	Chr7	167680342	167681551	Zm00001eb326200	chr7	171251983	171252794																	
gras11	116.10		GRMZM2G097456	Chr7	162247332	162249303	Zm00001d021998	Chr7	167723761	167725131	Zm00001eb326210	chr7	171294673	171296917																	
umc1214	116.13		GRMZM2G167932	Chr7	162295212	162299185	Zm00001d021999	Chr7	167781355	167785408	Zm00001eb326230	chr7	171353047	171356998																	
Zm00001d022010	116.14		GRMZM2G090715	Chr7	162456979	162470174	Zm00001d022010	Chr7	167905818	167935328	Zm00001eb326360	chr7	171477458	171506834																	
pco069223b	116.15		GRMZM2G017016	Chr7	162600514	162606044	Zm00001d022016	Chr7	168053130	168058705	Zm00001eb326410	chr7	171624639	171630191																	
aas8	116.16		GRMZM2G053338	Chr7	162709132	162711616	Zm00001d022017	Chr7	168160113	168162604	Zm00001eb326420	chr7	171731535	171734075																	
cle20	116.20		GRMZM2G008651	Chr7	162750384	162751038	Zm00001d022023	Chr7	168226252	168226512	Zm00001eb326470	chr7	171797446	171798027																	
cl15667_1	116.30		GRMZM2G309970	Chr7	162756581	162757593	Zm00001d022025	Chr7	168232228	168232728	Zm00001eb326490	chr7	171803599	171804678																	
LOC100282155	116.32		GRMZM2G008468	Chr7	162759941	162762977	Zm00001d022026	Chr7	168235505	168239964	Zm00001eb326500	chr7	171806957	171809803																	
mus1	116.50		GRMZM2G056075	Chr7	162805707	162815421	Zm00001d022028	Chr7	168269022	168278683	Zm00001eb326520	chr7	171840364	171850168																	
rip2	117.00		GRMZM2G119705	Chr7	162849640	162851038	Zm00001d022032	Chr7	168319347	168320506	Zm00001eb326540	chr7	171890772	171892109																	
gras63	117.10		GRMZM2G418899	Chr7	162852139	162862787	Zm00001d022034	Chr7	168331519	168332583	Zm00001eb326550	chr7	171903001	171904065																	
ccp8	117.18		GRMZM2G036203	Chr7	162879251	162880761	Zm00001d022035	Chr7	168350846	168352356	Zm00001eb326560	chr7	171922328	171924123																	
pat32	117.19		GRMZM2G432738	Chr7	162993180	162999021	Zm00001d022038	Chr7	168397143	168404758	Zm00001eb326590	chr7	171970575	171976417																	
ccp9	117.19		GRMZM2G049882	Chr7	162898263	162899737	Zm00001d022036	Chr7	168372218	168373468	Zm00001eb326570	chr7	171943216	171945040																	
tif5A	117.20		GRMZM2G144030	Chr7	163041712	163045353	Zm00001d022042	Chr7	168491796	168494907	Zm00001eb326630	chr7	172063469	172066722																	
spdh1	117.30		GRMZM2G056081	Chr7	163086068	163092017	Zm00001d022043	Chr7	168534602	168539985	Zm00001eb326640	chr7	172106335	172111894																	
phi328175	117.32		GRMZM2G356076	Chr7	163095802	163099649	Zm00001d022044	Chr7	168544322	168548259	Zm00001eb326660	chr7	172116091	172120124																	
cl38599_1	117.34		GRMZM2G026869	Chr7	163153587	163158733	Zm00001d022045	Chr7	168602464	168612158	Zm00001eb326670	chr7	172174061	172179746																	
chr23	118.23		GRMZM2G439281	Chr7	163249230	163250575	Zm00001d022046	Chr7	168698269	168724594	Zm00001eb326710	chr7	172269627	172295878																	
AY110439	118.25		GRMZM5G862931	Chr7	163387138	163397911	Zm00001d022048	Chr7	168849928	168860730	Zm00001eb326720	chr7	172421252	172432369																	
ppr408	118.27		GRMZM2G044023	Chr7	163410502	163414932	Zm00001d022049	Chr7	168873298	168877751	Zm00001eb326730	chr7	172444584	172449165																	
cl32255_1	118.29		GRMZM2G068255	Chr7	163551807	163556233	Zm00001d022050	Chr7	169040349	169044644	Zm00001eb326740	chr7	172611743	172615797																	
cl32321_1	120.27		GRMZM2G019373	Chr7	163614449	163615650	Zm00001d022053	Chr7	169093142	169094020	Zm00001eb326780	chr7	172664250	172665563																	
umc1768	120.28		GRMZM2G351469	Chr7	163647991	163648606	Zm00001d022057	Chr7	169126925	169127242	Zm00001eb326810	chr7	172698093	172698646																	
pco078642	120.29		GRMZM2G050501	Chr7	163650363	163663288	Zm00001d022058	Chr7	169129113	169141957	Zm00001eb326820	chr7	172700443	172713393																	
pdcb45	120.31		GRMZM2G131262	Chr7	163709796	163712549	Zm00001d022059	Chr7	169184826	169187486	Zm00001eb326830	chr7	172755808	172758885																	
umc2332	120.40		GRMZM2G131243	Chr7	163714535	163716789	Zm00001d022060	Chr7	169189624	169191433	Zm00001eb326840	chr7	172760891	172762816																	
umc1708	120.42		GRMZM2G165069	Chr7	163801414	163802418	Zm00001d022062	Chr7	169196761	169197781	Zm00001eb326850	chr7	172768269	172769063																	
IDP6920	120.43		GRMZM2G431885	Chr7	163725720	163726258	Zm00001d022063	Chr7	169200831	169201097	Zm00001eb326860	chr7	172771953	172772591																	
orrm4	120.45		GRMZM2G131167	Chr7	163727832	163730625	Zm00001d022065	Chr7	169202866	169205554	Zm00001eb326870	chr7	172774075	172776993																	
Zm00001d022066	120.47		GRMZM2G017409	Chr7	163818460	163821972	Zm00001d022066	Chr7	169285574	169288768	Zm00001eb326880	chr7	172856851	172860941																	
gpx7	120.50		GRMZM2G017550	Chr7	163822719	163824358	Zm00001d022067	Chr7	169289768	169291428	Zm00001eb326890	chr7	172861128	172863967																	
ncp2	120.60		GRMZM5G831577	Chr7	163828698	163831089	Zm00001d022069	Chr7	169295747	169298138	Zm00001eb326900	chr7	172867104	172869516																	
pco108558	120.80		GRMZM2G069405	Chr7	163954709	163959989	Zm00001d022071	Chr7	169428759	169434059	Zm00001eb326920	chr7	173000138	173005678																	
GRMZM2G370081	120.85		GRMZM2G370081	Chr7	163962939	163968773	Zm00001d022072	Chr7	169436693	169442713	Zm00001eb326930	chr7	173008249	173014001																	
cyp17	121.00		GRMZM2G138008	Chr7	164026278	164028417	Zm00001d022075	Chr7	169511917	169513877	Zm00001eb326950	chr7	173083276	173085286																	
GRMZM2G136971	121.39		GRMZM2G136971	Chr7	164107959	164108699	Zm00001d022076	Chr7	169604389	169605129																					
pco143240a	121.40		GRMZM2G136918	Chr7	164109370	164115548	Zm00001d022077	Chr7	169605804	169611975	Zm00001eb326960	chr7	173177240	173183535																	
GRMZM2G136884	121.42		GRMZM2G136884	Chr7	164117975	164119991	Zm00001d022078	Chr7	169614566	169616104	Zm00001eb326970	chr7	173185606	173187959																	
nbcs21	121.50		GRMZM2G136872	Chr7	164120227	164125274	Zm00001d022079	Chr7	169619486	169621704	Zm00001eb326980	chr7	173191348	173192810																	
cobl6	121.52		GRMZM2G167520	Chr7	164237131	164239746	Zm00001d022081	Chr7	169727902	169730523	Zm00001eb326990	chr7	173290229	173293140																	
cobl7	121.54		GRMZM2G167497	Chr7	164239820	164242430	Zm00001d022082	Chr7	169730585	169732890	Zm00001eb327000	chr7	173292498	173295913																	
LOC100279752	121.56		GRMZM2G167463	Chr7	164242804	164246917	Zm00001d022083	Chr7	169733649	169737370	Zm00001eb327010	chr7	173296203	173300389																	
Zm00001d022084	121.58		GRMZM2G045155	Chr7	164274295	164275123	Zm00001d022084	Chr7	169764944	169765631	Zm00001eb327020	chr7	173327549	173328375																	
TIDP3389	121.60		GRMZM2G045287	Chr7	164278748	164282312	Zm00001d022085	Chr7	169769393	169772957	Zm00001eb327030	chr7	173332002	173335557																	
mads67	121.70		GRMZM2G147716	Chr7	164451097	164456819	Zm00001d022088	Chr7	169844061	169849722	Zm00001eb327040	chr7	173406644	173412313																	
eal2	121.74		GRMZM2G157505	Chr7	164496101	164496944	Zm00001d022089	Chr7	170007604	170007909	Zm00001eb327060	chr7	173570195	173570946																	
ea1	122.00		GRMZM2G456746	Chr7	164503140	164503655	Zm00001d022090	Chr7	170014769	170015026	Zm00001eb327080	chr7	173577239	173577786																	
eal1	122.02										Zm00001eb327090	chr7	173579402	173582266																	
LOC100280082	122.06		GRMZM2G152179	Chr7	164603766	164605241	Zm00001d022092	Chr7	170115656	170116687	Zm00001eb327110	chr7	173668019	173669377																	
ca3p4	122.20		GRMZM2G384528	Chr7	164733507	164734923	Zm00001d022099	Chr7	170256890	170257680	Zm00001eb327140	chr7	173808421	173810276																	
hipp53	122.28		GRMZM2G049077	Chr7	164823858	164826770	Zm00001d022102	Chr7	170348045	170350491	Zm00001eb327160	chr7	173900422	173903087																	
bnlg2259	122.30		GRMZM2G037444	Chr7	164864122	164868947	Zm00001d022103	Chr7	170381553	170386317	Zm00001eb327170	chr7	173933997	173938942																	
pme41	122.40		GRMZM2G037411	Chr7	164869387	164872639	Zm00001d022104	Chr7	170386654	170389910	Zm00001eb327190	chr7	173939264	173942617																	
cl24572_1	122.60		GRMZM2G009320	Chr7	164993769	164996306	Zm00001d022107	Chr7	170521938	170524278	Zm00001eb327210	chr7	174074438	174076896																	
ca2p15	122.63		GRMZM2G038303	Chr7	165030959	165035270	Zm00001d022109	Chr7	170559870	170564261	Zm00001eb327230	chr7	174111435	174117074																	
alf3	122.65		GRMZM2G038066	Chr7	165038048	165044961	Zm00001d022110	Chr7	170567006	170573897	Zm00001eb327240	chr7	174119577	174126664																	
Zm00001d022111	122.67		GRMZM2G093902	Chr7	165050192	165053623	Zm00001d022111	Chr7	170578902	170582501	Zm00001eb327250	chr7	174131517	174135241																	
cl15935_1	122.80		GRMZM2G393671	Chr7	165054074	165055852	Zm00001d022112	Chr7	170583693	170584463	Zm00001eb327260	chr7	174136193	174137425																	
pco077498	122.81		GRMZM2G577405	Chr7	165058380	165067972	Zm00001d022113	Chr7	170587290	170596975	Zm00001eb327270	chr7	174139818	174149667																	
pco113091	122.84		GRMZM2G157598	Chr7	165069224	165075065	Zm00001d022114	Chr7	170598249	170604261	Zm00001eb327280	chr7	174150168	174156859																	
AY108844	123.00		GRMZM2G121022	Chr7	165136334	165142651	Zm00001d022115	Chr7	170665003	170671361	Zm00001eb327290	chr7	174217618	174224038																	
gras81	123.30		GRMZM2G169636	Chr7	165196140	165197777	Zm00001d022116	Chr7	170723712	170725349	Zm00001eb327300	chr7	174276230	174276902																	
Zm00001eb327310	123.32		GRMZM2G116426	Chr7	165235419	165237718	Zm00001d022120	Chr7	170789168	170791470	Zm00001eb327310	chr7	174320766	174323068																	
magi89825	123.50		GRMZM2G030731	Chr7	165283016	165284039	Zm00001d022124	Chr7	170836044	170836481	Zm00001eb327330	chr7	174367281	174368177																	
impb18	123.52		GRMZM2G030578	Chr7	165285231	165292819	Zm00001d022125	Chr7	170837895	170846340	Zm00001eb327340	chr7	174369497	174377143																	
umc1295a	123.70		GRMZM2G080567	Chr7	165383137	165384037	Zm00001d022130	Chr7	170933212	170933679	Zm00001eb327390	chr7	174464458	174465486																	
IDP8166	123.74		GRMZM2G080549	Chr7	165384487	165389430	Zm00001d022131	Chr7	170934338	170939202	Zm00001eb327410	chr7	174465844	174470838																	
LOC103634391	123.78		GRMZM2G326788	Chr7	165413790	165415552	Zm00001d022133	Chr7	170964175	170965482																					
cl2935_1a	123.80		GRMZM2G031545	Chr7	165423394	165426172	Zm00001d022134	Chr7	170973757	170976434	Zm00001eb327430	chr7	174505312	174508051																	
zim23	124.00		GRMZM2G089736	Chr7	165496239	165498650	Zm00001d022139	Chr7	171049645	171052026	Zm00001eb327450	chr7	174581159	174583649																	
ufg57	124.40		GRMZM5G898768	Chr7	165503319	165506034	Zm00001d022141	Chr7	171058765	171061553	Zm00001eb327460	chr7	174590415	174593167																	
farl13	124.42		GRMZM2G114461	Chr7	165506191	165510340	Zm00001d022142	Chr7	171061547	171066128																					
umc1103	124.45		GRMZM2G414043	Chr7	165539046	165547083	Zm00001d022143	Chr7	171094069	171102469	Zm00001eb327470	chr7	174625685	174634032																	
Zm00001eb327480	124.45		GRMZM2G072205	Chr7	165574157	165579091	Zm00001d022144	Chr7	171127550	171132481	Zm00001eb327480	chr7	174659172	174664106																	
Zm00001d022145	124.46		GRMZM2G062651	Chr7	165621651	165626072	Zm00001d022145	Chr7	171181139	171181913																					
cipk45	124.47		GRMZM2G062651	Chr7	165621651	165626072	Zm00001d022146	Chr7	171182749	171183795	Zm00001eb327490	chr7	174715091	174716213																	
fpox1	124.50		GRMZM2G108767	Chr7	165719833	165723658	Zm00001d022148	Chr7	171253896	171257994	Zm00001eb327510	chr7	174786351	174790518																	
alt9	125.00		GRMZM2G053999	Chr7	165787766	165790666	Zm00001d022152	Chr7	171321714	171327952	Zm00001eb327530	chr7	174854470	174860498																	
gpx12	125.10		GRMZM2G060194	Chr7	165824978	165833522	Zm00001d022153	Chr7	171356492	171370857	Zm00001eb327550	chr7	174889033	174899852																	
ereb73	125.20		GRMZM2G060876	Chr7	165849278	165850111																									
ereb75	125.20		GRMZM2G060249	Chr7	165822785	165823252					Zm00001eb327540	chr7	174883626	174889627																	
Zm00001eb327570	125.26						Zm00001d022154	Chr7	171380459	171381235	Zm00001eb327570	chr7	174912958	174913815																	
Zm00001d022155	125.28		GRMZM2G121573	Chr7	165855165	165860167	Zm00001d022155	Chr7	171391092	171396068	Zm00001eb327580	chr7	174923453	174928760																	
ppr411	125.66		GRMZM2G121579	Chr7	165864404	165948932	Zm00001d022156	Chr7	171400068	171401675	Zm00001eb327600	chr7	174933677	174933958																	
ank56	125.68		GRMZM2G049296	Chr7	165891921	165895668	Zm00001d022159	Chr7	171435935	171439485	Zm00001eb327610	chr7	174968442	174972695																	
ctn1	125.70		GRMZM2G048846	Chr7	165886707	165889308	Zm00001d022160	Chr7	171442295	171444896	Zm00001eb327620	chr7	174974732	174979980																	
cl37738_1	125.72		GRMZM2G048806	Chr7	165874829	165879178	Zm00001d022161	Chr7	171452423	171456738	Zm00001eb327640	chr7	174984842	174989457																	
gras95	125.74		GRMZM2G343815	Chr7	166006645	166007595	Zm00001d022162	Chr7	171464532	171465117	Zm00001eb327660	chr7	174997067	175017054																	
Zm00001d022163	125.75		GRMZM2G086856	Chr7	165984664	165985940	Zm00001d022163	Chr7	171487410	171488453	Zm00001eb327670	chr7	175019765	175021241																	
trx5	125.76		GRMZM2G086779	Chr7	165975422	165982428	Zm00001d022164	Chr7	171495212	171498168	Zm00001eb327680	chr7	175023209	175030714																	
cdpk25	125.80		GRMZM2G109843	Chr7	165941392	165946982	Zm00001d022166	Chr7	171503608	171509248	Zm00001eb327690	chr7	175036154	175041829																	
Zm00001d022168	125.98		GRMZM2G371721	Chr7	166025841	166029166	Zm00001d022168	Chr7	171557933	171559261	Zm00001eb327710	chr7	175090480	175093805																	
rpot1	126.00		GRMZM2G381395	Chr7	166160578	166175495	Zm00001d022169	Chr7	171696582	171711112	Zm00001eb327720	chr7	175229131	175243525																	
arf6	126.20		GRMZM2G079226	Chr7	166186888	166192016	Zm00001d022172	Chr7	171723150	171727974	Zm00001eb327740	chr7	175255690	175260462																	
cyc54	126.22		GRMZM2G079629	Chr7	166198404	166200902	Zm00001d022175	Chr7	171734663	171736968	Zm00001eb327750	chr7	175267011	175269656																	
ring452	126.24		GRMZM5G855311	Chr7	166204667	166215251	Zm00001d022176	Chr7	171740661	171751647	Zm00001eb327760	chr7	175273302	175284220																	
snrkII2	126.80		GRMZM2G056732	Chr7	166410296	166416118	Zm00001d022179	Chr7	171984109	171989937	Zm00001eb327780	chr7	175481404	175487649																	
rps6a	127.00		GRMZM2G054136	Chr7	166416769	166429948	Zm00001d022180	Chr7	171990566	172003904	Zm00001eb327790	chr7	175488191	175501715																	
LOC100284499	127.02		GRMZM2G117707	Chr7	166501966	166506528	Zm00001d022181	Chr7	172074891	172079102	Zm00001eb327800	chr7	175572930	175577104																	
si945020e03	127.10		GRMZM2G017080	Chr7	166587649	166592888	Zm00001d022182	Chr7	172163386	172170413	Zm00001eb327810	chr7	175662903	175668142																	
emp25	127.20		GRMZM2G312954	Chr7	166596768	166604808	Zm00001d022184	Chr7	172171007	172182525	Zm00001eb327830	chr7	175672004	175680319																	
camta9	127.22		GRMZM2G017368	Chr7	166605664	166609950	Zm00001d022185	Chr7	172183194	172190425	Zm00001eb327840	chr7	175680911	175688425																	
csu904	127.92		GRMZM2G102786	Chr7	166705242	166709444	Zm00001d022188	Chr7	172304384	172308594	Zm00001eb327860	chr7	175802070	175806400																	
si618042d11	127.92		GRMZM2G025281	Chr7	166719378	166725729	Zm00001d022189	Chr7	172321424	172327703	Zm00001eb327870	chr7	175819084	175825483																	
cl5517_1i	127.93		GRMZM2G116620	Chr7	166738066	166741324	Zm00001d022190	Chr7	172341210	172344246	Zm00001eb327880	chr7	175838941	175841964																	
vq41	127.94		GRMZM2G316033	Chr7	166784923	166785650	Zm00001d022191	Chr7	172373896	172374582	Zm00001eb327890	chr7	175871157	175872444																	
trpp9	127.95		GRMZM5G840145	Chr7	166884741	166887809	Zm00001d022192	Chr7	172473928	172477009	Zm00001eb327900	chr7	175971614	175974766																	
ra3	128.00		GRMZM2G014729	Chr7	166895789	166900274	Zm00001d022193	Chr7	172484959	172489194	Zm00001eb327910	chr7	175982697	175987207																	
plt51	128.04		GRMZM2G171597	Chr7	167059455	167060835	Zm00001d022195	Chr7	172628413	172629628	Zm00001eb327930	chr7	176126170	176127639																	
dnaJ73	128.20		GRMZM2G382106	Chr7	167129631	167140227	Zm00001d022199	Chr7	172699832	172707219	Zm00001eb327980	chr7	176205084	176208303																	
LOC103633442	128.22		GRMZM2G081857	Chr7	167142415	167147144	Zm00001d022201	Chr7	172712659	172717330	Zm00001eb327990	chr7	176210446	176215133																	
prh2	129.00		GRMZM2G140288	Chr7	167183707	167192292	Zm00001d022202	Chr7	172755383	172761407	Zm00001eb328000	chr7	176253088	176259311																	
A0A1D6IKD2	129.00		GRMZM2G140288	Chr7	167183707	167192292	Zm00001d022203	Chr7	172762378	172763748	Zm00001eb328010	chr7	176259971	176261930																	
Zm00001eb328050	129.06		GRMZM2G310283	Chr7	167259063	167269404	Zm00001d022205	Chr7	172830738	172840502	Zm00001eb328050	chr7	176328626	176338393																	
pco094517	129.10		GRMZM2G013811	Chr7	167269836	167281319	Zm00001d022206	Chr7	172841224	172852483	Zm00001eb328070	chr7	176339037	176350363																	
pza02373	129.16		GRMZM2G158021	Chr7	167373185	167379694	Zm00001d022209	Chr7	172900966	172906885	Zm00001eb328080	chr7	176398924	176404585																	
cl1708_1d	129.20		GRMZM2G445459	Chr7	167401372	167406115	Zm00001d022213	Chr7	172929497	172933801	Zm00001eb328120	chr7	176428900	176431145																	
Zm00001d022218	129.24		GRMZM2G090414	Chr7	167531141	167533218	Zm00001d022218	Chr7	172980430	172982341	Zm00001eb328170	chr7	176478616	176480405																	
LOC103634406	129.30						Zm00001d022223	Chr7	173080093	173081794	Zm00001eb328230	chr7	176578498	176579912																	
ppr413	129.31		AC195864.3_FG017	Chr7	167539774	167541432	Zm00001d022224	Chr7	173082833	173084491	Zm00001eb328240	chr7	176580862	176583699																	
bhlh190	129.32		GRMZM2G017145	Chr7	167537065	167544289	Zm00001d022225	Chr7	173084484	173087425	Zm00001eb328250	chr7	176582634	176585743																	
Zm00001d022226	129.34		GRMZM5G825512	Chr7	167546528	167549735	Zm00001d022226	Chr7	173089455	173092796	Zm00001eb328260	chr7	176587821	176591008																	
fdl1	129.38		GRMZM2G056407	Chr7	167647343	167649332	Zm00001d022227	Chr7	173165811	173167796	Zm00001eb328280	chr7	176663838	176665966																	
DAA63734	129.54		GRMZM2G141322	Chr7	167674264	167675476	Zm00001d022228	Chr7	173192813	173193915	Zm00001eb328300	chr7	176690898	176692225																	
mdh10	129.56		GRMZM2G141289	Chr7	167677886	167680080	Zm00001d022229	Chr7	173196557	173197711	Zm00001eb328310	chr7	176694513	176696707																	
cl16175_1	129.58		GRMZM2G010142	Chr7	167750249	167755441	Zm00001d022230	Chr7	173266204	173271408	Zm00001eb328320	chr7	176764283	176770150																	
si605056b12	129.60		GRMZM5G866918	Chr7	167755489	167771764	Zm00001d022231	Chr7	173271292	173287007	Zm00001eb328330	chr7	176769475	176785851																	
Zm00001eb328370	129.96		GRMZM2G158789	Chr7	167859239	167862035	Zm00001d022236	Chr7	173376167	173378936	Zm00001eb328370	chr7	176874331	176877127																	
rnp1	130.00		GRMZM2G158835	Chr7	167862249	167864329	Zm00001d022237	Chr7	173379234	173381283	Zm00001eb328390	chr7	176877420	176879424																	
pco081417	130.02		GRMZM2G158885	Chr7	167874901	167878810	Zm00001d022238	Chr7	173392122	173395313	Zm00001eb328400	chr7	176890301	176893459																	
mkkk46	130.03		GRMZM2G159034	Chr7	167879724	167884147	Zm00001d022239	Chr7	173396699	173401006	Zm00001eb328410	chr7	176894816	176899318																	
trud2	130.06		GRMZM2G459702	Chr7	167893526	167904237	Zm00001d022240	Chr7	173410354	173421144	Zm00001eb328420	chr7	176908181	176919404																	
pdcb46	130.08		GRMZM2G150683	Chr7	167948064	167955959	Zm00001d022242	Chr7	173465854	173473619	Zm00001eb328440	chr7	176963421	176971812																	
SCL25B	130.09		GRMZM5G867185	Chr7	167976582	167977970	Zm00001d022243	Chr7	173492467	173495695	Zm00001eb328450	chr7	176990660	176993895																	
LOC100274625	130.09		GRMZM2G060511	Chr7	167979444	167984012	Zm00001d022244	Chr7	173497178	173503154	Zm00001eb328460	chr7	176995488	176999647																	
gpm2	130.10		GRMZM2G099207	Chr7	168044757	168047024	Zm00001d022247	Chr7	173562438	173564183	Zm00001eb328490	chr7	177059946	177062531																	
LOC103633469	130.10		GRMZM2G099253	Chr7	168026572	168030593	Zm00001d022246	Chr7	173543861	173547881	Zm00001eb328480	chr7	177042061	177046082																	
pco075906	130.12		GRMZM6G522911	Chr7	168116616	168119683	Zm00001d022248	Chr7	173616922	173617355	Zm00001eb328500	chr7	177115140	177118612																	
TIDP3283	130.20		GRMZM2G335738	Chr7	168129263	168132539	Zm00001d022251	Chr7	173630340	173633616	Zm00001eb328530	chr7	177128540	177131674																	
mab1	131.00		AC195147.3_FG001	Chr7	168147615	168148658	Zm00001d022253	Chr7	173659698	173660702	Zm00001eb328550	chr7	177157866	177158991																	
PCO136133	131.20		GRMZM2G066636	Chr7	168240253	168242149	Zm00001d022254	Chr7	173713829	173715713	Zm00001eb328560	chr7	177211007	177214017																	
tcptf38	131.30		GRMZM2G180568	Chr7	168258012	168259093	Zm00001d022256	Chr7	173754099	173755070	Zm00001eb328570	chr7	177249890	177254567																	
pco091441	131.50		GRMZM2G160569	Chr7	168291164	168295497	Zm00001d022258	Chr7	173807744	173812211	Zm00001eb328590	chr7	177305751	177310563																	
myb23	132.00		GRMZM2G150841	Chr7	168329433	168331529	Zm00001d022259	Chr7	173850976	173853082	Zm00001eb328600	chr7	177348968	177351359																	
pmpm5	132.47		GRMZM2G477325	Chr7	168441642	168442771	Zm00001d022264	Chr7	173953537	173954457																					
trub3	132.48		GRMZM2G082365	Chr7	168444028	168446047	Zm00001d022265	Chr7	173955793	173957584	Zm00001eb328640	chr7	177453702	177456063																	
gbptf12	132.50		GRMZM2G082318	Chr7	168446968	168448568	Zm00001d022266	Chr7	173958884	173960008	Zm00001eb328650	chr7	177457009	177458584																	
chr24	132.54		GRMZM2G126774	Chr7	168489194	168508722	Zm00001d022267	Chr7	173985600	174005193	Zm00001eb328680	chr7	177483856	177503672																	
IDP7197	132.56		GRMZM2G427090	Chr7	168509879	168513127	Zm00001d022268	Chr7	174005446	174016262	Zm00001eb328690	chr7	177504607	177521849																	
LOC103633475	132.58		GRMZM2G427073	Chr7	168527748	168528586	Zm00001d022271	Chr7	174024398	174025435	Zm00001eb328700	chr7	177522480	177523315																	
cipk34	132.60		GRMZM2G114575	Chr7	168615426	168619236	Zm00001d022272	Chr7	174087849	174091633	Zm00001eb328710	chr7	177586152	177590009																	
umc245	133.00																														
pdk4	133.00		AC217975.3_FG001	Chr7	168632072	168635401	Zm00001d022274	Chr7	174141065	174144404	Zm00001eb328730	chr7	177639422	177642761																	
