MaizeGDB: Details of Map Genetic 9
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Sequence
pco097658	107.00		GRMZM2G013908	Chr9	142291787	142297719	Zm00001d047898	Chr9	144743505	144749434	Zm00001eb398430	chr9	148196874	148202747									
AY109550	107.43		GRMZM2G030839	Chr9	142455691	142463871	Zm00001d047906	Chr9	144877403	144885689	Zm00001eb398490	chr9	148330501	148339820									
Zm00001eb398500	107.45		GRMZM2G031441	Chr9	142468101	142468490	Zm00001d047907	Chr9	144889620	144890472	Zm00001eb398500	chr9	148342953	148343743									
GRMZM2G144985	107.60		GRMZM2G144985	Chr9	142546143	142551161	Zm00001d047908	Chr9	144956737	144961467	Zm00001eb398510	chr9	148409994	148414941									
npi439b	107.93																						
GRMZM2G145085	107.94		GRMZM2G145085	Chr9	142553481	142558682	Zm00001d047909	Chr9	144963925	144969440	Zm00001eb398520	chr9	148417192	148422766									
LOC103639351	107.96		GRMZM2G104418	Chr9	142588336	142591195	Zm00001d047910	Chr9	144997539	145004862	Zm00001eb398530	chr9	148450811	148458111									
GRMZM2G101062	107.98		GRMZM2G101062	Chr9	142719540	142722904	Zm00001d047911	Chr9	145078478	145081740	Zm00001eb398540	chr9	148531809	148535164									
dba4	108.00																						
cl3374_1	108.08		GRMZM2G101001	Chr9	142724050	142728948	Zm00001d047912	Chr9	145083002	145087759	Zm00001eb398550	chr9	148536394	148540911									
umc2519	108.10		GRMZM2G100988	Chr9	142729458	142730475	Zm00001d047913	Chr9	145088594	145088995	Zm00001eb398560	chr9	148541597	148542623									
Zm00001d047915	108.14		GRMZM2G017678	Chr9	142653985	142656028	Zm00001d047915	Chr9	145099813	145101252	Zm00001eb398580	chr9	148552591	148554767									
mmp132	108.38																						
IDP3826	109.00		GRMZM2G090842	Chr9	142899267	142902473	Zm00001d047917	Chr9	145316019	145318700	Zm00001eb398620	chr9	148769414	148772513									
GRMZM2G150598	109.98		GRMZM2G150598	Chr9	142994270	143003365	Zm00001d047920	Chr9	145447823	145457166	Zm00001eb398660	chr9	148869394	148879688									
lbd42	110.00		GRMZM2G150594	Chr9	143011637	143013786	Zm00001d047921	Chr9	145465257	145467375	Zm00001eb398670	chr9	148886762	148888911									
Zm00001d047922	110.05		GRMZM2G018024	Chr9	143036741	143038367	Zm00001d047922	Chr9	145490841	145491392													
pco065609(689)	110.10		AC205419.3_FG001	Chr9	143063480	143067915	Zm00001d047923	Chr9	145518101	145525765	Zm00001eb398680	chr9	148939860	148947191									
LOC109942658	110.13		GRMZM2G007743	Chr9	143095362	143096962	Zm00001d047925	Chr9	145563725	145565197													
kcs9	110.20		GRMZM2G104626	Chr9	143183574	143186403	Zm00001d047931	Chr9	145651651	145653291	Zm00001eb398750	chr9	149072365	149075239									
asg44	110.30		GRMZM2G104618	Chr9	143192237	143193485	Zm00001d047932	Chr9	145659608	145660585	Zm00001eb398770	chr9	149081026	149082302									
dapB1	110.33		GRMZM2G104575	Chr9	143206937	143216948	Zm00001d047935	Chr9	145674223	145684221	Zm00001eb398800	chr9	149095440	149105728									
arm45	110.37		GRMZM2G448330	Chr9	143252371	143254853	Zm00001d047937	Chr9	145720387	145722351	Zm00001eb398820	chr9	149141022	149144969									
rpn10	110.98		GRMZM2G147671	Chr9	143421850	143427084	Zm00001d047941	Chr9	145890819	145895947	Zm00001eb398860	chr9	149312182	149317771									
adf8	111.00		GRMZM2G147775	Chr9	143431683	143433935	Zm00001d047942	Chr9	145900630	145902898	Zm00001eb398870	chr9	149321956	149324583									
rad17	111.50		GRMZM2G051138	Chr9	143465929	143487871	Zm00001d047946	Chr9	145935758	145958162	Zm00001eb398900	chr9	149356886	149379781									
Zm00001eb398930	111.92						Zm00001d047949	Chr9	145964756	145966571	Zm00001eb398930	chr9	149386287	149388102									
A0A1D6PF37	111.94		GRMZM2G081175	Chr9	143586090	143590243	Zm00001d047951	Chr9	146062077	146066175	Zm00001eb398940	chr9	149483676	149485433									
TIDP2744	112.00		GRMZM2G175642	Chr9	143607284	143610334	Zm00001d047955	Chr9	146097906	146100939	Zm00001eb398970	chr9	149519434	149522474									
Zm00001eb398980	112.01						Zm00001d047956	Chr9	146107179	146108246	Zm00001eb398980	chr9	149528702	149529075									
gras94	112.04		GRMZM2G477666	Chr9	143626707	143628653	Zm00001d047957	Chr9	146117308	146118116	Zm00001eb399000	chr9	149539217	149539627									
LOC100303837	112.46		GRMZM2G140799	Chr9	143648431	143650823	Zm00001d047958	Chr9	146174889	146177189	Zm00001eb399010	chr9	149596346	149598724									
mybr54	112.50		GRMZM2G152319	Chr9	143795886	143800919	Zm00001d047960	Chr9	146288097	146293266	Zm00001eb399030	chr9	149709566	149714797									
Zm00001d047961	112.68		GRMZM2G442265	Chr9	143845824	143848220	Zm00001d047961	Chr9	146323416	146325394													
pco068141	112.70		GRMZM2G115925	Chr9	143864968	143869347	Zm00001d047962	Chr9	146348708	146352812	Zm00001eb399040	chr9	149770287	149774359									
Zm00001d047964	112.98		AC218988.3_FG003	Chr9	144052653	144053830	Zm00001d047964	Chr9	146538059	146539630													
toc34	113.00		GRMZM2G159777	Chr9	144054835	144061089	Zm00001d047965	Chr9	146540635	146546312	Zm00001eb399060	chr9	149946608	149952915									
Zm00001d047966	113.02		GRMZM2G159824	Chr9	144061933	144065035	Zm00001d047966	Chr9	146547922	146550540	Zm00001eb399070	chr9	149953652	149956754									
bzip136	113.06		GRMZM2G069840	Chr9	144096681	144101117	Zm00001d047967	Chr9	146611340	146618721	Zm00001eb399090	chr9	150017292	150025721									
xth14	113.12		GRMZM2G039919	Chr9	144146526	144149307	Zm00001d047970	Chr9	146682816	146686329	Zm00001eb399120	chr9	150088856	150092275									
cchh2	113.30		GRMZM2G074032	Chr9	144292832	144296553	Zm00001d047976	Chr9	146835862	146839383	Zm00001eb399180	chr9	150241835	150245868									
si707083e04c-probed site	113.31																						
si707083e04c	113.32		GRMZM2G164821	Chr9	144335891	144339968	Zm00001d047977	Chr9	146880543	146884586	Zm00001eb399190	chr9	150286404	150290719									
GRMZM2G166684	113.33		GRMZM2G166684	Chr9	144399045	144419128	Zm00001d047979	Chr9	146948067	146968055	Zm00001eb399210	chr9	150354020	150374095									
gad4	113.35		GRMZM2G098875	Chr9	144554990	144558045	Zm00001d047981	Chr9	147117784	147120247	Zm00001eb399220	chr9	150523797	150526873									
ppr483	113.37		GRMZM2G098869	Chr9	144561742	144564212	Zm00001d047982	Chr9	147124975	147126882	Zm00001eb399230	chr9	150530494	150532959									
lug14	113.39		GRMZM2G098797	Chr9	144565000	144577166	Zm00001d047983	Chr9	147127843	147139955	Zm00001eb399240	chr9	150533826	150546032									
LOC103639386	113.41		GRMZM2G011708	Chr9	144592256	144597814	Zm00001d047984	Chr9	147154886	147157449	Zm00001eb399250	chr9	150560954	150563470									
pen1	113.47		GRMZM2G097898	Chr9	144753925	144762564	Zm00001d047988	Chr9	147310104	147318859	Zm00001eb399280	chr9	150716240	150725183									
Zm00001d047989	113.49		GRMZM2G177984	Chr9	144770823	144773182	Zm00001d047989	Chr9	147322757	147334539	Zm00001eb399300	chr9	150735434	150740761									
Zm00001d047990	113.53		GRMZM2G478876	Chr9	144785098	144790026	Zm00001d047990	Chr9	147341628	147346221	Zm00001eb399310	chr9	150747767	150752419									
Zm00001d047991	113.55		GRMZM2G177976	Chr9	144841501	144843109	Zm00001d047991	Chr9	147397735	147399125	Zm00001eb399320	chr9	150804140	150805235									
Zm00001d047992	113.57		GRMZM2G177914	Chr9	144854700	144858347	Zm00001d047992	Chr9	147411449	147414586	Zm00001eb399330	chr9	150817542	150820960									
sro6	114.00		GRMZM2G177878	Chr9	144869094	144872515	Zm00001d047993	Chr9	147425381	147428673	Zm00001eb399340	chr9	150831591	150835012									
Zm00001d047994	114.02		GRMZM2G167957	Chr9	144888263	144896211	Zm00001d047994	Chr9	147444229	147452322	Zm00001eb399350	chr9	150850440	150858507									
hb62	114.20		GRMZM2G105834	Chr9	145045937	145048121	Zm00001d047995	Chr9	147605077	147607285	Zm00001eb399360	chr9	151011191	151013553									
pco148653	114.22		GRMZM2G105787	Chr9	145053375	145058293	Zm00001d047998	Chr9	147612453	147617340	Zm00001eb399370	chr9	151018740	151023823									
bhlh9	114.25		GRMZM2G407119	Chr9	145064265	145067533	Zm00001d047999	Chr9	147624186	147626585	Zm00001eb399390	chr9	151029946	151032979									
ereb161	114.30		GRMZM2G021573	Chr9	145136034	145140341	Zm00001d048004	Chr9	147698120	147702310	Zm00001eb399440	chr9	151104405	151108720									
mmp131	114.63																						
psk3	115.98		GRMZM2G084859	Chr9	145248876	145249788	Zm00001d048006	Chr9	147801693	147802711	Zm00001eb399450	chr9	151207994	151208716									
pub51	116.04		GRMZM2G152919	Chr9	145319752	145322282	Zm00001d048008	Chr9	147881953	147883344	Zm00001eb399480	chr9	151278980	151281315									
ring549	117.76		GRMZM2G136293	Chr9	145538747	145552724	Zm00001d048017	Chr9	148119847	148140639	Zm00001eb399570	chr9	151496812	151510569									
hb1	117.80		GRMZM2G067402	Chr9	145596856	145598153	Zm00001d048020	Chr9	148178266	148179408	Zm00001eb399590	chr9	151555091	151556406									
aos1	118.00		GRMZM2G067225	Chr9	145603968	145606347	Zm00001d048021	Chr9	148185906	148187354	Zm00001eb399600	chr9	151562454	151564593									
Zm00001eb399620	118.04		GRMZM2G058342	Chr9	145626431	145627728					Zm00001eb399620	chr9	151585937	151586545									
ufg75c	119.30																						
cl2734_1	121.00		GRMZM2G358877	Chr9	145640818	145642736	Zm00001d048023	Chr9	148210634	148225195	Zm00001eb399630	chr9	151587790	151602082									
cyc48	121.04		GRMZM2G093157	Chr9	145760171	145764913	Zm00001d048026	Chr9	148343225	148347942	Zm00001eb399650	chr9	151720156	151724134									
cl10114_1c	121.09		AC216795.3_FG011	Chr9	145784507	145786075	Zm00001d048029	Chr9	148365536	148369430													
Zm00001d048040	121.16		GRMZM2G328268	Chr9	146017536	146024900	Zm00001d048040	Chr9	148600630	148609977	Zm00001eb399780	chr9	151977482	151986114									
hsftf9	121.20		GRMZM2G026742	Chr9	146028201	146032662	Zm00001d048041	Chr9	148611010	148615970	Zm00001eb399800	chr9	151987797	151992962									
nactf45	121.24		GRMZM2G126936	Chr9	146100422	146101729	Zm00001d048044	Chr9	148682940	148684179	Zm00001eb399810	chr9	152060189	152061128									
GRMZM2G425683	121.26		GRMZM2G425683	Chr9	146104280	146106451	Zm00001d048045	Chr9	148686754	148689052	Zm00001eb399820	chr9	152063694	152066233									
arr1	121.50		GRMZM2G126834	Chr9	146136871	146143251	Zm00001d048046	Chr9	148718695	148724289	Zm00001eb399830	chr9	152095628	152101260									
IDP159	121.52																						
IDP8423	121.58		GRMZM2G063369	Chr9	146269128	146279954	Zm00001d048049	Chr9	148853802	148864820	Zm00001eb399850	chr9	152230707	152241853									
gln3	121.60		GRMZM2G046601	Chr9	146319631	146327940	Zm00001d048050	Chr9	148903155	148910943	Zm00001eb399860	chr9	152280158	152288749									
mmp168	121.63		GRMZM2G046729	Chr9	146340642	146344213	Zm00001d048053	Chr9	148924294	148927769	Zm00001eb399890	chr9	152301170	152304736									
pdcb54	122.48		GRMZM5G824920	Chr9	146462582	146466433	Zm00001d048055	Chr9	149059512	149063313	Zm00001eb399910	chr9	152437354	152441329									
nactf102	122.50		GRMZM5G894234	Chr9	146509128	146512839	Zm00001d048059	Chr9	149085887	149093085	Zm00001eb399930	chr9	152463911	152471109									
hmt1	122.51		GRMZM6G310687	Chr9	146516121	146519277	Zm00001d048060	Chr9	149093185	149097158	Zm00001eb399940	chr9	152471114	152475175									
kcs36	122.60		AC233893.1_FG003	Chr9	146484356	146485840	Zm00001d048061	Chr9	149108412	149109896	Zm00001eb399950	chr9	152486292	152488344	Zm00014a017507	chr9	153262083	153262778					
IDP5928	125.01		GRMZM2G045981	Chr9	146683625	146687407	Zm00001d048070	Chr9	149343171	149346943	Zm00001eb400010	chr9	152721249	152724982									
hsp19	125.03		GRMZM2G024718	Chr9	146714310	146717502	Zm00001d048073	Chr9	149386295	149389525	Zm00001eb400020	chr9	152764309	152767655									
cl17753_1	125.50		GRMZM2G324478	Chr9	146728731	146729396	Zm00001d048075	Chr9	149400630	149401163	Zm00001eb400040	chr9	152778760	152779591									
Zm00001eb400060	125.54		GRMZM2G024411	Chr9	146737007	146765545	Zm00001d048077	Chr9	149408906	149412816	Zm00001eb400060	chr9	152787382	152790264									
pgl52	125.98		GRMZM2G034835	Chr9	146786311	146788679	Zm00001d048079	Chr9	149449795	149452163	Zm00001eb400080	chr9	152827935	152830259									
agluc7	126.00		GRMZM2G034575	Chr9	146791515	146798020	Zm00001d048080	Chr9	149454969	149461485	Zm00001eb400090	chr9	152833117	152839703									
mmp110	126.15		GRMZM2G143450	Chr9	146922931	146931473	Zm00001d048081	Chr9	149598933	149607634	Zm00001eb400100	chr9	152977030	152985819									
zmm8	126.20		GRMZM2G102161	Chr9	146936987	146945281	Zm00001d048082	Chr9	149613002	149621302	Zm00001eb400120	chr9	152990890	152999489									
fas1	126.22																						
drl2	126.24		GRMZM2G102218	Chr9	146951299	146956590	Zm00001d048083	Chr9	149627346	149632516	Zm00001eb400130	chr9	153005566	153010731									
LOC100278914	130.98		GRMZM2G013349	Chr9	147037261	147042153	Zm00001d048084	Chr9	149786807	149790346	Zm00001eb400160	chr9	153163536	153168439									
ncp1	131.00		AC197717.3_FG002	Chr9	147074133	147076525	Zm00001d048085	Chr9	149821917	149824839	Zm00001eb400170	chr9	153199203	153202918									
fomt4	131.02		GRMZM2G423331	Chr9	147148251	147149436	Zm00001d048087	Chr9	149888756	149890173	Zm00001eb400190	chr9	153266833	153268354									
rfa1	131.50		GRMZM2G086934	Chr9	147128364	147131996	Zm00001d048086	Chr9	149842814	149846476	Zm00001eb400180	chr9	153220844	153224509									
rcd9	131.51		GRMZM2G386923	Chr9	147154850	147165216	Zm00001d048089	Chr9	149896360	149906422	Zm00001eb400200	chr9	153274366	153284955									
pap27	131.52		GRMZM2G386998	Chr9	147164823	147169845	Zm00001d048090	Chr9	149906120	149911347	Zm00001eb400210	chr9	153284470	153289629									
IDP1465	131.60		GRMZM2G321725	Chr9	147172658	147176871	Zm00001d048091	Chr9	149914247	149918405	Zm00001eb400220	chr9	153292430	153296496									
umc1310	131.65		GRMZM5G826763	Chr9	147212292	147212808					Zm00001eb400230	chr9	153330178	153331052									
GRMZM5G846548	131.65		GRMZM5G846548	Chr9	147221321	147228145	Zm00001d048092	Chr9	149962274	149969070	Zm00001eb400240	chr9	153340322	153349193									
pco088185	131.66		GRMZM5G881996	Chr9	147334025	147340236	Zm00001d048095	Chr9	150056161	150082660	Zm00001eb400270	chr9	153434131	153460825									
Zm.048093	131.66		GRMZM2G476655	Chr9	147239798	147240795	Zm00001d048093	Chr9	149979853	149981940	Zm00001eb400250	chr9	153358658	153359814									
umc2737	131.67		GRMZM5G896916	Chr9	147398948	147409152	Zm00001d048098	Chr9	150141035	150143555	Zm00001eb400290	chr9	153519138	153529592									
LOC100381929	131.67		GRMZM5G835794	Chr9	147348023	147350761	Zm00001d048096	Chr9	150083877	150093236	Zm00001eb400280	chr9	153462018	153476220									
glu26	131.68		GRMZM5G828987	Chr9	147409807	147415060	Zm00001d048099	Chr9	150152053	150157292	Zm00001eb400300	chr9	153530176	153535460									
LOC100217058	131.69		GRMZM2G073498	Chr9	147424711	147428844	Zm00001d048100	Chr9	150165986	150170048	Zm00001eb400310	chr9	153544039	153548380									
cl27393_1b	131.70		GRMZM5G800925	Chr9	147460528	147465993					Zm00001eb400320	chr9	153579751	153584689									
umc2207	131.74		GRMZM2G100511	Chr9	147538960	147544479	Zm00001d048102	Chr9	150279277	150284593	Zm00001eb400330	chr9	153657341	153662787									
LOC100274426	131.77		GRMZM2G113653	Chr9	147592892	147594967	Zm00001d048106	Chr9	150335361	150336881	Zm00001eb400370	chr9	153714582	153715083									
IDP2142	131.80		GRMZM2G113506	Chr9	147604485	147613226	Zm00001d048108	Chr9	150346816	150354942	Zm00001eb400380	chr9	153724641	153733285									
rzfl1	131.83		GRMZM2G113295	Chr9	147635621	147639545	Zm00001d048112	Chr9	150377793	150378578	Zm00001eb400420	chr9	153755772	153759715									
Zm00001d048114	131.94		GRMZM2G415192	Chr9	147641996	147648762	Zm00001d048114	Chr9	150383718	150390329	Zm00001eb400450	chr9	153764671	153768568									
cl5919_1c	131.96		GRMZM2G113232	Chr9	147652176	147665889	Zm00001d048115	Chr9	150393785	150408118	Zm00001eb400460	chr9	153771981	153786564									
uaz7c01f11	132.00		GRMZM2G113159	Chr9	147668001	147671020	Zm00001d048117	Chr9	150410615	150412981	Zm00001eb400480	chr9	153788744	153791190									
ms36	132.00																						
cl4742_1b	132.18		GRMZM2G178278	Chr9	147730396	147734147	Zm00001d048122	Chr9	150491614	150495368	Zm00001eb400510	chr9	153851351	153854936									
maf1	132.20		GRMZM2G479245	Chr9	147736551	147737374	Zm00001d048123	Chr9	150498053	150498481	Zm00001eb400520	chr9	153857572	153858389									
IDP7361	132.22		GRMZM2G178254	Chr9	147744900	147750083	Zm00001d048126	Chr9	150505987	150511249	Zm00001eb400530	chr9	153865773	153871117									
bnl14.28a	132.23																						
cyc39	132.23		GRMZM2G178247	Chr9	147750613	147754080	Zm00001d048127	Chr9	150511914	150520610	Zm00001eb400540	chr9	153872188	153874466									
nrat3	132.24		GRMZM2G178190	Chr9	147767803	147771803	Zm00001d048129	Chr9	150529019	150532996	Zm00001eb400560	chr9	153888749	153892918									
cyc38	132.24		GRMZM2G178215	Chr9	147756168	147759399	Zm00001d048127	Chr9	150511914	150520610	Zm00001eb400550	chr9	153877185	153880439									
prh54	132.60		GRMZM2G130943	Chr9	147803304	147805998	Zm00001d048131	Chr9	150564485	150566603	Zm00001eb400570	chr9	153924323	153927090									
LOC100191814	132.62		GRMZM2G049398	Chr9	147837697	147841681	Zm00001d048132	Chr9	150598684	150603050	Zm00001eb400580	chr9	153958519	153962205									
ring551	132.64		GRMZM5G863344	Chr9	147878799	147881205	Zm00001d048134	Chr9	150639576	150642158	Zm00001eb400600	chr9	153999430	154002046									
isu49	132.70																						
cl4756_1b	132.80		GRMZM5G873498	Chr9	147915226	147915918	Zm00001d048137	Chr9	150675904	150681529	Zm00001eb400630	chr9	154035583	154041535									
Zm00001d048138	132.82		GRMZM2G154149	Chr9	147922576	147927576	Zm00001d048138	Chr9	150683492	150688769	Zm00001eb400640	chr9	154043215	154048351									
bhlh178	132.96		GRMZM2G483946	Chr9	147965273	147966747	Zm00001d048141	Chr9	150725964	150727787	Zm00001eb400660	chr9	154085814	154113989									
cyc15	133.00		GRMZM2G006721	Chr9	148058006	148060224	Zm00001d048143	Chr9	150812399	150814561	Zm00001eb400680	chr9	154172175	154174605									
IDP8926	133.02						Zm00001d048145	Chr9	150819610	150827514	Zm00001eb400710	chr9	154182983	154184078									
d14b	133.38		GRMZM2G008751	Chr9	148076337	148077890	Zm00001d048146	Chr9	150829759	150832268	Zm00001eb400720	chr9	154190652	154192059									
umc1789	133.40		GRMZM2G008638	Chr9	148099092	148113954	Zm00001d048147	Chr9	150853445	150862402	Zm00001eb400730	chr9	154213281	154228173									
vdac6	133.44		GRMZM2G137985	Chr9	148149504	148154713	Zm00001d048149	Chr9	150906093	150911289	Zm00001eb400750	chr9	154265957	154271201									
xyl2	133.50		GRMZM5G850567	Chr9	148226801	148230042	Zm00001d048151	Chr9	150983409	150986660	Zm00001eb400770	chr9	154343306	154346630									
xyl3	133.51		GRMZM2G048375	Chr9	148237745	148240963	Zm00001d048152	Chr9	150994557	150997579	Zm00001eb400780	chr9	154354332	154357550									
cl31541_1	133.53		GRMZM2G048287	Chr9	148248614	148251726	Zm00001d048153	Chr9	151005178	151008181	Zm00001eb400790	chr9	154365201	154368279									
cl19091_1	133.70		GRMZM2G081622	Chr9	148317052	148319976	Zm00001d048155	Chr9	151074026	151076814	Zm00001eb400810	chr9	154434005	154436796									
Zm00001d048158	133.71		GRMZM2G030915	Chr9	148335504	148347470	Zm00001d048158	Chr9	151101990	151104280	Zm00001eb400820	chr9	154452497	154504516									
Zm00001d048157	133.71		GRMZM2G030915	Chr9	148335504	148347470	Zm00001d048157	Chr9	151092459	151094834	Zm00001eb400820	chr9	154452497	154504516									
LOC103639467	133.72		GRMZM2G145258	Chr9	148369468	148373088	Zm00001d048159	Chr9	151140962	151144503	Zm00001eb400820	chr9	154452497	154504516									
acpt10	134.00		GRMZM2G181542	Chr9	148464100	148469585	Zm00001d048163	Chr9	151221532	151226884	Zm00001eb400850	chr9	154581524	154586940									
erdh5	134.03		GRMZM2G181551	Chr9	148483238	148484828	Zm00001d048165	Chr9	151240881	151242302	Zm00001eb400880	chr9	154600840	154602336									
LOC103639472	134.04		GRMZM2G481888	Chr9	148490607	148491075	Zm00001d048166	Chr9	151247700	151252199	Zm00001eb400890	chr9	154605401	154612077									
LOC103639473	134.05		GRMZM2G481891	Chr9	148497302	148498722																	
Zm00001eb400910	134.06		GRMZM2G481891	Chr9	148497302	148498722	Zm00001d048168	Chr9	151255651	151256043	Zm00001eb400910	chr9	154615643	154616035									
hb142	134.10						Zm00001d048172	Chr9	151391338	151392319	Zm00001eb400960	chr9	154737371	154737676									
LOC100193170	134.11						Zm00001d048173	Chr9	151395290	151400114	Zm00001eb400970	chr9	154740651	154745671									
ser3	134.12										Zm00001eb400980	chr9	154746931	154751110									
LOC100278637	134.14		GRMZM2G077711	Chr9	148626533	148633400	Zm00001d048175	Chr9	151502807	151509935	Zm00001eb400990	chr9	154848030	154855273									
phi448880	134.20		GRMZM2G078441	Chr9	148711737	148714559	Zm00001d048176	Chr9	151547408	151550218	Zm00001eb401000	chr9	154891409	154895447									
IDP2462	134.23		GRMZM2G138589	Chr9	148882511	148885238	Zm00001d048178	Chr9	151710829	151713323	Zm00001eb401030	chr9	155055249	155058036									
tfIIB1	134.25		GRMZM2G017831	Chr9	148929810	148933147	Zm00001d048180	Chr9	151800917	151803916	Zm00001eb401050	chr9	155144226	155147297									
GRMZM2G017957	134.28		GRMZM2G017957	Chr9	148934123	148938650	Zm00001d048181	Chr9	151805187	151809740	Zm00001eb401060	chr9	155148469	155153133									
gid3	134.32		GRMZM2G040278	Chr9	149144804	149145737	Zm00001d048185	Chr9	151986704	151987246	Zm00001eb401080	chr9	155329960	155330908									
sfp8	134.40		GRMZM2G342907	Chr9	149179921	149183438	Zm00001d048189	Chr9	152042170	152045904	Zm00001eb401100	chr9	155364952	155368938									
IDP7884	134.42		GRMZM2G114758	Chr9	149271575	149277276	Zm00001d048190	Chr9	152135495	152140954	Zm00001eb401110	chr9	155458517	155464023									
csu1005	134.58		GRMZM6G818567	Chr9	149307023	149310067	Zm00001d048193	Chr9	152167685	152170674	Zm00001eb401140	chr9	155490709	155493772									
hagtf36	134.60		GRMZM2G096352	Chr9	149311288	149315650	Zm00001d048194	Chr9	152171884	152176225	Zm00001eb401150	chr9	155494998	155499379									
Zm00001d048195	134.61		GRMZM2G096355	Chr9	149325810	149328973	Zm00001d048195	Chr9	152187406	152188725	Zm00001eb401160	chr9	155509466	155512666									
gras45	134.63		GRMZM2G028039	Chr9	149430555	149437059	Zm00001d048199	Chr9	152292837	152294447	Zm00001eb401210	chr9	155614895	155621437									
mips2	135.30		GRMZM2G004528	Chr9	149505656	149510749	Zm00001d048201	Chr9	152369266	152374321	Zm00001eb401220	chr9	155692413	155697467									
plt53	135.32		GRMZM2G004466	Chr9	149512378	149513673	Zm00001d048202	Chr9	152376010	152377305	Zm00001eb401230	chr9	155699096	155700584									
prh143	135.35		GRMZM2G004377	Chr9	149512874	149519280	Zm00001d048203	Chr9	152377111	152382143	Zm00001eb401240	chr9	155700197	155705998									
csu860a	135.37		GRMZM2G004172	Chr9	149541110	149544567	Zm00001d048204	Chr9	152404741	152407949	Zm00001eb401250	chr9	155727828	155731093									
ring553	135.39		GRMZM2G456241	Chr9	149570706	149575220	Zm00001d048206	Chr9	152434296	152438351	Zm00001eb401270	chr9	155757422	155761578									
ereb71	135.90		GRMZM2G113060	Chr9	149648095	149649451	Zm00001d048208	Chr9	152517945	152518838	Zm00001eb401290	chr9	155840895	155842218									
pum16	135.96		GRMZM2G015648	Chr9	149692456	149697117	Zm00001d048210	Chr9	152566858	152567920	Zm00001eb401310	chr9	155885961	155890943									
TIDP9237	136.00		GRMZM2G091233	Chr9	149710203	149711791	Zm00001d048214	Chr9	152581965	152582732	Zm00001eb401330	chr9	155904621	155905899									
LOC103639491	136.36		GRMZM2G061428	Chr9	149778468	149786127	Zm00001d048218	Chr9	152649299	152657089	Zm00001eb401370	chr9	155972347	155980188									
Zm00001d048219	136.37		AC235544.1_FG006	Chr9	149791413	149792666	Zm00001d048219	Chr9	152662248	152663954	Zm00001eb401380	chr9	155985329	155986874									
pco063085	136.40		GRMZM2G061280	Chr9	149808766	149811220	Zm00001d048222	Chr9	152679685	152682225	Zm00001eb401400	chr9	156002735	156005249									
vq57	136.50		GRMZM5G864133	Chr9	149812235	149814186	Zm00001d048224	Chr9	152684333	152685043	Zm00001eb401410	chr9	156006206	156008233									
hb12	137.00		AC233899.1_FG004	Chr9	149912584	149914098	Zm00001d048227	Chr9	152791018	152793577	Zm00001eb401450	chr9	156099502	156101941									
bhlh21	137.10		AC233899.1_FG002	Chr9	149930657	149932165	Zm00001d048229	Chr9	152802586	152804818	Zm00001eb401480	chr9	156110643	156112893									
ring555	137.12		GRMZM2G400784	Chr9	149999256	150001933	Zm00001d048230	Chr9	152864766	152865908	Zm00001eb401490	chr9	156185253	156186948									
pup1	137.76		GRMZM2G095822	Chr9	150011357	150012854	Zm00001d048232	Chr9	152878848	152879978	Zm00001eb401500	chr9	156199242	156200737									
AY110382	137.83		GRMZM2G433117	Chr9	150086404	150095744	Zm00001d048236	Chr9	152956403	152965893	Zm00001eb401540	chr9	156276951	156286500									
cl31447_1(707)	138.20		GRMZM2G091362	Chr9	150160643	150163171	Zm00001d048238	Chr9	153030771	153033216	Zm00001eb401550	chr9	156351361	156353988									
abi43	138.60		GRMZM2G028794	Chr9	150250653	150252625	Zm00001d048244	Chr9	153119353	153121492	Zm00001eb401610	chr9	156441390	156442035									
GRMZM2G028643	138.61		GRMZM2G028643	Chr9	150252956	150255690	Zm00001d048245	Chr9	153121814	153124445	Zm00001eb401620	chr9	156441828	156445172									
ltk2	138.63		GRMZM2G330907	Chr9	150263840	150275563	Zm00001d048247	Chr9	153133300	153141644	Zm00001eb401630	chr9	156446373	156465044									
pco086223	139.00		GRMZM2G100120	Chr9	150352247	150355657	Zm00001d048252	Chr9	153250495	153253737	Zm00001eb401690	chr9	156543843	156547124									
