MaizeGDB: Details of Map Genetic 6
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-HP301-REFERENCE-NAM-1.0_gene_model	Zm-HP301-REFERENCE-NAM-1.0_chr	Zm-HP301-REFERENCE-NAM-1.0_start	Zm-HP301-REFERENCE-NAM-1.0_end	Zm-Ki11-REFERENCE-NAM-1.0_gene_model	Zm-Ki11-REFERENCE-NAM-1.0_chr	Zm-Ki11-REFERENCE-NAM-1.0_start	Zm-Ki11-REFERENCE-NAM-1.0_end	Sequence
ktf2	103.45		GRMZM2G370715	Chr6	157675106	157686768	Zm00001d038644	Chr6	161622743	161636125	Zm00001eb292250	chr6	168934774	168948504													
LOC103630572	103.48		GRMZM2G069503	Chr6	157689913	157691768	Zm00001d038645	Chr6	161639242	161641010	Zm00001eb292260	chr6	168951176	168953326													
pco095316c	103.50		GRMZM2G069518	Chr6	157694731	157698663	Zm00001d038646	Chr6	161644067	161647957	Zm00001eb292270	chr6	168956158	168960115													
crt3	103.60		GRMZM2G305115	Chr6	157758792	157764077	Zm00001d038648	Chr6	161702211	161706863	Zm00001eb292290	chr6	169014355	169019070													
grf20	103.62		GRMZM2G006207	Chr6	157773296	157775678	Zm00001d038649	Chr6	161716055	161718253	Zm00001eb292300	chr6	169028379	169030379													
ccp30	103.64		GRMZM2G006377	Chr6	157777178	157784372	Zm00001d038650	Chr6	161720010	161726844	Zm00001eb292310	chr6	169031982	169039344													
jac5	103.66		GRMZM2G170625	Chr6	157860237	157863351	Zm00001d038651	Chr6	161809629	161813487	Zm00001eb292320	chr6	169121824	169125729													
trh1	104.00		GRMZM2G424053	Chr6	157965018	157969757	Zm00001d038653	Chr6	161892150	161896354	Zm00001eb292340	chr6	169204216	169208370													
ubp32	104.02		GRMZM2G368448	Chr6	157939551	157953826	Zm00001d038655	Chr6	161921883	161936270	Zm00001eb292350	chr6	169233958	169248387													
LOC100272681	104.98		GRMZM2G097040	Chr6	158009105	158011209	Zm00001d038658	Chr6	161945970	161951107	Zm00001eb292370	chr6	169258017	169263218													
cpp4	105.00		GRMZM2G060170	Chr6	158012795	158016012	Zm00001d038660	Chr6	161968078	161971277	Zm00001eb292380	chr6	169280103	169283404													
IDP4761	105.02		GRMZM2G060324	Chr6	158018259	158022671	Zm00001d038661	Chr6	161973344	161977653	Zm00001eb292390	chr6	169285404	169289705													
pco073825	105.06		GRMZM2G032847	Chr6	158057609	158060000	Zm00001d000241	B73V4_ctg11	49629	52020	Zm00001eb292410	chr6	169328112	169330503													
lim379	105.10																										
lim151	105.75																										
ubp33	105.76										Zm00001eb292450	chr6	169425358	169453392													
Zm00001d038662	105.78		GRMZM2G009553	Chr6	158279597	158280084	Zm00001d038662	Chr6	162195453	162197612																	
e2f14	105.80		GRMZM5G829408	Chr6	158198224	158202485	Zm00001d038664	Chr6	162201437	162205584	Zm00001eb292470	chr6	169513880	169517958													
Zm00001eb292480	105.81		GRMZM2G009400	Chr6	158202514	158204520	Zm00001d038665	Chr6	162205876	162207609	Zm00001eb292480	chr6	169518083	169520136													
IDP7612	105.82		GRMZM2G080314	Chr6	158283931	158287283	Zm00001d038667	Chr6	162268229	162273500	Zm00001eb292490	chr6	169580675	169586236													
IDP9065	105.83		GRMZM2G104955	Chr6	158314804	158321311	Zm00001d038671	Chr6	162280368	162287252	Zm00001eb292520	chr6	169593106	169599454													
pco106628(471)	105.84		GRMZM2G375904	Chr6	158380701	158388944	Zm00001d038672	Chr6	162349398	162358421	Zm00001eb292530	chr6	169662860	169671245													
TIDP3405	105.84		GRMZM5G802141	Chr6	158415128	158415550	Zm00001d038673	Chr6	162361472	162373818	Zm00001eb292540	chr6	169673767	169686207													
cl8951_1b	105.86		GRMZM2G074792	Chr6	158417902	158421870	Zm00001d038676	Chr6	162387696	162391572	Zm00001eb292590	chr6	169699871	169704026													
Zm00001eb292580	105.86										Zm00001eb292580	chr6	169693710	169696355													
cl18267_1	105.88		GRMZM2G388855	Chr6	158454149	158457170	Zm00001d038678	Chr6	162432307	162441044	Zm00001eb292620	chr6	169744762	169753911													
cle22	106.00		GRMZM2G070192	Chr6	158463657	158465175	Zm00001d038680	Chr6	162442729	162443088	Zm00001eb292650	chr6	169754924	169755687													
cl20524_1	106.02		GRMZM2G143714	Chr6	158470215	158472444	Zm00001d038681	Chr6	162449712	162452059	Zm00001eb292660	chr6	169762167	169764395													
pdcb36	106.38		GRMZM2G143791	Chr6	158476722	158479254	Zm00001d038682	Chr6	162456348	162458601	Zm00001eb292680	chr6	169768672	169771067													
tcptf23	106.40		GRMZM2G120151	Chr6	158563456	158566518	Zm00001d038683	Chr6	162529258	162530154	Zm00001eb292690	chr6	169839946	169843008													
lrx12	106.42		GRMZM2G120173	Chr6	158598542	158604741	Zm00001d038684	Chr6	162562559	162568746	Zm00001eb292700	chr6	169875049	169881276													
AY105728	106.60		GRMZM2G120175	Chr6	158607741	158613120	Zm00001d038685	Chr6	162571773	162577138	Zm00001eb292710	chr6	169884153	169889572													
rpl33	106.64		GRMZM2G176133	Chr6	158637433	158640614	Zm00001d038686	Chr6	162595881	162598103	Zm00001eb292720	chr6	169908231	169908818													
rop6	106.70		GRMZM2G176217	Chr6	158645247	158647592	Zm00001d038688	Chr6	162602604	162605160	Zm00001eb292740	chr6	169914929	169917725													
AY105785	106.80		GRMZM2G176396	Chr6	158647175	158653521	Zm00001d038689	Chr6	162605299	162610720	Zm00001eb292750	chr6	169917155	169923721													
cipk12	106.83		GRMZM2G176519	Chr6	158660572	158662827	Zm00001d038690	Chr6	162618614	162620125	Zm00001eb292760	chr6	169930913	169933278													
tubtf5	106.86		GRMZM2G435445	Chr6	158666528	158671070	Zm00001d038691	Chr6	162624149	162628635	Zm00001eb292770	chr6	169936609	169941206													
dof10	106.88		GRMZM2G435475	Chr6	158675548	158676679	Zm00001d038693	Chr6	162633220	162633915	Zm00001eb292790	chr6	169945654	169947123													
ga2ox7	106.90		GRMZM2G427618	Chr6	158703023	158704867	Zm00001d038695	Chr6	162656616	162658442	Zm00001eb292800	chr6	169968914	169970974													
arftf23	106.91		GRMZM2G441325	Chr6	158843020	158849314	Zm00001d038698	Chr6	162803581	162809813	Zm00001eb292830	chr6	170115679	170122390													
cl10273_1a	106.91		GRMZM2G140996	Chr6	158854097	158856370	Zm00001d038699	Chr6	162814646	162816895	Zm00001eb292840	chr6	170127104	170129473													
cle36	106.91		AC187896.3_FG006	Chr6	158818237	158818521	Zm00001d038696	Chr6	162787462	162787746	Zm00001eb292810	chr6	170099977	170100261													
si614021b09a	106.92		GRMZM2G141026	Chr6	158883923	158885330	Zm00001d038700	Chr6	162852670	162854092	Zm00001eb292850	chr6	170164812	170166749													
IDP2427a	106.92		GRMZM2G102863	Chr6	158953843	158955375	Zm00001d038702	Chr6	162915254	162916766	Zm00001eb292880	chr6	170227967	170229457													
Zm00001d038703	106.92		GRMZM2G124799	Chr6	159037316	159038747	Zm00001d038703	Chr6	162999184	163000694	Zm00001eb292890	chr6	170311911	170313319													
Zm00001eb292870	106.92		GRMZM2G141029	Chr6	158890814	158891519	Zm00001d038701	Chr6	162859633	162860163	Zm00001eb292870	chr6	170172152	170172682													
voz1	106.93		GRMZM2G111696	Chr6	159112392	159115898	Zm00001d038704	Chr6	163076771	163080204	Zm00001eb292900	chr6	170389402	170392806													
perk22	106.93		GRMZM2G411288	Chr6	159125959	159128331	Zm00001d038708	Chr6	163090769	163092715	Zm00001eb292920	chr6	170400926	170405569													
cl8907_1	106.94		GRMZM2G127648	Chr6	159201780	159205796	Zm00001d038713	Chr6	163223046	163225246	Zm00001eb292960	chr6	170535009	170537799													
Zm00001d038709	106.94		GRMZM2G044368	Chr6	159142464	159145639	Zm00001d038709	Chr6	163106824	163109751	Zm00001eb292930	chr6	170419449	170422402													
ofp29	106.95		GRMZM2G127680	Chr6	159209864	159210811	Zm00001d038714	Chr6	163229334	163230281	Zm00001eb292970	chr6	170541526	170542962													
lbd33	106.96		GRMZM2G386674	Chr6	159313186	159314511	Zm00001d038717	Chr6	163280343	163281305	Zm00001eb292980	chr6	170592546	170594343													
LOC109940583	106.96		GRMZM2G086892	Chr6	159293472	159295091	Zm00001d038716	Chr6	163275712	163279035																	
hb2	106.97		GRMZM2G168898	Chr6	159342531	159343955	Zm00001d038718	Chr6	163324435	163325813	Zm00001eb293010	chr6	170637061	170638532													
LOC100856921	106.97		GRMZM2G168909	Chr6	159346429	159371692	Zm00001d038719	Chr6	163328211	163329067	Zm00001eb293020	chr6	170641003	170643234													
LOC103630619	106.98		GRMZM2G159191	Chr6	159378391	159382417	Zm00001d038720	Chr6	163334324	163340060	Zm00001eb293030	chr6	170646911	170650546													
LOC100285560	106.99		GRMZM2G141731	Chr6	159397188	159398888	Zm00001d038724	Chr6	163366091	163367753	Zm00001eb293070	chr6	170678588	170680451													
pebp7	107.00		GRMZM2G141756	Chr6	159399177	159400713	Zm00001d038725	Chr6	163368049	163369489	Zm00001eb293080	chr6	170680472	170682189													
LOC103630621	107.02		GRMZM2G141762	Chr6	159405586	159406981	Zm00001d038726	Chr6	163374060	163375768	Zm00001eb293090	chr6	170686706	170688462													
psr162	107.10																										
trps12	107.50		GRMZM2G133966	Chr6	159442605	159445454	Zm00001d038728	Chr6	163411334	163420782	Zm00001eb293110	chr6	170724073	170733424													
cbl4	107.70		GRMZM2G001221	Chr6	159455359	159458229	Zm00001d038730	Chr6	163424160	163426976	Zm00001eb293130	chr6	170736803	170739618													
csu841a	107.94		GRMZM2G033971	Chr6	159571694	159573520	Zm00001d038732	Chr6	163536956	163538558	Zm00001eb293150	chr6	170849298	170851223													
ppr365	107.96		AC218148.2_FG008	Chr6	159575426	159577426	Zm00001d038733	Chr6	163540535	163542535	Zm00001eb293160	chr6	170853028	170855616													
IDP7847	107.98		GRMZM2G331833	Chr6	159575277	159581619	Zm00001d038734	Chr6	163542891	163546787	Zm00001eb293170	chr6	170855366	170859443													
sat3	108.00		GRMZM5G816110	Chr6	159594188	159596729	Zm00001d038737	Chr6	163553024	163560354	Zm00001eb293180	chr6	170871898	170874309													
LOC103630624	108.02		GRMZM2G421791	Chr6	159626481	159630744	Zm00001d038739	Chr6	163589309	163593731	Zm00001eb293190	chr6	170901924	170907151													
umc2375	108.25		GRMZM2G040517	Chr6	159659774	159661050	Zm00001d038741	Chr6	163651425	163652698	Zm00001eb293210	chr6	170964142	170965418													
AC204763.2_FG001	108.27		AC204763.2_FG001	Chr6	159665742	159666982	Zm00001d038742	Chr6	163657410	163658979	Zm00001eb293220	chr6	170969941	170971926													
snrk1a1	108.50		GRMZM2G105401	Chr6	159784269	159785198	Zm00001d038745	Chr6	163755404	163785784	Zm00001eb293240	chr6	171072438	171095062													
hsftf15	108.60		AC206165.3_FG007	Chr6	159812447	159814105	Zm00001d038746	Chr6	163786743	163788401	Zm00001eb293250	chr6	171099243	171101897													
GRMZM2G105473	108.62		GRMZM2G105473	Chr6	159818618	159823144	Zm00001d038747	Chr6	163792911	163797435	Zm00001eb293260	chr6	171105547	171110211													
cep6	108.70		AC206165.3_FG009	Chr6	159827389	159827766	Zm00001d038748	Chr6	163801687	163802064	Zm00001eb293270	chr6	171114405	171114782													
mmp241	108.76		GRMZM2G029716	Chr6	159874724	159876985	Zm00001d038750	Chr6	163852496	163854764	Zm00001eb293300	chr6	171165124	171167864													
dnaj156	108.78		GRMZM2G029546	Chr6	159879666	159882346	Zm00001d038751	Chr6	163857513	163860102	Zm00001eb293310	chr6	171170052	171172748													
miR399f	108.78		zma-MIR399f	Chr6	159882381	159882485	zma-MIR399f	Chr6	163860157	163860261																	
miR399c	108.79		zma-MIR399c	Chr6	159890156	159890362	zma-MIR399c	Chr6	163867932	163868138																	
LOC100381942	108.80		GRMZM5G820401	Chr6	159909188	159912823	Zm00001d038752	Chr6	163885170	163891049	Zm00001eb293320	chr6	171197798	171203746													
IDP7493	108.84		GRMZM2G101282	Chr6	159919787	159922262	Zm00001d038753	Chr6	163895782	163898198	Zm00001eb293340	chr6	171208453	171210888													
Zm00001d038754	108.86		GRMZM2G101413	Chr6	159922447	159930111	Zm00001d038754	Chr6	163898325	163906090	Zm00001eb293350	chr6	171210950	171218739													
Zm00001d038758	108.94		GRMZM2G101584	Chr6	159979492	159980167	Zm00001d038758	Chr6	163955489	163956164	Zm00001eb293390	chr6	171268213	171268820													
wrky100	109.00		GRMZM2G401521	Chr6	160019664	160021008	Zm00001d038761	Chr6	163995859	163996996	Zm00001eb293420	chr6	171308418	171309602													
rboh3	109.40		GRMZM2G043435	Chr6	160040811	160052133	Zm00001d038762	Chr6	164016293	164027578	Zm00001eb293430	chr6	171328827	171340588													
LOC103631602	109.52		GRMZM2G043695	Chr6	160053864	160055405	Zm00001d038763	Chr6	164029433	164030833	Zm00001eb293440	chr6	171342007	171343667													
LOC100191664	109.54		AC206788.3_FG015	Chr6	160084242	160087747	Zm00001d038764	Chr6	164059209	164060630	Zm00001eb293450	chr6	171371429	171373586													
LOC100282905	109.56		GRMZM2G058314	Chr6	160086126	160087773	Zm00001d038765	Chr6	164061073	164062509	Zm00001eb293460	chr6	171373527	171375229													
pco082817	109.60		GRMZM2G004349	Chr6	160191033	160193440	Zm00001d038768	Chr6	164162505	164164754	Zm00001eb293480	chr6	171475087	171477398													
LOC100194037	109.62		GRMZM2G004592	Chr6	160195605	160200571	Zm00001d038769	Chr6	164167046	164171996	Zm00001eb293490	chr6	171479670	171484715													
ppr366	109.66		GRMZM2G004888	Chr6	160211379	160217994	Zm00001d038773	Chr6	164182716	164189415	Zm00001eb293520	chr6	171495314	171502859													
pfk5	109.68		GRMZM2G004932	Chr6	160229723	160235338	Zm00001d038775	Chr6	164201228	164206800	Zm00001eb293530	chr6	171513860	171519628													
pco071606	109.70		GRMZM2G005036	Chr6	160236502	160240676	Zm00001d038776	Chr6	164207910	164212069	Zm00001eb293540	chr6	171520685	171524773													
Zm00001eb293550	109.71		GRMZM2G005308	Chr6	160242306	160249614	Zm00001d038777	Chr6	164213807	164221095	Zm00001eb293550	chr6	171526443	171533815													
GRMZM2G031435	109.73		GRMZM2G031435	Chr6	160314689	160318682	Zm00001d038779	Chr6	164285328	164289068	Zm00001eb293560	chr6	171597914	171601665													
cl13668_1b	109.75		GRMZM2G031580	Chr6	160327059	160328898	Zm00001d038780	Chr6	164298313	164299530	Zm00001eb293570	chr6	171610375	171612059													
Zm00001eb293590	109.78										Zm00001eb293590	chr6	171618489	171637608													
prf1	109.80		GRMZM2G074361	Chr6	160357192	160358354	Zm00001d038783	Chr6	164327814	164329029	Zm00001eb293600	chr6	171640458	171641731													
iaa30	109.82		GRMZM2G074427	Chr6	160362230	160365730	Zm00001d038784	Chr6	164332917	164336272	Zm00001eb293610	chr6	171643669	171649182													
Zm00001eb293630	109.86		GRMZM2G432827	Chr6	160413347	160418743	Zm00001d038787	Chr6	164370646	164370927	Zm00001eb293630	chr6	171683301	171683675													
Zm00001eb293650	109.90		GRMZM2G432824	Chr6	160425740	160427522	Zm00001d038790	Chr6	164382253	164382765	Zm00001eb293650	chr6	171694908	171695420													
rlk10	109.98		GRMZM2G132212	Chr6	160430035	160433640	Zm00001d038791	Chr6	164385494	164389823	Zm00001eb293660	chr6	171698140	171702478													
hex2	110.00		GRMZM2G432801	Chr6	160433339	160440597	Zm00001d038792	Chr6	164389095	164395441	Zm00001eb293670	chr6	171701755	171708370													
pme37	110.00		GRMZM2G043943	Chr6	160528676	160530865	Zm00001d038794	Chr6	164493063	164495421	Zm00001eb293700	chr6	171805742	171808182													
si603043g08	110.02																										
IDP8562	110.10		GRMZM5G845682	Chr6	160609407	160612429	Zm00001d038797	Chr6	164581424	164588542	Zm00001eb293720	chr6	171893876	171901719													
Zm00001eb293730	110.12		GRMZM2G168721	Chr6	160672494	160673439	Zm00001d038799	Chr6	164652743	164653636	Zm00001eb293730	chr6	171965158	171966322													
gata25	110.20		AC202864.3_FG002	Chr6	160741348	160742841	Zm00001d038801	Chr6	164734361	164736397	Zm00001eb293740	chr6	172047042	172049127													
GRMZM2G060505	110.23		GRMZM2G060505	Chr6	160797025	160799827	Zm00001d038803	Chr6	164788926	164791422	Zm00001eb293750	chr6	172101347	172104197													
cl38436_1a	110.25		GRMZM2G060611	Chr6	160800294	160807397	Zm00001d038804	Chr6	164792289	164799307	Zm00001eb293760	chr6	172104975	172111654													
ms42	110.30		GRMZM2G360681	Chr6	160816570	160820239	Zm00001d038806	Chr6	164808309	164812048	Zm00001eb293780	chr6	172120888	172124712													
cl9152_1	110.38		GRMZM2G587327	Chr6	160871346	160879920	Zm00001d038808	Chr6	164864362	164873057	Zm00001eb293810	chr6	172177047	172186164													
mkkk73	110.40		GRMZM2G474546	Chr6	160896204	160900119	Zm00001d038809	Chr6	164889311	164893253	Zm00001eb293820	chr6	172201950	172205959													
asg6a	110.45																										
vq36	110.48		GRMZM2G174558	Chr6	160912842	160914213	Zm00001d038810	Chr6	164906424	164907077	Zm00001eb293830	chr6	172217004	172219871													
hb47	110.50		GRMZM2G474656	Chr6	160917510	160922715	Zm00001d038811	Chr6	164911115	164915840	Zm00001eb293840	chr6	172223331	172227739													
hox2	111.00		GRMZM2G094935	Chr6	161060698	161065860	Zm00001d038812	Chr6	164961618	164983809	Zm00001eb293860	chr6	172274404	172296396													
phd53	111.00		GRMZM2G061161	Chr6	161079817	161082705	Zm00001d038813	Chr6	165035382	165052474	Zm00001eb293870	chr6	172346044	172365119													
cl34961_1	111.01		GRMZM2G035430	Chr6	161207412	161213186	Zm00001d038815	Chr6	165173445	165179189	Zm00001eb293900	chr6	172486136	172491902													
IDP8108	111.02		GRMZM2G126048	Chr6	161225808	161233289	Zm00001d038819	Chr6	165191824	165199320	Zm00001eb293920	chr6	172504537	172512034													
LOC100273921	111.02		GRMZM2G126079	Chr6	161249612	161256814	Zm00001d038820	Chr6	165215562	165222835	Zm00001eb293940	chr6	172528155	172535778													
geb5	111.03		GRMZM2G310739	Chr6	161307075	161311900	Zm00001d038823	Chr6	165273721	165278568	Zm00001eb293960	chr6	172586418	172591314													
umc132a(chk)	111.05		GRMZM2G014303	Chr6	161321890	161325363	Zm00001d038824	Chr6	165288575	165294725	Zm00001eb293970	chr6	172601235	172604708													
Zm00001d038831	111.16		GRMZM2G159008	Chr6	161421079	161424892	Zm00001d038831	Chr6	165370492	165374422	Zm00001eb294020	chr6	172683188	172687025													
hdt103	111.18		GRMZM2G159032	Chr6	161426908	161429635	Zm00001d038832	Chr6	165376374	165379007	Zm00001eb294030	chr6	172688995	172692146													
LOC100281691	111.20		GRMZM2G159404	Chr6	161437417	161439254	Zm00001d038833	Chr6	165387137	165388585	Zm00001eb294040	chr6	172699717	172701409													
Zm00001d000344	111.28		GRMZM2G034128	Chr6	161482708	161486579	Zm00001d000344	B73V4_ctg61	40115	44165	Zm00001eb294070	chr6	172782762	172783418													
rlsb2	111.30		GRMZM2G546254	Chr6	161543914	161548356	Zm00001d038835	Chr6	165526277	165530828	Zm00001eb294080	chr6	172838788	172843696													
iqd16	111.38		GRMZM2G406674	Chr6	161605699	161611370	Zm00001d038838	Chr6	165588358	165592492	Zm00001eb294110	chr6	172900932	172905794													
pco064868	111.40		GRMZM2G106607	Chr6	161611326	161614853	Zm00001d038839	Chr6	165594007	165597229	Zm00001eb294120	chr6	172906586	172909866													
vdac2	111.50		GRMZM2G115049	Chr6	161642062	161645447	Zm00001d038840	Chr6	165624432	165627829	Zm00001eb294130	chr6	172936942	172940416													
mis1	111.50		GRMZM2G090087	Chr6	161650053	161657588	Zm00001d038841	Chr6	165629567	165639979	Zm00001eb294160	chr6	172944150	172952704													
glp31	111.50		GRMZM2G090245	Chr6	161647240	161648156					Zm00001eb294140	chr6	172942141	172943128													
wrky82	111.70		GRMZM5G863420	Chr6	161673003	161674439	Zm00001d038843	Chr6	165655159	165656827	Zm00001eb294180	chr6	172967670	172969521													
prh12	112.00		GRMZM2G177386	Chr6	161744096	161747484	Zm00001d038846	Chr6	165730468	165734191	Zm00001eb294200	chr6	173043093	173047120													
IDP7726	112.02		GRMZM2G164676	Chr6	161750718	161815082	Zm00001d038847	Chr6	165737562	165747422	Zm00001eb294210	chr6	173049234	173061199													
paac2	112.04		GRMZM2G111017	Chr6	161851517	161854538	Zm00001d038850	Chr6	165838014	165840784	Zm00001eb294240	chr6	173150470	173153496													
nfa102a	112.05		GRMZM2G121186	Chr6	161855885	161859125	Zm00001d038851	Chr6	165842393	165845801	Zm00001eb294250	chr6	173154640	173158403													
rtl3	112.07		GRMZM2G121208	Chr6	161903231	161906492	Zm00001d038852	Chr6	165889541	165893007	Zm00001eb294260	chr6	173202348	173205577													
TIDP3104	112.08		GRMZM2G121229	Chr6	161907862	161911092	Zm00001d038853	Chr6	165894363	165897634	Zm00001eb294270	chr6	173207016	173210003													
fen1	112.12		GRMZM2G121262	Chr6	161916081	161920668	Zm00001d038855	Chr6	165902624	165906657	Zm00001eb294290	chr6	173215143	173219295													
mmp50	112.13		GRMZM2G074790	Chr6	161921394	161927125	Zm00001d038857	Chr6	165907842	165913299	Zm00001eb294310	chr6	173220518	173225900													
dnaJ66	112.15		GRMZM5G851710	Chr6	161957203	161962177	Zm00001d038858	Chr6	165943789	165945660	Zm00001eb294320	chr6	173256396	173261446													
iqd17	112.66		GRMZM5G892879	Chr6	162020784	162023674	Zm00001d038861	Chr6	166018995	166021892	Zm00001eb294360	chr6	173331528	173334447													
umc1296	112.68		GRMZM2G021406	Chr6	162029217	162032016	Zm00001d038862	Chr6	166027177	166029976	Zm00001eb294370	chr6	173339822	173342620													
GRMZM2G094892	112.68		GRMZM2G094892	Chr6	162059335	162061082	Zm00001d038863	Chr6	166057719	166058909	Zm00001eb294390	chr6	173369944	173372820													
pco068622	112.69		GRMZM2G394827	Chr6	162073524	162075508	Zm00001d038865	Chr6	166071467	166073407	Zm00001eb294420	chr6	173384057	173386230													
pco086414a	112.70		GRMZM2G093441	Chr6	162090309	162097425	Zm00001d038866	Chr6	166084251	166095366	Zm00001eb294430	chr6	173395771	173408022													
Zm00001eb294440	112.72		GRMZM2G093474	Chr6	162088581	162091275					Zm00001eb294440	chr6	173400134	173404266													
apx5	112.80		GRMZM2G093346	Chr6	162105624	162108069	Zm00001d038867	Chr6	166103499	166106031	Zm00001eb294460	chr6	173415861	173417721													
si605013b05a	113.00		GRMZM2G096389	Chr6	162152144	162159398	Zm00001d038868	Chr6	166150090	166157348	Zm00001eb294470	chr6	173462684	173470011													
mlg3	113.18		GRMZM2G096475	Chr6	162162303	162163681	Zm00001d038870	Chr6	166160261	166161550	Zm00001eb294480	chr6	173472907	173474198													
Zm00001d038871	113.20		GRMZM2G096491	Chr6	162177607	162184615	Zm00001d038871	Chr6	166175556	166182507	Zm00001eb294490	chr6	173488059	173495191													
pgl27	113.96		GRMZM2G079263	Chr6	162206432	162211776	Zm00001d038874	Chr6	166206492	166209003	Zm00001eb294520	chr6	173518945	173521696													
pgl26	113.98		GRMZM2G079617	Chr6	162214972	162217495	Zm00001d038875	Chr6	166212064	166214501	Zm00001eb294530	chr6	173524720	173527466													
pmei1	114.00		GRMZM2G079661	Chr6	162217833	162219489	Zm00001d038876	Chr6	166215053	166216415	Zm00001eb294540	chr6	173527606	173528621													
IDP8289	114.50		GRMZM2G079723	Chr6	162220480	162223823	Zm00001d038877	Chr6	166217714	166220866	Zm00001eb294550	chr6	173530431	173533598													
myb99	115.00		GRMZM2G175232	Chr6	162305213	162306663	Zm00001d038878	Chr6	166302446	166304056	Zm00001eb294560	chr6	173614872	173616800													
dnaj157	115.02		GRMZM2G175089	Chr6	162308300	162312103	Zm00001d038879	Chr6	166305348	166309167	Zm00001eb294570	chr6	173618088	173621891													
GRMZM2G174971	116.00		GRMZM2G174971	Chr6	162321619	162324718	Zm00001d038881	Chr6	166318647	166321564	Zm00001eb294590	chr6	173631381	173634298													
rcc4	116.20		GRMZM2G174949	Chr6	162327633	162333379	Zm00001d038882	Chr6	166324613	166330458	Zm00001eb294600	chr6	173637331	173643240													
Zm00001eb294610	116.21		AC204050.4_FG006	Chr6	162337747	162339245	Zm00001d038883	Chr6	166334798	166336207	Zm00001eb294610	chr6	173647432	173649048													
mkkk20	116.23		GRMZM2G476477	Chr6	162351592	162353219	Zm00001d038884	Chr6	166348689	166350140	Zm00001eb294620	chr6	173661545	173663114													
umc1490	116.63		GRMZM2G174741	Chr6	162382337	162385402	Zm00001d038885	Chr6	166378953	166383380	Zm00001eb294640	chr6	173692131	173695343													
pco116292	116.64		GRMZM2G174906	Chr6	162385552	162386656	Zm00001d038886	Chr6	166382736	166383362	Zm00001eb294650	chr6	173695384	173696489													
tfIIB2	116.65		GRMZM2G476357	Chr6	162390079	162391160	Zm00001d038887	Chr6	166387302	166388228	Zm00001eb294660	chr6	173699837	173701125													
cl24921_2b	116.66		GRMZM2G068703	Chr6	162484363	162486245	Zm00001d038890	Chr6	166482384	166485202	Zm00001eb294680	chr6	173795172	173798217													
peamt2	116.66		GRMZM2G170400	Chr6	162503096	162507889	Zm00001d038891	Chr6	166502169	166507064	Zm00001eb294690	chr6	173813966	173820098													
pco081818	116.70		GRMZM2G114513	Chr6	162531782	162538263	Zm00001d038892	Chr6	166531936	166538352	Zm00001eb294700	chr6	173844341	173850802													
IDP113a	116.74		GRMZM2G010349	Chr6	162569887	162583200	Zm00001d038894	Chr6	166576973	166590299	Zm00001eb294720	chr6	173889098	173902789													
LOC100273876	116.80		GRMZM2G041694	Chr6	162683023	162688545	Zm00001d038897	Chr6	166669163	166674601	Zm00001eb294750	chr6	173981571	173987199													
LOC103630687	116.86		GRMZM2G179793	Chr6	162741084	162745074	Zm00001d038903	Chr6	166750125	166754016	Zm00001eb294780	chr6	174062431	174066518													
thr2	116.88		GRMZM2G179797	Chr6	162746437	162748497	Zm00001d038904	Chr6	166755499	166757076	Zm00001eb294790	chr6	174067698	174069847													
LOC100191546	116.89		GRMZM2G059825	Chr6	162752691	162755611	Zm00001d038905	Chr6	166761639	166768315	Zm00001eb294800	chr6	174074004	174076960													
umc2786	116.90		GRMZM2G059845	Chr6	162756482	162759383	Zm00001d038905	Chr6	166761639	166768315	Zm00001eb294810	chr6	174077987	174080730													
ereb162	117.00		GRMZM2G059939	Chr6	162767827	162769490	Zm00001d038907	Chr6	166776865	166778085	Zm00001eb294830	chr6	174089156	174090850													
Zm00001eb294840	117.02		GRMZM2G061568	Chr6	162794331	162798313	Zm00001d038908	Chr6	166802962	166806226	Zm00001eb294840	chr6	174115380	174118528													
Zm00001eb294860	117.96		GRMZM2G004828	Chr6	162840182	162841982	Zm00001d038910	Chr6	166848168	166849957	Zm00001eb294860	chr6	174165194	174167095													
plt18	117.98		GRMZM2G004909	Chr6	162843435	162844175	Zm00001d038911	Chr6	166851524	166851829	Zm00001eb294870	chr6	174168437	174169179													
ltp1	118.00		GRMZM2G320373	Chr6	162859289	162860116	Zm00001d038913	Chr6	166868333	166868629	Zm00001eb294880	chr6	174185272	174185944													
