MaizeGDB: Details of Map Genetic 3
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Sequence
cl46173_1	134.40		GRMZM2G390160	Chr3	194991564	194998581	Zm00001d043370	Chr3	197902922	197907800	Zm00001eb152360	chr3	200022121	200027186									
npf48	134.43		GRMZM2G035790	Chr3	195121819	195124267	Zm00001d043374	Chr3	198030697	198033316	Zm00001eb152390	chr3	200150005	200152711									
npf47	134.44		GRMZM2G158807	Chr3	195169400	195172090	Zm00001d043375	Chr3	198073030	198076070	Zm00001eb152400	chr3	200192444	200195756									
ccl14	134.45		GRMZM2G460078	Chr3	195170224	195191181	Zm00001d043376	Chr3	198076166	198095502	Zm00001eb152410	chr3	200193915	200214915									
cpp11	134.48		GRMZM2G059678	Chr3	195307506	195312044	Zm00001d043378	Chr3	198206233	198229237	Zm00001eb152420	chr3	200325636	200348798									
IDP6764	134.49		GRMZM2G163407	Chr3	195331800	195333082	Zm00001d043380	Chr3	198236667	198237919	Zm00001eb152430	chr3	200356082	200357387									
got1	134.50		GRMZM2G094712	Chr3	195377312	195383470	Zm00001d043382	Chr3	198283208	198288738	Zm00001eb152450	chr3	200402538	200408213									
ropgef5	134.50		GRMZM5G840538	Chr3	195442422	195444606	Zm00001d043383	Chr3	198347966	198350694	Zm00001eb152460	chr3	200467395	200470469									
cl14612_1a	134.51		GRMZM2G015881	Chr3	195480830	195487595	Zm00001d043387	Chr3	198389163	198395736	Zm00001eb152490	chr3	200508627	200515230									
IDP7377	134.51		GRMZM2G016435	Chr3	195461807	195462524	Zm00001d043386	Chr3	198369839	198370639	Zm00001eb152480	chr3	200489673	200490024									
pk4	134.53		GRMZM2G014833	Chr3	195572570	195576335	Zm00001d043389	Chr3	198491982	198495758	Zm00001eb152500	chr3	200611472	200615251									
Zm00001eb152510	134.55		GRMZM2G446220	Chr3	195671187	195674116	Zm00001d043390	Chr3	198588278	198589171	Zm00001eb152510	chr3	200706762	200708854									
cl9001_1a	134.60		GRMZM2G162175	Chr3	195708823	195719225	Zm00001d043392	Chr3	198623256	198633083	Zm00001eb152530	chr3	200742807	200752635									
LOC100382034	134.62		GRMZM2G162238	Chr3	195718706	195722935	Zm00001d043393	Chr3	198633149	198637378	Zm00001eb152540	chr3	200752705	200756930									
LOC103651187	134.64		GRMZM2G162274	Chr3	195734870	195737728	Zm00001d043394	Chr3	198651726	198652112	Zm00001eb152550	chr3	200769195	200771664									
si687024g09	134.66		GRMZM2G162290	Chr3	195762088	195765462	Zm00001d043395	Chr3	198676500	198679792	Zm00001eb152560	chr3	200795705	200799622									
Zm00001d043400	134.68		GRMZM2G072586	Chr3	195850595	195852399	Zm00001d043400	Chr3	198764862	198766666	Zm00001eb152580	chr3	200883382	200886397									
cl9125_1	134.70		GRMZM2G452529	Chr3	195946192	195961959	Zm00001d043401	Chr3	198862701	198877772	Zm00001eb152600	chr3	200983621	200996996									
dof37	135.00		GRMZM2G394973	Chr3	195990512	195991615	Zm00001d043402	Chr3	198907070	198907852	Zm00001eb152630	chr3	201026044	201027307									
IDP6940	135.01		GRMZM2G095084	Chr3	195997811	196004797	Zm00001d043404	Chr3	198914206	198921192	Zm00001eb152650	chr3	201033737	201041016									
hipp32	135.01		GRMZM2G394979	Chr3	195995366	195996017	Zm00001d043403	Chr3	198911644	198912362	Zm00001eb152640	chr3	201031178	201032140									
ppr19	135.02		GRMZM2G105827	Chr3	196004877	196007906	Zm00001d043405	Chr3	198921272	198923752	Zm00001eb152660	chr3	201040793	201043292									
umc1135	135.05		GRMZM2G105863	Chr3	196027449	196029880	Zm00001d043406	Chr3	198944183	198946076	Zm00001eb152670	chr3	201063268	201066105									
pco119359	135.07		GRMZM2G324886	Chr3	196083502	196088773	Zm00001d043407	Chr3	198975889	198981155	Zm00001eb152680	chr3	201095338	201100754									
ereb219	135.08		GRMZM2G023469	Chr3	196095712	196110483	Zm00001d043409	Chr3	199002822	199003199	Zm00001eb152690	chr3	201107668	201122738									
gpm464	135.09		GRMZM2G022777	Chr3	196111399	196116525	Zm00001d043410	Chr3	199003871	199008830	Zm00001eb152700	chr3	201123347	201128440									
ga2ox3	135.10		GRMZM2G022679	Chr3	196126846	196128900	Zm00001d043411	Chr3	199019233	199021284	Zm00001eb152710	chr3	201138764	201140825									
cl1493_2a	135.13		GRMZM2G324705	Chr3	196158655	196161221	Zm00001d043414	Chr3	199050966	199054946	Zm00001eb152750	chr3	201170518	201174481									
cl16102_1d	135.14		GRMZM2G430606	Chr3	196163226	196165923	Zm00001d043415	Chr3	199055900	199056426													
larp2	135.16		GRMZM2G127665	Chr3	196201550	196212195	Zm00001d043418	Chr3	199094453	199105329	Zm00001eb152790	chr3	201219367	201224710									
bzip53	135.20		GRMZM2G027976	Chr3	196217599	196220887	Zm00001d043420	Chr3	199110559	199113757	Zm00001eb152810	chr3	201230088	201233299									
ring211	135.24		GRMZM2G028234	Chr3	196270340	196271399	Zm00001d043422	Chr3	199163496	199164221	Zm00001eb152830	chr3	201282774	201283922									
umc1690	135.30						Zm00001d043423	Chr3	199284014	199285462	Zm00001eb152840	chr3	201403339	201405314									
ppr197	135.38		GRMZM2G352234	Chr3	196504343	196506359	Zm00001d043426	Chr3	199479040	199481034	Zm00001eb152880	chr3	201598593	201603654									
cle6	135.40		GRMZM2G052776	Chr3	196510926	196511186	Zm00001d043427	Chr3	199485601	199485861	Zm00001eb152890	chr3	201605169	201605976									
cals11	135.42		GRMZM2G022856	Chr3	196550624	196557255	Zm00001d043428	Chr3	199525342	199532354	Zm00001eb152900	chr3	201645048	201652011									
umc1767	135.50		AC210193.4_FG002	Chr3	196630719	196631558	Zm00001d043430	Chr3	199604217	199605056	Zm00001eb152920	chr3	201723581	201724800									
arftf11	135.51		GRMZM2G056120	Chr3	196638145	196644110	Zm00001d043431	Chr3	199611426	199617608	Zm00001eb152940	chr3	201730981	201737277									
AI745823	136.00																						
ccd8	136.00		GRMZM2G446858	Chr3	197085779	197089273	Zm00001d043442	Chr3	200059008	200062529	Zm00001eb153000	chr3	202178668	202182189									
LOC100381924	136.00		GRMZM2G409430	Chr3	196936142	196947739	Zm00001d043439	Chr3	199908397	199919731	Zm00001eb152980	chr3	202028050	202039471									
Zm00001eb152970	136.00		GRMZM2G443814	Chr3	196761523	196767916	Zm00001d043434	Chr3	199733893	199758701	Zm00001eb152970	chr3	201853387	201878392									
AY107018	136.01		GRMZM2G140201	Chr3	197317334	197319832	Zm00001d043443	Chr3	200300085	200302486	Zm00001eb153010	chr3	202419712	202422340									
umc2272	136.05		GRMZM2G069694	Chr3	197351586	197353455	Zm00001d043444	Chr3	200352833	200354707	Zm00001eb153020	chr3	202472481	202474434									
cl17080_1	136.05		GRMZM2G021704	Chr3	197390612	197395439	Zm00001d043445	Chr3	200377050	200383360	Zm00001eb153030	chr3	202497670	202503142									
pco102743	136.06		GRMZM2G105425	Chr3	197424199	197445610	Zm00001d043449	Chr3	200412705	200420724	Zm00001eb153060	chr3	202532164	202554308									
ppr21	136.06		GRMZM2G317285	Chr3	197397403	197398628	Zm00001d043446	Chr3	200383769	200385995	Zm00001eb153040	chr3	202503027	202505806									
vq20	136.06		GRMZM2G314520	Chr3	197452585	197454019	Zm00001d043450	Chr3	200441483	200442238	Zm00001eb153070	chr3	202560801	202562079									
hox3	136.07		GRMZM2G314546	Chr3	197462441	197475910	Zm00001d043452	Chr3	200451086	200464251	Zm00001eb153100	chr3	202570657	202583981									
mkkk47	136.08		GRMZM2G045366	Chr3	197586815	197591360	Zm00001d043459	Chr3	200575782	200580113	Zm00001eb153180	chr3	202695479	202699804									
Zm00001eb153160	136.08						Zm00001d043457	Chr3	200499202	200500823	Zm00001eb153160	chr3	202610008	202620083									
pebp12	136.09		GRMZM2G103666	Chr3	197706353	197708239	Zm00001d043461	Chr3	200703155	200704705	Zm00001eb153190	chr3	202794887	202796773									
IDP813	136.10		GRMZM2G043212	Chr3	197791606	197794746	Zm00001d043465	Chr3	200804000	200810081	Zm00001eb153240	chr3	202895117	202902061									
npf28	136.10		GRMZM2G043926	Chr3	197783594	197786949	Zm00001d043463	Chr3	200800529	200802455	Zm00001eb153210	chr3	202892428	202893297									
LOC100285659	136.10		GRMZM2G043464	Chr3	197788575	197791198	Zm00001d043465	Chr3	200804000	200810081	Zm00001eb153240	chr3	202895117	202902061									
Zm00001d043464	136.10		GRMZM2G043521	Chr3	197786953	197788262	Zm00001d043464	Chr3	200802506	200803772	Zm00001eb153230	chr3	202893395	202895588									
trps7	136.12		GRMZM2G123277	Chr3	198017608	198022549	Zm00001d043469	Chr3	201083349	201088576	Zm00001eb153280	chr3	203164597	203169521									
trps6	136.12		GRMZM2G304274	Chr3	197959792	197974963	Zm00001d043468	Chr3	200986071	200997407	Zm00001eb153270	chr3	203067011	203078337									
umc1528	136.13																						
ofp17	136.13		GRMZM2G127431	Chr3	198109815	198111352	Zm00001d043470	Chr3	201134332	201135348	Zm00001eb153300	chr3	203215159	203216977									
cl2967_1	136.14		GRMZM2G167283	Chr3	198209492	198217534	Zm00001d043473	Chr3	201240323	201248398	Zm00001eb153320	chr3	203321270	203329401									
wrky103	136.14		GRMZM2G141299	Chr3	198284414	198286315	Zm00001d043474	Chr3	201316331	201317960	Zm00001eb153330	chr3	203396807	203399102									
bnlg1605	136.15																						
cesa11	136.15		GRMZM2G055795	Chr3	198438731	198444359	Zm00001d043477	Chr3	201448887	201454662	Zm00001eb153340	chr3	203529845	203535563									
LOC103651210	136.15		GRMZM2G037482	Chr2	29989273	29991052	Zm00001d043478	Chr3	201457512	201458756	Zm00001eb153350	chr3	203538248	203539898									
umc1399	136.16		GRMZM2G055898	Chr3	198455740	198459784	Zm00001d043479	Chr3	201465990	201469783	Zm00001eb153360	chr3	203546604	203551070									
perk2	136.16		GRMZM2G358830	Chr3	198462646	198467206	Zm00001d043480	Chr3	201473205	201476633	Zm00001eb153370	chr3	203553738	203557771									
IDP366	136.17		GRMZM2G042099	Chr3	198590119	198607744	Zm00001d043483	Chr3	201603883	201621450	Zm00001eb153380	chr3	203685065	203702300									
LOC100384301	136.17		AC209455.3_FG009	Chr3	198611419	198615871	Zm00001d043484	Chr3	201624930	201630525	Zm00001eb153400	chr3	203707406	203709444									
pco106989	136.18		GRMZM2G042754	Chr3	198650552	198653640	Zm00001d043489	Chr3	201664309	201667350	Zm00001eb153450	chr3	203744587	203748409									
IDP2368	136.18		GRMZM2G042548	Chr3	198638876	198641343	Zm00001d043485	Chr3	201652629	201655048	Zm00001eb153420	chr3	203733477	203736070									
gpm649	136.19		GRMZM2G128688	Chr3	198739066	198756047	Zm00001d043494	Chr3	201751547	201768426	Zm00001eb153490	chr3	203832497	203849495									
ereb134	136.19		GRMZM2G474326	Chr3	198667814	198668962	Zm00001d043491	Chr3	201681540	201682688	Zm00001eb153470	chr3	203762504	203763655									
LOC100272521	136.19		GRMZM2G176699	Chr3	198669424	198678240	Zm00001d043492	Chr3	201682717	201691982	Zm00001eb153480	chr3	203764066	203772913									
cl26329_1	136.20		GRMZM2G323622	Chr3	199091359	199098676	Zm00001d043504	Chr3	202110773	202122188	Zm00001eb153560	chr3	204191638	204203137									
IDP4949	136.20						Zm00001d043502	Chr3	202070388	202101427	Zm00001eb153530	chr3	204151300	204182534									
IDP7166	136.20		GRMZM2G093535	Chr3	198802847	198804792	Zm00001d043497	Chr3	201850519	201863321	Zm00001eb153500	chr3	203931338	203944340									
voz4	136.20		GRMZM2G156016	Chr3	198983586	198990186	Zm00001d043500	Chr3	201984577	201991160	Zm00001eb153520	chr3	204065538	204072197									
Zm00001d043505	136.20		GRMZM2G039246	Chr3	199176515	199178480	Zm00001d043505	Chr3	202186627	202188359	Zm00001eb153570	chr3	204267608	204269447									
LOC103651217	136.20		GRMZM2G026746	Chr3	199099299	199100837	Zm00001d043503	Chr3	202108115	202110140	Zm00001eb153550	chr3	204189061	204191048									
rcc11	136.20		GRMZM2G072767	Chr3	198888263	198891882	Zm00001d043498	Chr3	201888686	201892805	Zm00001eb153510	chr3	203969930	203972076									
pco069460	136.21		GRMZM2G177970	Chr3	199311666	199316445	Zm00001d043508	Chr3	202326339	202331133	Zm00001eb153590	chr3	204406947	204412217									
pme40	136.21		GRMZM2G177940	Chr3	199319074	199321306	Zm00001d043509	Chr3	202333699	202335784	Zm00001eb153600	chr3	204414708	204417631									
hex5	136.22		GRMZM5G856653	Chr3	199340491	199346889	Zm00001d043511	Chr3	202355009	202361480	Zm00001eb153620	chr3	204436056	204442770									
iqd10	136.22		GRMZM2G177929	Chr3	199322839	199326515	Zm00001d043510	Chr3	202337387	202341138	Zm00001eb153610	chr3	204418390	204422382									
Zm00001eb153630	136.22		GRMZM2G177883	Chr3	199347795	199351308	Zm00001d043512	Chr3	202361988	202365947	Zm00001eb153630	chr3	204443250	204447228									
IDP1617	136.23		GRMZM5G818186	Chr3	199365266	199366421	Zm00001d043514	Chr3	202391370	202392323	Zm00001eb153650	chr3	204472300	204473466									
IDP6751	136.23										Zm00001eb153670	chr3	204504149	204505198									
iaa12	136.23		GRMZM2G057067	Chr3	199377733	199380221	Zm00001d043515	Chr3	202396755	202399107	Zm00001eb153660	chr3	204472374	204480433									
LOC103651227	136.23		GRMZM2G159105	Chr3	199550852	199557018	Zm00001d043516	Chr3	202493784	202501702	Zm00001eb153700	chr3	204574781	204582818									
cl10657_1	136.24		GRMZM2G051288	Chr3	199733481	199737150	Zm00001d043527	Chr3	202753379	202757025	Zm00001eb153800	chr3	204840221	204843888									
pdcb23	136.24		GRMZM2G005082	Chr3	199694407	199713402	Zm00001d043524	Chr3	202714092	202717654	Zm00001eb153770	chr3	204801187	204804611									
ppr199	136.24		GRMZM2G158645	Chr3	200202140	200205388	Zm00001d043556	Chr3	203749252	203752529	Zm00001eb153890	chr3	205214378	205218519									
cl4954_1	136.24		GRMZM5G815165	Chr3	199623785	199629483	Zm00001d043519	Chr3	202650422	202657105	Zm00001eb153730	chr3	204731462	204738694									
si707059d02	136.24		AC211175.3_FG005	Chr3	199925330	199929015	Zm00001d043562	Chr3	203929207	203933755	Zm00001eb153840	chr3	205031767	205037974									
pfk7	136.24		GRMZM5G879882	Chr3	199898628	199906875	Zm00001d043563	Chr3	203950868	203960201	Zm00001eb153830	chr3	205006668	205015713									
otsl3	136.24		GRMZM5G886883	Chr3	200024801	200031834	Zm00001d043560	Chr3	203821009	203833894	Zm00001eb153850	chr3	205132989	205146002									
prf7	136.24		GRMZM2G140455	Chr3	199692683	199693766	Zm00001d043523	Chr3	202712631	202713672	Zm00001eb153760	chr3	204799462	204800511									
LOC103652493	136.24		GRMZM2G130715	Chr3	199882442	199884783	Zm00001d043564	Chr3	204006460	204007979	Zm00001eb153820	chr3	204958638	204962017									
Zm00001d043526	136.24		GRMZM5G836674	Chr3	199723299	199732519	Zm00001d043526	Chr3	202743179	202752399	Zm00001eb153790	chr3	204830038	204839267									
npi212b	136.25																						
pco074498b	136.25		GRMZM2G158562	Chr3	200205518	200209697	Zm00001d043555	Chr3	203744954	203749187	Zm00001eb153900	chr3	205217733	205221930									
GRMZM2G111436	136.26		GRMZM2G111436	Chr3	200139891	200140811	Zm00001d043554	Chr3	203694830	203695444	Zm00001eb153910	chr3	205271234	205272141									
dnp2	136.27		GRMZM2G111510	Chr3	200107689	200115853	Zm00001d043552	Chr3	203662615	203670708	Zm00001eb153930	chr3	205296087	205304472									
dhn6	136.28		GRMZM2G031308	Chr3	200237243	200241761	Zm00001d043551	Chr3	203608743	203613188	Zm00001eb153940	chr3	205353689	205358204									
IDP7251	136.29		GRMZM2G078756	Chr3	200258553	200262717	Zm00001d043548	Chr3	203546413	203550524	Zm00001eb153980	chr3	205416470	205420640									
LOC100381705	136.29		GRMZM2G381025	Chr3	200263077	200265378	Zm00001d043547	Chr3	203543921	203545378	Zm00001eb153990	chr3	205421575	205423303									
LOC100274555	136.29		GRMZM2G122072	Chr3	200282333	200292465	Zm00001d043544	Chr3	203516952	203538454	Zm00001eb154000	chr3	205428339	205450268									
rboh2	136.30		GRMZM2G138152	Chr3	200364162	200384941	Zm00001d043543	Chr3	203425340	203444747	Zm00001eb154010	chr3	205522208	205541787									
IDP783	136.38		GRMZM2G069865	Chr3	200493640	200502999	Zm00001d043539	Chr3	203306425	203315268	Zm00001eb154050	chr3	205651820	205661117									
burp2	136.40		GRMZM5G800586	Chr3	200503799	200505886	Zm00001d043538	Chr3	203302960	203305033	Zm00001eb154060	chr3	205662001	205664413									
ofp18	136.88		GRMZM2G023285	Chr3	200770762	200772307	Zm00001d043535	Chr3	203077676	203078698	Zm00001eb154090	chr3	205888093	205889643									
hsftf31	136.89		GRMZM2G051448	Chr3	200667957	200668474	Zm00001d043536	Chr3	203125767	203126960	Zm00001eb154070	chr3	205840017	205841430									
TIDP3004	136.90		GRMZM2G022625	Chr3	200773599	200779461	Zm00001d043534	Chr3	203070424	203076245	Zm00001eb154100	chr3	205890924	205896817									
ppr102	136.95		GRMZM2G012174	Chr3	200829117	200833808	Zm00001d043529	Chr3	202956954	202962267	Zm00001eb154110	chr3	206004929	206010210									
alm3	136.96		GRMZM5G886177	Chr3	200947900	200949386	Zm00001d043528	Chr3	202844949	202846435	Zm00001eb154120	chr3	206120580	206122244									
si486061c08	136.98		GRMZM2G335344	Chr3	201069013	201074711	Zm00001d043566	Chr3	204182964	204191395	Zm00001eb154140	chr3	206242594	206251072									
wrky29	137.00		GRMZM2G040298	Chr3	201085602	201087238	Zm00001d043569	Chr3	204199572	204201279	Zm00001eb154170	chr3	206259224	206260931									
PCO142509	137.01																						
IDP4167	138.00		GRMZM2G059795	Chr3	201133392	201134365	Zm00001d043572	Chr3	204247872	204248279	Zm00001eb154210	chr3	206307526	206307870									
Zm00001eb154230	138.04		GRMZM2G059700	Chr3	201165018	201167249	Zm00001d043574	Chr3	204278972	204281187	Zm00001eb154230	chr3	206338600	206341682									
IDP9131	139.00		GRMZM2G013555	Chr3	201251021	201253820	Zm00001d043578	Chr3	204364936	204371549	Zm00001eb154260	chr3	206424693	206429143									
IDP137	140.00		GRMZM2G176912	Chr3	201266130	201267246	Zm00001d043580	Chr3	204378296	204380618	Zm00001eb154290	chr3	206437984	206440445									
sbt22	140.02		GRMZM2G014499	Chr3	201299857	201304298	Zm00001d043581	Chr3	204415200	204420368	Zm00001eb154300	chr3	206475036	206479971									
cl11185_1b	140.06																						
Zm00001d043586	141.60		GRMZM2G311347	Chr3	201322694	201323761	Zm00001d043586	Chr3	204438188	204438472	Zm00001eb154350	chr3	206497889	206498542									
mads36	141.63		GRMZM2G079727	Chr3	201371185	201375806	Zm00001d043589	Chr3	204487153	204491765	Zm00001eb154380	chr3	206546998	206551605									
spa3	141.64		GRMZM2G079904	Chr3	201395366	201402538	Zm00001d043592	Chr3	204511408	204518066	Zm00001eb154420	chr3	206571023	206578703									
rcc12	141.65		GRMZM2G311003	Chr3	201450909	201453979	Zm00001d043595	Chr3	204592723	204595734	Zm00001eb154440	chr3	206652573	206655570									
pdr1	141.66		GRMZM2G000614	Chr3	201607913	201617577	Zm00001d043598	Chr3	204722247	204732334	Zm00001eb154460	chr3	206783199	206793257									
mrpa18	141.67		GRMZM2G025860	Chr3	201694604	201701076	Zm00001d043599	Chr3	204834526	204840906	Zm00001eb154470	chr3	206895401	206901910									
me6	141.68		GRMZM2G159724	Chr3	201756751	201761835	Zm00001d043601	Chr3	204885503	204890587	Zm00001eb154490	chr3	206946472	206951192									
hex6	141.70		GRMZM2G171373	Chr3	201861549	201871591	Zm00001d043607	Chr3	204995530	205005583	Zm00001eb154520	chr3	207056481	207066538									
asg10	141.85																						
mek1	141.85		GRMZM2G167856	Chr3	201966295	201973589	Zm00001d043609	Chr3	205101695	205107235	Zm00001eb154530	chr3	207162716	207168232									
Zm00001d043610	141.86		GRMZM2G468111	Chr3	201981099	201981984	Zm00001d043610	Chr3	205115325	205115651	Zm00001eb154550	chr3	207176280	207176606									
myb151	141.87		GRMZM2G167829	Chr3	202003124	202004769	Zm00001d043611	Chr3	205136822	205138473	Zm00001eb154560	chr3	207197815	207199653									
flz14	141.89		GRMZM2G099166	Chr3	202018463	202020411	Zm00001d043612	Chr3	205152631	205154600	Zm00001eb154570	chr3	207213628	207215569									
umc1489	141.90		GRMZM2G077307	Chr3	202059292	202064951	Zm00001d043613	Chr3	205192540	205198352	Zm00001eb154580	chr3	207253597	207259368									
sfp6	141.98		GRMZM2G158013	Chr3	202107596	202112272	Zm00001d043614	Chr3	205241184	205245939	Zm00001eb154590	chr3	207302145	207307321									
T2-3(6270)(3)	142.00																						
umc2273	142.00		GRMZM2G150450	Chr3	202140575	202142992	Zm00001d043615	Chr3	205274303	205276402	Zm00001eb154600	chr3	207335033	207337542									
cl48463_1	142.06		GRMZM2G069229	Chr3	202208289	202210849	Zm00001d043618	Chr3	205358901	205361093	Zm00001eb154630	chr3	207419818	207422072									
umc1404	142.08		GRMZM2G069061	Chr3	202212384	202221141	Zm00001d043620	Chr3	205370908	205371306	Zm00001eb154640	chr3	207423771	207432375									
pco107612	142.09		GRMZM2G015908	Chr3	202254409	202255643	Zm00001d043621	Chr3	205387381	205388211	Zm00001eb154650	chr3	207448014	207449319									
IDP8924	142.18		GRMZM2G116282	Chr3	202329202	202332688	Zm00001d043625	Chr3	205468692	205471845	Zm00001eb154690	chr3	207529664	207532684									
kri1	142.20		GRMZM2G161868	Chr3	202434872	202437694	Zm00001d043628	Chr3	205574876	205576863	Zm00001eb154700	chr3	207636289	207637528									
IDP4924	142.24		GRMZM2G055276	Chr3	202504732	202507982	Zm00001d043632	Chr3	205644327	205647560	Zm00001eb154710	chr3	207705354	207708602									
mmp245	142.28		GRMZM6G437417	scaffold_4	342	1051	Zm00001d043634	Chr3	205754068	205757412	Zm00001eb154730	chr3	207814730	207819278									
GRMZM2G054115	142.54		GRMZM2G054115	Chr3	202790244	202793124	Zm00001d043650	Chr3	205982486	205985362	Zm00001eb154790	chr3	208043575	208046483									
Zm00001d043651	142.56		GRMZM2G181135	Chr3	202838553	202840720	Zm00001d043651	Chr3	206031893	206033971	Zm00001eb154800	chr3	208092722	208095159									
umc1286	142.60		GRMZM2G425249	Chr3	202868079	202872204	Zm00001d043652	Chr3	206061769	206065885	Zm00001eb154820	chr3	208122861	208126986									
Zm00001d043653	142.62		AC207628.4_FG009	Chr3	202899045	202905461	Zm00001d043653	Chr3	206093166	206100268	Zm00001eb154830	chr3	208154257	208160439									
iqd11	142.70		AC207628.4_FG011	Chr3	202916872	202920796	Zm00001d043655	Chr3	206109880	206114964	Zm00001eb154860	chr3	208170927	208176079									
pin8	142.80		GRMZM5G839411	Chr3	203002580	203005107	Zm00001d043660	Chr3	206187330	206189862	Zm00001eb154930	chr3	208248606	208251249									
LOC100282730	142.82		AC207628.4_FG005	Chr3	203012306	203014761	Zm00001d043661	Chr3	206196920	206199902	Zm00001eb154940	chr3	208258216	208261189									
LOC103651265	142.88		GRMZM5G863596	Chr3	203014805	203037600	Zm00001d043662	Chr3	206199854	206222520	Zm00001eb154950	chr3	208260654	208284118									
wrky73	142.90		GRMZM2G101405	Chr3	203155290	203156282	Zm00001d043663	Chr3	206352165	206353102	Zm00001eb154960	chr3	208413249	208414456									
LOC103651267	142.91		GRMZM2G474537	Chr3	203356767	203361639	Zm00001d043666	Chr3	206544438	206549332	Zm00001eb155000	chr3	208605658	208610272									
LOC100275282	142.91		GRMZM2G131099	Chr3	203241105	203241892	Zm00001d043665	Chr3	206429644	206430150	Zm00001eb154990	chr3	208490616	208491402									
Zm00001eb155010	142.91		GRMZM2G113319	Chr3	203535269	203551468	Zm00001d043667	Chr3	206709190	206773617	Zm00001eb155010	chr3	208770072	208835258									
Zm00001eb155060	142.94		GRMZM2G380088	Chr3	203823955	203825474	Zm00001d043674	Chr3	206991601	206992551	Zm00001eb155060	chr3	209052706	209054417									
rtl2	142.95		GRMZM2G077293	Chr3	203830116	203833100	Zm00001d043675	Chr3	206997386	207000397	Zm00001eb155080	chr3	209058758	209061855									
pao5	142.98		GRMZM2G035994	Chr3	203965361	203967079	Zm00001d043681	Chr3	207133302	207134816	Zm00001eb155140	chr3	209194639	209196473									
rbap2	143.00		GRMZM2G137965	Chr3	204143323	204150370	Zm00001d043682	Chr3	207218328	207225184	Zm00001eb155150	chr3	209279754	209286634									
si606063b12	143.05		GRMZM2G330298	Chr3	204165867	204170353	Zm00001d043684	Chr3	207336086	207358680	Zm00001eb155160	chr3	209382825	209405579									
myb47	143.10		GRMZM2G088783	Chr3	204223730	204225741	Zm00001d043687	Chr3	207411767	207413717	Zm00001eb155190	chr3	209458510	209460788									
iqd12	143.14		GRMZM2G008764	Chr3	204353127	204355837	Zm00001d043691	Chr3	207541295	207543989	Zm00001eb155230	chr3	209587919	209590813									
LOC100275503	143.15		GRMZM2G008726	Chr3	204357025	204359996	Zm00001d043692	Chr3	207545558	207548378	Zm00001eb155240	chr3	209592210	209597404									
Zm00001d043693	143.16		GRMZM2G008645	Chr3	204363434	204365997	Zm00001d043693	Chr3	207551760	207556797	Zm00001eb155250	chr3	209598334	209603843									
Zm00001d043694	143.17		GRMZM2G027023	Chr3	204370321	204374240	Zm00001d043694	Chr3	207563131	207566939	Zm00001eb155260	chr3	209609597	209613796									
smh4	143.18		GRMZM2G108424	Chr3	204430351	204438078	Zm00001d043696	Chr3	207623073	207630659	Zm00001eb155280	chr3	209669718	209677344									
GRMZM2G111666	143.22		GRMZM2G111666	Chr3	204533958	204536514	Zm00001d043699	Chr3	207757834	207759102	Zm00001eb155300	chr3	209803396	209806270									
jih3	143.74		GRMZM2G091540	Chr3	204651106	204656000	Zm00001d043701	Chr3	207872999	207876887	Zm00001eb155320	chr3	209919790	209923983									
sbei2	143.80		GRMZM2G091494	Chr3	204658349	204663172	Zm00001d043703	Chr3	207880185	207886233	Zm00001eb155350	chr3	209926926	209931951									
Zm00001d043704	143.82		GRMZM2G392345	Chr3	204663646	204664299	Zm00001d043704	Chr3	207885776	207886066	Zm00001eb155360	chr3	209932316	209933019									
LOC103651275	143.86		GRMZM2G046514	Chr3	204688301	204691451	Zm00001d043705	Chr3	207917857	207926660	Zm00001eb155380	chr3	209965417	209970698									
kelp1	143.90		GRMZM2G159948	Chr3	204699354	204701927	Zm00001d043705	Chr3	207917857	207926660	Zm00001eb155390	chr3	209970980	209973454									
bhlh57	144.00		GRMZM2G159937	Chr3	204715844	204717904	Zm00001d043706	Chr3	207941097	207942500	Zm00001eb155410	chr3	209987488	209989542									
ptac7	144.05		GRMZM2G159924	Chr3	204733062	204736151	Zm00001d043707	Chr3	207957925	207962301	Zm00001eb155420	chr3	210004591	210008945									
lea20	144.10		GRMZM2G425629	Chr3	204761035	204762289	Zm00001d043709	Chr3	207985777	207987092	Zm00001eb155430	chr3	210032549	210033863									
