MaizeGDB: Details of Map Genetic 5
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-HP301-REFERENCE-NAM-1.0_gene_model	Zm-HP301-REFERENCE-NAM-1.0_chr	Zm-HP301-REFERENCE-NAM-1.0_start	Zm-HP301-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
LOC100277687	135.98		GRMZM2G031991	Chr5	206091012	206092905	Zm00001d017998	Chr5	211658453	211660266	Zm00001eb254190	chr5	214254394	214256210																					
nbcs16	136.00		GRMZM5G812555	Chr5	206128265	206133129	Zm00001d018001	Chr5	211694641	211703345	Zm00001eb254200	chr5	214291593	214299292																					
rop1	136.40		GRMZM2G415327	Chr5	206201286	206210007	Zm00001d018004	Chr5	211768723	211777331	Zm00001eb254260	chr5	214369801	214373399																					
cl2711_1	136.46		GRMZM2G334142	Chr5	206364842	206373104	Zm00001d018009	Chr5	211938923	211947803	Zm00001eb254290	chr5	214534922	214543766																					
pin2	137.00		GRMZM2G074267	Chr5	206777162	206780578	Zm00001d018024	Chr5	212254262	212257744	Zm00001eb254390	chr5	214836915	214840535																					
ring360	137.20		GRMZM2G140651	Chr5	206668569	206670921	Zm00001d018028	Chr5	212372579	212374838	Zm00001eb254430	chr5	214955171	214957690																					
caspl32	137.22		GRMZM2G162216	Chr5	206792045	206793257	Zm00001d018029	Chr5	212390087	212391281	Zm00001eb254440	chr5	214972869	214973957																					
ndf6	137.24		GRMZM2G162233	Chr5	206793475	206795023	Zm00001d018030	Chr5	212391759	212393282	Zm00001eb254450	chr5	214974412	214976004																					
rf5	141.00																																		
expa2	141.00		GRMZM2G105844	Chr5	206888609	206890560	Zm00001d018031	Chr5	212483686	212485307	Zm00001eb254470	chr5	215066698	215068685																					
cesa16	141.10		GRMZM2G405567	Chr5	206893583	206896941	Zm00001d018032	Chr5	212488580	212492036	Zm00001eb254480	chr5	215071698	215075289																					
gss1	141.20		GRMZM2G105791	Chr5	206900641	206905640	Zm00001d018033	Chr5	212494773	212500400	Zm00001eb254490	chr5	215078954	215083936																					
ggh1	141.50		GRMZM2G105644	Chr5	206940311	206942851	Zm00001d018034	Chr5	212543656	212546035	Zm00001eb254510	chr5	215118556	215121159																					
nlp12	141.51		GRMZM2G105641	Chr5	206943203	206944195	Zm00001d018035	Chr5	212546517	212547423	Zm00001eb254520	chr5	215121511	215124408																					
cl9361_1b	141.52		GRMZM2G105539	Chr5	206960888	206965223	Zm00001d018036	Chr5	212569064	212573328	Zm00001eb254530	chr5	215144027	215148517																					
nip2a	141.53		GRMZM2G028325	Chr5	206972501	206976357	Zm00001d018037	Chr5	212580241	212583888	Zm00001eb254540	chr5	215155244	215158909																					
nactf59	141.54		GRMZM2G100593	Chr5	207025280	207028850	Zm00001d018038	Chr5	212630308	212636028	Zm00001eb254560	chr5	215206605	215210874																					
cl37763_1	141.55		GRMZM2G380184	Chr5	207110820	207113838	Zm00001d018043	Chr5	212717180	212720262	Zm00001eb254590	chr5	215292219	215295314																					
LOC100283399	141.55		GRMZM5G836378	Chr5	207085994	207090618	Zm00001d018041	Chr5	212692584	212696936	Zm00001eb254570	chr5	215267574	215272047																					
tcptf26	141.56		GRMZM2G077755	Chr5	207185179	207187500	Zm00001d018045	Chr5	212792080	212793282	Zm00001eb254600	chr5	215366487	215368718																					
ereb187	141.60		GRMZM2G130459	Chr5	207437058	207441313	Zm00001d018050	Chr5	213161649	213165885	Zm00001eb254860	chr5	215736048	215740385																					
npf52	141.62		GRMZM2G354349	Chr5	207494854	207495600	Zm00001d018051	Chr5	213219441	213220187																									
bhlh30	142.00		GRMZM2G036092	Chr5	207554896	207556510	Zm00001d018056	Chr5	213279676	213281098	Zm00001eb254900	chr5	215854858	215855241																					
umc1375	142.60		GRMZM2G118366	Chr5	207705543	207707495	Zm00001d018058	Chr5	213446943	213448076	Zm00001eb254920	chr5	216004580	216006532																					
Zm00001d018059	142.62		AC194974.3_FG005	Chr5	207712201	207715302	Zm00001d018059	Chr5	213450456	213456337	Zm00001eb254930	chr5	216008267	216014306																					
shki3	142.98		GRMZM2G070218	Chr5	207754869	207757794	Zm00001d018061	Chr5	213495789	213498656	Zm00001eb254940	chr5	216053800	216056352																					
gpm874b	143.00		GRMZM2G070045	Chr5	207758143	207780399	Zm00001d018060	Chr5	213494647	213524574	Zm00001eb254950	chr5	216056505	216082480																					
lac19	143.16		GRMZM2G320786	Chr5	207940319	207943169	Zm00001d018064	Chr5	213687810	213690534	Zm00001eb254960	chr5	216245847	216248557																					
mterf18	143.19		GRMZM2G017355	Chr5	207946920	207948448	Zm00001d018065	Chr5	213694436	213695611	Zm00001eb254970	chr5	216252347	216253896																					
mterf19	143.20		GRMZM2G017429	Chr5	207948915	207950416	Zm00001d018066	Chr5	213696372	213697544	Zm00001eb254990	chr5	216254214	216256939																					
mterf35	143.21										Zm00001eb255000	chr5	216258271	216259425																					
mterf20	143.23		GRMZM2G158854	Chr5	208026456	208027062					Zm00001eb255020	chr5	216310005	216314591																					
atpc1	143.24		GRMZM5G862663	Chr5	208034934	208036864	Zm00001d018069	Chr5	213760677	213761423	Zm00001eb255030	chr5	216318370	216320368																					
si660071g05d	143.24		GRMZM2G012399	Chr5	208041665	208043833	Zm00001d018070	Chr5	213768773	213771405	Zm00001eb255040	chr5	216326568	216329493																					
Zm00001d018072	143.24		GRMZM5G881253	Chr5	208073685	208077679	Zm00001d018072	Chr5	213774589	213779282	Zm00001eb255050	chr5	216332666	216337357																					
hipp47	143.25		GRMZM2G036368	Chr5	208113971	208115392	Zm00001d018075	Chr5	213815299	213816720	Zm00001eb255100	chr5	216372928	216374780																					
Zm00001d018074	143.25		GRMZM2G335978	Chr5	208108438	208112868	Zm00001d018074	Chr5	213809766	213814190	Zm00001eb255090	chr5	216367830	216372371																					
flz29	143.26		GRMZM2G036286	Chr5	208118330	208119808	Zm00001d018076	Chr5	213819658	213821136	Zm00001eb255110	chr5	216377171	216379185																					
cl61634_1	143.27		GRMZM2G035708	Chr5	208123144	208124834	Zm00001d018077	Chr5	213824475	213826162	Zm00001eb255120	chr5	216382485	216384228																					
Zm00001d018080	143.28		GRMZM2G035503	Chr5	208137962	208142168	Zm00001d018080	Chr5	213839290	213843472	Zm00001eb255140	chr5	216397215	216401539																					
ereb18	143.30		GRMZM2G055204	Chr5	208210507	208213447	Zm00001d018081	Chr5	213912954	213913979	Zm00001eb255160	chr5	216470490	216472368																					
trpp7	143.40		GRMZM2G055150	Chr5	208220125	208222639	Zm00001d018082	Chr5	213921299	213923977	Zm00001eb255170	chr5	216479355	216482446																					
Zm00001d018084	143.42						Zm00001d018084	Chr5	213932804	213934329	Zm00001eb255180	chr5	216486269	216492224																					
gpm17	143.50		GRMZM2G160211	Chr5	208317270	208335628	Zm00001d018085	Chr5	213951246	213951617	Zm00001eb255190	chr5	216509288	216535934																					
LOC100216650	143.52		GRMZM2G160231	Chr5	208309220	208310777	Zm00001d018087	Chr5	213984418	213985413	Zm00001eb255200	chr5	216542432	216546864																					
LOC103627755	143.54		GRMZM2G578314	Chr5	208303037	208305950	Zm00001d018088	Chr5	213988699	213992184	Zm00001eb255210	chr5	216546389	216550027																					
vq31	143.98		GRMZM2G061941	Chr5	208245982	208246921	Zm00001d018089	Chr5	214041553	214042179	Zm00001eb255230	chr5	216599593	216600690																					
anx2	144.00		GRMZM2G061950	Chr5	208242490	208245487	Zm00001d018090	Chr5	214042874	214045954	Zm00001eb255240	chr5	216600840	216604080																					
Zm00001d018091	144.02		GRMZM2G062142	Chr5	208237097	208240950	Zm00001d018091	Chr5	214047482	214049911	Zm00001eb255250	chr5	216604589	216608940																					
Zm00001d018096	144.09		GRMZM2G159554	Chr5	208390337	208392311	Zm00001d018096	Chr5	214119645	214121623	Zm00001eb255290	chr5	216677787	216679758																					
myb48	144.10		GRMZM2G159547	Chr5	208398128	208399748	Zm00001d018097	Chr5	214127646	214129053	Zm00001eb255300	chr5	216685538	216687228																					
ami3	144.15		GRMZM2G159542	Chr5	208416443	208424997	Zm00001d018098	Chr5	214145696	214154284	Zm00001eb255310	chr5	216703716	216712501																					
aprl4	144.20		GRMZM2G159535	Chr5	208428136	208430824	Zm00001d018099	Chr5	214157648	214160124	Zm00001eb255320	chr5	216715635	216718320																					
pmt2	144.30		GRMZM2G140893	Chr5	208440744	208445825	Zm00001d031670	Chr1	198158299	198163378	Zm00001eb255340	chr5	216726674	216732834																					
Zm00001eb255360	144.34		GRMZM2G059958	Chr5	208475652	208478520	Zm00001d018102	Chr5	214210975	214213524	Zm00001eb255360	chr5	216766959	216771867																					
epf12	144.38		GRMZM2G005384	Chr5	208612716	208614441	Zm00001d018104	Chr5	214355541	214357266	Zm00001eb255380	chr5	216900905	216903717																					
LOC103627762	144.40		GRMZM2G081214	Chr5	208686049	208687458	Zm00001d018106	Chr5	214437864	214442320	Zm00001eb255390	chr5	216983893	216985198																					
LOC100281252	144.43		GRMZM2G380432	Chr5	208689492	208691178	Zm00001d018106	Chr5	214437864	214442320	Zm00001eb255410	chr5	216987221	216988644																					
Zm00001d018107	144.44		AC220927.3_FG007	Chr5	208724193	208725137	Zm00001d018107	Chr5	214474686	214475630	Zm00001eb255420	chr5	217020786	217022466																					
csu95b	144.51		GRMZM5G862331	Chr5	208794458	208800172	Zm00001d018112	Chr5	214564081	214569814	Zm00001eb255450	chr5	217110475	217116249																					
bhlh161	145.00		GRMZM2G045883	Chr5	208944482	208949818	Zm00001d018119	Chr5	214694032	214695978	Zm00001eb255490	chr5	217240465	217242391																					
ring361	145.98		GRMZM2G323013	Chr5	208973869	208978095	Zm00001d018122	Chr5	214720422	214721681	Zm00001eb255510	chr5	217266580	217269370																					
mterf21	146.00		GRMZM2G161146	Chr5	208983535	208985153	Zm00001d018124	Chr5	214730366	214731481	Zm00001eb255520	chr5	217273285	217278057																					
ppr326	146.05		GRMZM2G161175	Chr5	209006656	209010129	Zm00001d018125	Chr5	214753216	214754871	Zm00001eb255530	chr5	217295754	217304448																					
cl20482_1	146.10		GRMZM2G427529	Chr5	209033329	209037119	Zm00001d018126	Chr5	214779470	214783034	Zm00001eb255540	chr5	217325641	217330925																					
gpm309	146.20						Zm00001d018128	Chr5	214803776	214806107	Zm00001eb255560	chr5	217350190	217352856																					
dnaj145	146.30		GRMZM2G072300	Chr5	209196456	209199506	Zm00001d018131	Chr5	214945228	214948102	Zm00001eb255580	chr5	217491616	217494575																					
pco133309c	146.40		GRMZM2G313027	Chr5	209296016	209311065	Zm00001d018133	Chr5	215034661	215049780	Zm00001eb255590	chr5	217581044	217596271																					
pco108516	146.50		GRMZM2G015784	Chr5	209311321	209313296	Zm00001d018134	Chr5	215050035	215052015	Zm00001eb255600	chr5	217596469	217598529																					
GRMZM2G018586	146.52		GRMZM2G018586	Chr5	209333273	209341660	Zm00001d018135	Chr5	215071960	215081499	Zm00001eb255610	chr5	217618303	217626475																					
mads73	147.44		GRMZM2G046885	Chr5	209573312	209581383	Zm00001d018142	Chr5	215341246	215348037	Zm00001eb255670	chr5	217887168	217895539																					
prep2	147.46		GRMZM2G101271	Chr5	209727724	209731835	Zm00001d018145	Chr5	215496060	215504192	Zm00001eb255690	chr5	218042522	218050341																					
csu672a	147.48		GRMZM2G101412	Chr5	209732482	209736099	Zm00001d018146	Chr5	215504802	215514412	Zm00001eb255700	chr5	218051017	218054634																					
LOC100216916	147.49		GRMZM2G101438	Chr5	209736846	209742357	Zm00001d018146	Chr5	215504802	215514412	Zm00001eb255710	chr5	218055381	218060945																					
cki5	147.50		GRMZM2G101613	Chr5	209770434	209772179	Zm00001d018149	Chr5	215542515	215544271	Zm00001eb255750	chr5	218088962	218090714																					
chr19	147.50		GRMZM2G083138	Chr5	209791113	209803331	Zm00001d018151	Chr5	215569988	215588200	Zm00001eb255780	chr5	218116420	218134744																					
ctu1	147.50		GRMZM2G402242	Chr5	209750921	209763896	Zm00001d018148	Chr5	215523072	215536003	Zm00001eb255730	chr5	218069513	218082587																					
lhcb4	147.51		GRMZM2G103101	Chr5	209922350	209924302	Zm00001d018157	Chr5	215693591	215695288	Zm00001eb255850	chr5	218239603	218241890																					
TIDP3065a	147.51		GRMZM2G103128	Chr5	209912315	209917185	Zm00001d018155	Chr5	215683238	215688199	Zm00001eb255830	chr5	218229656	218234719																					
ereb139	147.55		GRMZM2G103085	Chr5	209945135	209946354	Zm00001d018158	Chr5	215716411	215717121	Zm00001eb255860	chr5	218262627	218263722																					
amya4	147.55		GRMZM2G103055	Chr5	209947649	209949725	Zm00001d018159	Chr5	215718401	215720596	Zm00001eb255870	chr5	218265199	218267208																					
nii1	147.56		GRMZM2G102959	Chr5	209955746	209958660	Zm00001d018161	Chr5	215727084	215730071	Zm00001eb255880	chr5	218273575	218276600																					
rps19-III (cp)	147.58		GRMZM2G427404	Chr5	210016503	210019608																													
Zm00001eb255930	147.59		GRMZM2G427369	Chr5	210013736	210020221					Zm00001eb255930	chr5	218340553	218341624																					
bnlg1118	147.60		GRMZM2G152703	Chr5	210068402	210069831	Zm00001d018177	Chr5	215858946	215860240	Zm00001eb255960	chr5	218409194	218410375																					
bzip4	148.00		GRMZM2G479760	Chr5	210099032	210100747	Zm00001d018178	Chr5	215861734	215871643	Zm00001eb255970	chr5	218412153	218422047																					
Zm00001eb255990	148.18		GRMZM2G069099	Chr5	210144957	210151199	Zm00001d018180	Chr5	215915905	215922136	Zm00001eb255990	chr5	218466228	218472529																					
fls2	148.20		GRMZM2G069298	Chr5	210154373	210155706	Zm00001d018181	Chr5	215925493	215926588	Zm00001eb256000	chr5	218475557	218477256																					
LOC100501821	148.22		GRMZM2G058220	Chr5	210092899	210095878	Zm00001d018182	Chr5	215957334	215960009	Zm00001eb256010	chr5	218507352	218510691																					
mpt1	148.30		GRMZM2G152827	Chr5	210195424	210200092	Zm00001d018183	Chr5	215965775	215970551	Zm00001eb256020	chr5	218516241	218572854																					
fls1	148.30		GRMZM2G152801	Chr5	210204906	210206387	Zm00001d018184	Chr5	215975576	215976694	Zm00001eb256020	chr5	218516241	218572854																					
pht18	148.31		GRMZM2G015401	Chr5	210219241	210223953	Zm00001d018187	Chr5	216017754	216022412	Zm00001eb256020	chr5	218516241	218572854																					
LOC103627787	148.33		GRMZM2G152793	Chr5	210208833	210211628	Zm00001d018185	Chr5	215979219	215981867	Zm00001eb256030	chr5	218529346	218532591																					
ereb136	148.60		GRMZM2G021369	Chr5	210323041	210324358	Zm00001d018191	Chr5	216112775	216113527	Zm00001eb256070	chr5	218662840	218664094																					
GRMZM2G414660	148.65		GRMZM2G414660	Chr5	210341357	210343220																													
GRMZM2G113418	148.68		GRMZM2G113418	Chr5	210348981	210350155	Zm00001d018192	Chr5	216138802	216139080	Zm00001eb256090	chr5	218689091	218690121																					
cl33987_1	148.70		GRMZM2G414569	Chr5	210353327	210356112	Zm00001d018194	Chr5	216143234	216145894	Zm00001eb256110	chr5	218693469	218696340																					
ppp1	149.00		GRMZM6G300210	scaffold_5	67	905	Zm00001d018197	Chr5	216311489	216316556	Zm00001eb256150	chr5	218861812	218866990																					
gbptf16	149.62		GRMZM2G174240	Chr5	210638738	210640244	Zm00001d018198	Chr5	216319722	216320618	Zm00001eb256160	chr5	218869762	218871300																					
phd47	149.63		GRMZM2G368206	Chr5	210551477	210568014	Zm00001d018199	Chr5	216404525	216421412	Zm00001eb256170	chr5	218942005	218958762																					
saur56	149.64		GRMZM2G154332	Chr5	210524896	210525690	Zm00001d018200	Chr5	216447005	216447600	Zm00001eb256180	chr5	218984388	218985331																					
LOC100383798	149.65		GRMZM2G154301	Chr5	210518887	210522589	Zm00001d018201	Chr5	216450124	216453807	Zm00001eb256190	chr5	218987328	218991358																					
miR166k	149.67		zma-MIR166k	Chr5	210681533	210681700	zma-MIR166k	Chr5	216483766	216483933																									
miR166m	149.68		zma-MIR166m	Chr5	210681804	210681959	zma-MIR166m	Chr5	216484037	216484192																									
wrky131	149.84		GRMZM5G894568	Chr5	210726079	210726596	Zm00001d018203	Chr5	216529933	216532619	Zm00001eb256230	chr5	219067294	219070208																					
LOC100274354	149.86		GRMZM5G852833	Chr5	210740304	210743552	Zm00001d018204	Chr5	216549186	216551310	Zm00001eb256240	chr5	219085546	219088814																					
Zm00001eb256250	149.88		GRMZM5G858659	Chr5	210776155	210776974					Zm00001eb256250	chr5	219121897	219122341																					
nnr2	149.90		GRMZM5G878558	Chr5	210781199	210784644	Zm00001d018206	Chr5	216589277	216592402	Zm00001eb256260	chr5	219126558	219130316																					
ring363	149.95		GRMZM2G104920	Chr5	210789914	210798455	Zm00001d018207	Chr5	216597825	216606598	Zm00001eb256270	chr5	219135332	219144201																					
eg1	150.00																																		
T5-10(5688)(5)	150.00																																		
gbptf17	150.00		GRMZM2G083886	Chr5	210800522	210802083	Zm00001d018208	Chr5	216608861	216609928	Zm00001eb256290	chr5	219145411	219147592																					
acco35	150.01		GRMZM2G052422	Chr5	210825846	210828416	Zm00001d018211	Chr5	216633702	216636170	Zm00001eb256320	chr5	219171273	219173744																					
GRMZM2G084086	150.01		GRMZM2G084086	Chr5	210802214	210804761	Zm00001d018209	Chr5	216610165	216612671	Zm00001eb256300	chr5	219147708	219150506																					
pdcb35	150.04		GRMZM2G046459	Chr5	210915785	210919361	Zm00001d018214	Chr5	216733539	216735329	Zm00001eb256330	chr5	219288400	219291863																					
AY110369	150.10		GRMZM2G046407	Chr5	210929417	210934729	Zm00001d018217	Chr5	216745595	216751389	Zm00001eb256350	chr5	219301902	219307513																					
hagtf26	150.20		GRMZM2G046288	Chr5	210937687	210940587	Zm00001d018218	Chr5	216753835	216756759	Zm00001eb256360	chr5	219310153	219313067																					
ppr231	150.23		GRMZM2G018757	Chr5	211048884	211051338	Zm00001d018219	Chr5	216823300	216826617	Zm00001eb256370	chr5	219379582	219382975																					
gst24	150.25		GRMZM2G032856	Chr5	211087584	211088858	Zm00001d018220	Chr5	216862591	216863616	Zm00001eb256380	chr5	219418923	219419951																					
hb71	150.30		GRMZM2G145690	Chr5	211123234	211127092	Zm00001d018225	Chr5	216949284	216953293	Zm00001eb256420	chr5	219505621	219509441																					
mmp118	150.33		GRMZM5G897224	Chr5	211225349	211226716	Zm00001d018226	Chr5	217007561	217018872	Zm00001eb256430	chr5	219563889	219575342																					
anah1	150.35		GRMZM2G151425	Chr5	211253716	211255397	Zm00001d018229	Chr5	217043870	217045452	Zm00001eb256460	chr5	219600127	219601830																					
pco076269d	150.37		GRMZM2G151440	Chr5	211255632	211258791	Zm00001d018230	Chr5	217045696	217048963	Zm00001eb256470	chr5	219602065	219605254																					
cngc9	150.38		GRMZM2G161800	Chr5	211319964	211320986	Zm00001d018233	Chr5	217111113	217125566	Zm00001eb256480	chr5	219667448	219681904																					
si614091h08b	150.43		GRMZM2G023711	Chr5	211399849	211401682	Zm00001d018238	Chr5	217193701	217195534	Zm00001eb256520	chr5	219750023	219752344																					
dmag5	150.44		GRMZM2G143535	Chr5	211489281	211492175	Zm00001d018241	Chr5	217264155	217266998	Zm00001eb256530	chr5	219820633	219823536																					
metp8	150.46		GRMZM5G862882	Chr5	211492824	211495080	Zm00001d018242	Chr5	217267743	217269922	Zm00001eb256540	chr5	219824114	219826492																					
GRMZM2G426336	150.50		GRMZM2G426336	Chr5	211501321	211502124	Zm00001d018244	Chr5	217276464	217276919	Zm00001eb256560	chr5	219832385	219833561																					
pco131529(452)	150.52		GRMZM2G385925	Chr5	211562108	211579796	Zm00001d018246	Chr5	217334378	217352263	Zm00001eb256570	chr5	219890787	219908865																					
Zm00001eb256600	150.92		GRMZM2G085945	Chr5	211597959	211600154	Zm00001d018247	Chr5	217371258	217372112	Zm00001eb256600	chr5	219926748	219929141																					
cl61115_1c	150.94		GRMZM2G449332	Chr5	211645273	211645995	Zm00001d018250	Chr5	217419366	217420112	Zm00001eb256610	chr5	219970579	219971365																					
def3	151.00		GRMZM2G149869	Chr5	211666179	211666773	Zm00001d018254	Chr5	217440263	217440881	Zm00001eb256640	chr5	219991627	219992145																					
ca2p13	151.10		GRMZM5G857944	Chr5	211715089	211720032	Zm00001d018255	Chr5	217462041	217466991	Zm00001eb256650	chr5	220013314	220018609																					
gras90	151.98		GRMZM2G149930	Chr5	211656257	211657490	Zm00001d018252	Chr5	217430344	217431734	Zm00001eb256630	chr5	219981543	219983203																					
yg1	152.00																																		
mybr67	152.33		GRMZM2G049194	Chr5	211753884	211765564	Zm00001d018258	Chr5	217527909	217540053	Zm00001eb256690	chr5	220063974	220076020																					
atg12	152.34		GRMZM5G842517	Chr5	211765878	211769316	Zm00001d018259	Chr5	217540268	217543540	Zm00001eb256700	chr5	220076409	220079077																					
grrf9	152.35		GRMZM5G893117	Chr5	211773221	211774543	Zm00001d018260	Chr5	217546954	217548912	Zm00001eb256730	chr5	220083048	220084819																					
er1	152.40		GRMZM2G463904	Chr5	211800909	211813877	Zm00001d018261	Chr5	217575060	217588003	Zm00001eb256740	chr5	220111016	220124019																					
LOC100275420	153.43		GRMZM2G478664	Chr5	211947182	211961947	Zm00001d018274	Chr5	217743713	217763219	Zm00001eb256880	chr5	220279677	220299239																					
si945023e09	153.44		GRMZM2G151237	Chr5	211962156	211988209	Zm00001d018275	Chr5	217763376	217784616	Zm00001eb256890	chr5	220299358	220320597																					
bnlg1597c	153.45		GRMZM2G417650	Chr5	211852364	211854589	Zm00001d018266	Chr5	217645186	217647573																									
cl12258_2b	153.48		GRMZM5G801436	Chr5	212023947	212027983	Zm00001d018277	Chr5	217812461	217817257	Zm00001eb256910	chr5	220348243	220353271																					
chi4	154.00		GRMZM2G095778	Chr5	212033793	212037880	Zm00001d018278	Chr5	217822234	217826421	Zm00001eb256920	chr5	220358169	220362433																					
cel13	154.01		GRMZM2G538064	Chr5	212039305	212041414	Zm00001d018279	Chr5	217827848	217829970	Zm00001eb256940	chr5	220364282	220366430																					
sbt31	154.08		GRMZM2G029780	Chr5	212051218	212053906	Zm00001d018281	Chr5	217840006	217842369	Zm00001eb256960	chr5	220375959	220378678																					
sbt32	154.10		GRMZM2G163749	Chr5	212075848	212078728	Zm00001d018282	Chr5	217871641	217873992	Zm00001eb256970	chr5	220407258	220410009																					
hb35	154.40		GRMZM2G333565	Chr5	212127074	212129332	Zm00001d018285	Chr5	217924879	217926686																									
ereb216	154.43		GRMZM2G426296	Chr5	212205884	212206197	Zm00001d018288	Chr5	217999756	218005468	Zm00001eb257030	chr5	220540675	220541757																					
LOC103627823	154.50		GRMZM2G124460	Chr5	212227941	212248198	Zm00001d018291	Chr5	218027092	218047426	Zm00001eb257070	chr5	220563217	220583722																					
dnaJ56	154.58		GRMZM2G098058	Chr5	212289353	212294323	Zm00001d018297	Chr5	218088747	218093599	Zm00001eb257120	chr5	220624750	220629762																					
hsp28	154.60		GRMZM2G098167	Chr5	212297572	212298668	Zm00001d018298	Chr5	218096889	218097874	Zm00001eb257130	chr5	220633019	220634115																					
mmp170	154.93																																		
ereb90	155.80		GRMZM2G110333	Chr5	212398699	212401458	Zm00001d018305	Chr5	218213866	218216075	Zm00001eb257170	chr5	220749700	220752172																					
v2	156.00																																		
zb1	156.00																																		
mss1	156.00		GRMZM2G110185	Chr5	212423808	212427681	Zm00001d018309	Chr5	218238432	218242413	Zm00001eb257200	chr5	220774652	220778542																					
mkkk33	156.28		GRMZM2G052658	Chr5	212592494	212597990	Zm00001d018318	Chr5	218380632	218387455	Zm00001eb257270	chr5	220916551	220923563																					
mybr25	156.30		GRMZM5G848185	Chr5	212643601	212645908	Zm00001d018320	Chr5	218434662	218435468	Zm00001eb257280	chr5	220969206	220971776																					
prp20	156.32		AC211357.4_FG002	Chr5	212650033	212650542	Zm00001d018321	Chr5	218439593	218440123	Zm00001eb257290	chr5	220975717	220976455																					
prp16	156.45		GRMZM5G852886	Chr5	212661793	212662509	Zm00001d018322	Chr5	218451446	218451973	Zm00001eb257300	chr5	220987467	220988358																					
prp21	156.47		GRMZM2G008406	Chr5	212666285	212667187	Zm00001d018323	Chr5	218455888	218456508	Zm00001eb257310	chr5	220991949	220992884																					
prp12	156.49		GRMZM2G008367	Chr5	212667429	212668255	Zm00001d018324	Chr5	218457249	218457797	Zm00001eb257320	chr5	220993040	220994020																					
mkk4	157.00		GRMZM5G878379	Chr5	212702420	212703869	Zm00001d018326	Chr5	218492798	218493868	Zm00001eb257340	chr5	221028383	221030251																					
ring364	157.70		GRMZM2G089466	Chr5	212727809	212732740	Zm00001d018328	Chr5	218514190	218518512	Zm00001eb257360	chr5	221050437	221055292																					
glur12	157.72		GRMZM2G391487	Chr5	212733410	212736621	Zm00001d018329	Chr5	218519848	218523059	Zm00001eb257370	chr5	221055956	221057616																					
crk5	157.74		AC211357.4_FG004	Chr5	212738276	212741758	Zm00001d018330	Chr5	218524712	218528263	Zm00001eb257380	chr5	221060965	221064514																					
glur13	157.80		GRMZM2G428379	Chr5	212799654	212803382	Zm00001d018332	Chr5	218588559	218592271	Zm00001eb257400	chr5	221124638	221128972																					
dgk6	158.00		GRMZM2G128214	Chr5	212803468	212812653	Zm00001d018333	Chr5	218592450	218601374	Zm00001eb257410	chr5	221128603	221137815																					
npi288a	158.15		GRMZM2G128358	Chr5	212832925	212834876	Zm00001d018334	Chr5	218621829	218623785	Zm00001eb257420	chr5	221157991	221160088																					
GRMZM2G040890	158.17		GRMZM2G040890	Chr5	212866654	212870271	Zm00001d018335	Chr5	218656526	218660119	Zm00001eb257430	chr5	221192943	221196572																					
aaap37	158.20		GRMZM2G083788	Chr5	212916277	212921831	Zm00001d018336	Chr5	218712053	218717522	Zm00001eb257440	chr5	221248272	221254015																					
B4FKM9	158.22		GRMZM2G468932	Chr5	212931198	212932158	Zm00001d018337	Chr5	218726916	218727482	Zm00001eb257450	chr5	221262929	221263889																					
cngc6	158.78		GRMZM2G005791	Chr5	213047055	213053537	Zm00001d018339	Chr5	218834722	218841095	Zm00001eb257480	chr5	221370956	221377348																					
aaap38	158.80		GRMZM2G080843	Chr5	213077232	213080914	Zm00001d018340	Chr5	218861910	218865592	Zm00001eb257490	chr5	221397893	221401846																					
trps11	159.00		GRMZM2G122231	Chr5	213103736	213107678	Zm00001d018342	Chr5	218888425	218892344	Zm00001eb257510	chr5	221424688	221428608																					
ring365	159.02		GRMZM2G122284	Chr5	213124901	213127364	Zm00001d018343	Chr5	218910330	218911622	Zm00001eb257520	chr5	221445833	221448296																					
