marker_id	marker_id_norm	old_seqid	old_start	old_end	old_midpoint	old_midpoint_0based	old_source	marker_type	old_strand	genetic_chr	cM	attributes	n_liftover_candidates	target_seqid	target_chr	target_type	target_pos	paf_strand	paf_qstart	paf_qend	paf_tstart	paf_tend	mapq	n_match	aln_len	paf_identity	paf_query_span	same_chr	cigar_status	cigar_map_ok	liftover_status	chr	pos	marker_id_norm_for_join	direct_chr	direct_pos	liftover_chr	liftover_pos	same_chr_direct	delta_pos	abs_delta_pos
solcap_stsnp_c1_7681	solcap_snp_c1_7681	ST4.03ch06	54711868	54711868	54711868	54711867	dundee	SNP	.	6	62.481	ID=solcap_stsnp_c1_7681;Note=type: New OPA;Name=solcap_stsnp_c1_7681; Note=Genetic position = Chr06 62.481 cM	1	chr06	6	chromosome	54680829	+	54699310	54788184	54668270	54755235	60	86931	88232	0.9852547828452263	88874	1	cigar_aligned_base	1	lifted_chr_agree	6	54680829	solcap_snp_c1_7681	6	54680829	6	54680829	True	0	0
solcap_stsnp_c1_7690	solcap_snp_c1_7690	ST4.03ch06	54814887	54814887	54814887	54814886	dundee	SNP	.	6	62.205	ID=solcap_stsnp_c1_7690;Note=type: New OPA;Name=solcap_stsnp_c1_7690; Note=Genetic position = Chr06 62.205 cM	1	chr06	6	chromosome	54781274	+	54788525	54816323	54755677	54782712	60	27017	27801	0.9717995755548362	27798	1	cigar_aligned_base	1	lifted_chr_agree	6	54781274	solcap_snp_c1_7690	6	54781274	6	54781274	True	0	0
solcap_stsnp_c1_8659	solcap_snp_c1_8659	ST4.03ch06	56645417	56645417	56645417	56645416	dundee	SNP	.	6	64.186	ID=solcap_stsnp_c1_8659;Note=type: New OPA;Name=solcap_stsnp_c1_8659; Note=Genetic position = Chr06 64.186 cM	1	chr06	6	chromosome	56414140	+	56638588	56650165	56407313	56418888	60	11575	11577	0.9998272436727995	11577	1	cigar_aligned_base	1	lifted_chr_agree	6	56414140	solcap_snp_c1_8659	6	56414140	6	56414140	True	0	0
solcap_stsnp_c1_14917	solcap_snp_c1_14917	ST4.03ch06	56908573	56908573	56908573	56908572	dundee	SNP	.	6	65.315	ID=solcap_stsnp_c1_14917;Note=type: New OPA;Name=solcap_stsnp_c1_14917; Note=Genetic position = Chr06 65.315 cM	1	chr06	6	chromosome	56675891	+	56867114	56948599	56635559	56715192	60	79523	80976	0.9820564117763287	81485	1	cigar_aligned_base	1	lifted_chr_agree	6	56675891	solcap_snp_c1_14917	6	56675891	6	56675891	True	0	0
solcap_stsnp_c1_14920	solcap_snp_c1_14920	ST4.03ch06	56983782	56983782	56983782	56983781	dundee	SNP	.	6	65.401	ID=solcap_stsnp_c1_14920;Note=type: New OPA;Name=solcap_stsnp_c1_14920; Note=Genetic position = Chr06 65.401 cM	1	chr06	6	chromosome	56749446	+	56951690	57003510	56718490	56769175	60	47997	54501	0.8806627401332086	51820	1	cigar_aligned_base	1	lifted_chr_agree	6	56749446	solcap_snp_c1_14920	6	56749446	6	56749446	True	0	0
solcap_stsnp_c1_14796	solcap_snp_c1_14796	ST4.03ch06	57150369	57150369	57150369	57150368	dundee	SNP	.	6	65.312	ID=solcap_stsnp_c1_14796;Note=type: New OPA;Name=solcap_stsnp_c1_14796; Note=Genetic position = Chr06 65.312 cM	1	chr06	6	chromosome	56910485	+	57018090	57174867	56784822	56934615	60	149403	150468	0.9929220831007257	156777	1	cigar_aligned_base	1	lifted_chr_agree	6	56910485	solcap_snp_c1_14796	6	56910485	6	56910485	True	0	0
solcap_stsnp_c1_12101	solcap_snp_c1_12101	ST4.03ch06	57210742	57210742	57210742	57210741	dundee	SNP	.	6	65.335	ID=solcap_stsnp_c1_12101;Note=type: New OPA;Name=solcap_stsnp_c1_12101; Note=Genetic position = Chr06 65.335 cM	1	chr06	6	chromosome	56970498	+	57206543	57262289	56966321	57021767	60	55437	55748	0.9944213245318217	55746	1	cigar_aligned_base	1	lifted_chr_agree	6	56970498	solcap_snp_c1_12101	6	56970498	6	56970498	True	0	0
solcap_stsnp_c1_12088	solcap_snp_c1_12088	ST4.03ch06	57338343	57338343	57338343	57338342	dundee	SNP	.	6	65.327	ID=solcap_stsnp_c1_12088;Note=type: New OPA;Name=solcap_stsnp_c1_12088; Note=Genetic position = Chr06 65.327 cM	1	chr06	6	chromosome	57097701	+	57262567	57387035	57021983	57145528	60	123396	123751	0.9971313363124339	124468	1	cigar_aligned_base	1	lifted_chr_agree	6	57097701	solcap_snp_c1_12088	6	57097701	6	57097701	True	0	0
solcap_stsnp_c1_3074	solcap_snp_c1_3074	ST4.03ch06	57581258	57581258	57581258	57581257	dundee	SNP	.	6	65.943	ID=solcap_stsnp_c1_3074;Note=type: New OPA;Name=solcap_stsnp_c1_3074; Note=Genetic position = Chr06 65.943 cM	1	chr06	6	chromosome	57334590	+	57515449	57690771	57269542	57438225	60	168319	170808	0.9854280829937708	175322	1	cigar_aligned_base	1	lifted_chr_agree	6	57334590	solcap_snp_c1_3074	6	57334590	6	57334590	True	0	0
solcap_stsnp_c1_3130	solcap_snp_c1_3130	ST4.03ch06	57870264	57870264	57870264	57870263	dundee	SNP	.	6	69.041	ID=solcap_stsnp_c1_3130;Note=type: New OPA;Name=solcap_stsnp_c1_3130; Note=Genetic position = Chr06 69.041 cM	1	chr06	6	chromosome	57561751	+	57844861	57881919	57536302	57573575	60	37046	37283	0.9936432154064855	37058	1	cigar_aligned_base	1	lifted_chr_agree	6	57561751	solcap_snp_c1_3130	6	57561751	6	57561751	True	0	0
solcap_stsnp_c1_3091	solcap_snp_c1_3091	ST4.03ch06	58373079	58373079	58373079	58373078	dundee	SNP	.	6	70.516	ID=solcap_stsnp_c1_3091;Note=type: New OPA;Name=solcap_stsnp_c1_3091; Note=Genetic position = Chr06 70.516 cM	1	chr06	6	chromosome	58017580	+	58320102	58381893	57964793	58026437	60	61514	61678	0.9973410292162521	61791	1	cigar_aligned_base	1	lifted_chr_agree	6	58017580	solcap_snp_c1_3091	6	58017580	6	58017580	True	0	0
solcap_stsnp_c1_13671	solcap_snp_c1_13671	ST4.03ch07	568317	568317	568317	568316	dundee	SNP	.	7	2.659	ID=solcap_stsnp_c1_13671;Note=type: New OPA;Name=solcap_stsnp_c1_13671; Note=Genetic position = Chr07 2.659 cM	1	chr07	7	chromosome	687291	+	452679	627236	573737	744713	60	170507	172149	0.9904617511574276	174557	1	cigar_aligned_base	1	lifted_chr_agree	7	687291	solcap_snp_c1_13671	7	687291	7	687291	True	0	0
solcap_stsnp_c1_11523	solcap_snp_c1_11523	ST4.03ch07	588227	588227	588227	588226	dundee	SNP	.	7	0.0	ID=solcap_stsnp_c1_11523;Note=type: New OPA;Name=solcap_stsnp_c1_11523; Note=Genetic position = Chr07 0 cM	1	chr07	7	chromosome	707517	+	452679	627236	573737	744713	60	170507	172149	0.9904617511574276	174557	1	cigar_aligned_base	1	lifted_chr_agree	7	707517	solcap_snp_c1_11523	7	707517	7	707517	True	0	0
solcap_stsnp_c1_13563	solcap_snp_c1_13563	ST4.03ch07	1908011	1908011	1908011	1908010	dundee	SNP	.	7	3.231	ID=solcap_stsnp_c1_13563;Note=type: New OPA;Name=solcap_stsnp_c1_13563; Note=Genetic position = Chr07 3.231 cM	1	chr07	7	chromosome	1964588	+	1880274	1913382	1936801	1969959	60	33023	33221	0.9940399145119051	33108	1	cigar_aligned_base	1	lifted_chr_agree	7	1964588	solcap_snp_c1_13563	7	1964588	7	1964588	True	0	0
solcap_stsnp_c1_8163	solcap_snp_c1_8163	ST4.03ch07	2586450	2586450	2586450	2586449	dundee	SNP	.	7	4.562	ID=solcap_stsnp_c1_8163;Note=type: New OPA;Name=solcap_stsnp_c1_8163; Note=Genetic position = Chr07 4.562 cM	1	chr07	7	chromosome	2550535	+	2554553	2635968	2518988	2598091	60	78916	79323	0.9948690795859965	81415	1	cigar_aligned_base	1	lifted_chr_agree	7	2550535	solcap_snp_c1_8163	7	2550535	7	2550535	True	0	0
solcap_stsnp_c1_10959	solcap_snp_c1_10959	ST4.03ch07	3477893	3477893	3477893	3477892	dundee	SNP	.	7	9.087	ID=solcap_stsnp_c1_10959;Note=type: New OPA;Name=solcap_stsnp_c1_10959; Note=Genetic position = Chr07 9.087 cM	1	chr07	7	chromosome	3303107	+	3464009	3514251	3290079	3339233	60	49081	50309	0.9755908485559244	50242	1	cigar_aligned_base	1	lifted_chr_agree	7	3303107	solcap_snp_c1_10959	7	3303107	7	3303107	True	0	0
solcap_stsnp_c1_10985	solcap_snp_c1_10985	ST4.03ch07	3588118	3588118	3588118	3588117	dundee	SNP	.	7	8.738	ID=solcap_stsnp_c1_10985;Note=type: New OPA;Name=solcap_stsnp_c1_10985; Note=Genetic position = Chr07 8.738 cM	1	chr07	7	chromosome	3407150	+	3585284	3615341	3404316	3434486	60	30055	30171	0.9961552484173544	30057	1	cigar_aligned_base	1	lifted_chr_agree	7	3407150	solcap_snp_c1_10985	7	3407150	7	3407150	True	0	0
solcap_stsnp_c1_13776	solcap_snp_c1_13776	ST4.03ch07	4159979	4159979	4159979	4159978	dundee	SNP	.	7	8.714	ID=solcap_stsnp_c1_13776;Note=type: New OPA;Name=solcap_stsnp_c1_13776; Note=Genetic position = Chr07 8.714 cM	1	chr07	7	chromosome	3960282	+	4153370	4183444	3953671	3983749	60	30074	30078	0.9998670124343374	30074	1	cigar_aligned_base	1	lifted_chr_agree	7	3960282	solcap_snp_c1_13776	7	3960282	7	3960282	True	0	0
solcap_stsnp_c1_11935	solcap_snp_c1_11935	ST4.03ch07	6466545	6466545	6466545	6466544	dundee	SNP	.	7	11.434	ID=solcap_stsnp_c1_11935;Note=type: New OPA;Name=solcap_stsnp_c1_11935; Note=Genetic position = Chr07 11.434 cM	1	chr07	7	chromosome	6096223	+	6361878	6472025	5993143	6101704	60	108131	109824	0.984584425990676	110147	1	cigar_aligned_base	1	lifted_chr_agree	7	6096223	solcap_snp_c1_11935	7	6096223	7	6096223	True	0	0
solcap_stsnp_c1_2672	solcap_snp_c1_2672	ST4.03ch07	34754163	34754163	34754163	34754162	dundee	SNP	.	7	17.964	ID=solcap_stsnp_c1_2672;Note=type: New OPA;Name=solcap_stsnp_c1_2672; Note=Genetic position = Chr07 17.964 cM	1	chr07	7	chromosome	36788141	+	34729513	34762549	36763527	36796412	60	32878	33038	0.9951570918336461	33036	1	cigar_aligned_base	1	lifted_chr_agree	7	36788141	solcap_snp_c1_2672	7	36788141	7	36788141	True	0	0
solcap_stsnp_c1_513	solcap_snp_c1_513	ST4.03ch07	35757925	35757925	35757925	35757924	dundee	SNP	.	7	17.66	ID=solcap_stsnp_c1_513;Note=type: New OPA;Name=solcap_stsnp_c1_513; Note=Genetic position = Chr07 17.66 cM	1	chr07	7	chromosome	37737782	+	35687425	35768127	37659378	37747986	60	75732	92821	0.8158929552579697	80702	1	cigar_aligned_base	1	lifted_chr_agree	7	37737782	solcap_snp_c1_513	7	37737782	7	37737782	True	0	0
solcap_stsnp_c1_480	solcap_snp_c1_480	ST4.03ch07	36868686	36868686	36868686	36868685	dundee	SNP	.	7	17.656	ID=solcap_stsnp_c1_480;Note=type: New OPA;Name=solcap_stsnp_c1_480; Note=Genetic position = Chr07 17.656 cM	1	chr07	7	chromosome	38834428	+	36842549	36883016	38808924	38848758	60	39824	40215	0.9902772597289569	40467	1	cigar_aligned_base	1	lifted_chr_agree	7	38834428	solcap_snp_c1_480	7	38834428	7	38834428	True	0	0
solcap_stsnp_c1_499	solcap_snp_c1_499	ST4.03ch07	37222437	37222437	37222437	37222436	dundee	SNP	.	7	18.719	ID=solcap_stsnp_c1_499;Note=type: New OPA;Name=solcap_stsnp_c1_499; Note=Genetic position = Chr07 18.719 cM	1	chr07	7	chromosome	39206389	+	37216375	37259640	39200270	39243074	60	42536	43244	0.9836277865137361	43265	1	cigar_aligned_base	1	lifted_chr_agree	7	39206389	solcap_snp_c1_499	7	39206389	7	39206389	True	0	0
solcap_stsnp_c1_1547	solcap_snp_c1_1547	ST4.03ch07	38879205	38879205	38879205	38879204	dundee	SNP	.	7	20.081	ID=solcap_stsnp_c1_1547;Note=type: New OPA;Name=solcap_stsnp_c1_1547; Note=Genetic position = Chr07 20.081 cM	1	chr07	7	chromosome	40931544	+	38870986	38943842	40923227	40995947	60	72601	72951	0.9952022590505956	72856	1	cigar_aligned_base	1	lifted_chr_agree	7	40931544	solcap_snp_c1_1547	7	40931544	7	40931544	True	0	0
solcap_stsnp_c1_15703	solcap_snp_c1_15703	ST4.03ch07	40014790	40014790	40014790	40014789	dundee	SNP	.	7	20.061	ID=solcap_stsnp_c1_15703;Note=type: New OPA;Name=solcap_stsnp_c1_15703; Note=Genetic position = Chr07 20.061 cM	1	chr07	7	chromosome	41802263	+	39996619	40062178	41784719	41848104	60	63221	64763	0.9761901085496348	65559	1	cigar_aligned_base	1	lifted_chr_agree	7	41802263	solcap_snp_c1_15703	7	41802263	7	41802263	True	0	0
solcap_stsnp_c1_3157	solcap_snp_c1_3157	ST4.03ch07	41024627	41024627	41024627	41024626	dundee	SNP	.	7	23.718	ID=solcap_stsnp_c1_3157;Note=type: New OPA;Name=solcap_stsnp_c1_3157; Note=Genetic position = Chr07 23.718 cM	1	chr07	7	chromosome	42805703	+	40976397	41037444	42757993	42818537	60	60112	60411	0.995050570260383	61047	1	cigar_aligned_base	1	lifted_chr_agree	7	42805703	solcap_snp_c1_3157	7	42805703	7	42805703	True	0	0
solcap_stsnp_c1_3164	solcap_snp_c1_3164	ST4.03ch07	41144119	41144119	41144119	41144118	dundee	SNP	.	7	24.555	ID=solcap_stsnp_c1_3164;Note=type: New OPA;Name=solcap_stsnp_c1_3164; Note=Genetic position = Chr07 24.555 cM	1	chr07	7	chromosome	42924498	+	41102638	41172777	42882844	42953333	60	70002	70603	0.9914876138407717	70139	1	cigar_aligned_base	1	lifted_chr_agree	7	42924498	solcap_snp_c1_3164	7	42924498	7	42924498	True	0	0
solcap_stsnp_c1_14131	solcap_snp_c1_14131	ST4.03ch07	41535900	41535900	41535900	41535899	dundee	SNP	.	7	25.019	ID=solcap_stsnp_c1_14131;Note=type: New OPA;Name=solcap_stsnp_c1_14131; Note=Genetic position = Chr07 25.019 cM	1	chr07	7	chromosome	43259765	+	41529385	41545522	43253250	43269386	60	16133	16137	0.9997521224515089	16137	1	cigar_aligned_base	1	lifted_chr_agree	7	43259765	solcap_snp_c1_14131	7	43259765	7	43259765	True	0	0
solcap_stsnp_c1_7505	solcap_snp_c1_7505	ST4.03ch07	41886603	41886603	41886603	41886602	dundee	SNP	.	7	26.686	ID=solcap_stsnp_c1_7505;Note=type: New OPA;Name=solcap_stsnp_c1_7505; Note=Genetic position = Chr07 26.686 cM	1	chr07	7	chromosome	43596257	+	41824500	41887552	43533681	43597206	60	62590	63747	0.9818501262804524	63052	1	cigar_aligned_base	1	lifted_chr_agree	7	43596257	solcap_snp_c1_7505	7	43596257	7	43596257	True	0	0
solcap_stsnp_c1_7378	solcap_snp_c1_7378	ST4.03ch07	42672779	42672779	42672779	42672778	dundee	SNP	.	7	26.06	ID=solcap_stsnp_c1_7378;Note=type: New OPA;Name=solcap_stsnp_c1_7378; Note=Genetic position = Chr07 26.06 cM	1	chr07	7	chromosome	44340304	+	42621651	42677813	44290086	44345338	60	55240	55947	0.987363040020019	56162	1	cigar_aligned_base	1	lifted_chr_agree	7	44340304	solcap_snp_c1_7378	7	44340304	7	44340304	True	0	0
solcap_stsnp_c1_11480	solcap_snp_c1_11480	ST4.03ch07	44417406	44417406	44417406	44417405	dundee	SNP	.	7	33.209	ID=solcap_stsnp_c1_11480;Note=type: New OPA;Name=solcap_stsnp_c1_11480; Note=Genetic position = Chr07 33.209 cM	1	chr07	7	chromosome	45917172	+	44370404	44437442	45870612	45937105	60	66343	66876	0.9920300257192416	67038	1	cigar_aligned_base	1	lifted_chr_agree	7	45917172	solcap_snp_c1_11480	7	45917172	7	45917172	True	0	0
solcap_stsnp_c1_7986	solcap_snp_c1_7986	ST4.03ch07	47557387	47557387	47557387	47557386	dundee	SNP	.	7	43.254	ID=solcap_stsnp_c1_7986;Note=type: New OPA;Name=solcap_stsnp_c1_7986; Note=Genetic position = Chr07 43.254 cM	1	chr07	7	chromosome	48814328	+	47533475	47597335	48790967	48853118	60	62070	63932	0.9708753050115748	63860	1	cigar_aligned_base	1	lifted_chr_agree	7	48814328	solcap_snp_c1_7986	7	48814328	7	48814328	True	0	0
solcap_stsnp_c1_10457	solcap_snp_c1_10457	ST4.03ch07	49665986	49665986	49665986	49665985	dundee	SNP	.	7	44.577	ID=solcap_stsnp_c1_10457;Note=type: New OPA;Name=solcap_stsnp_c1_10457; Note=Genetic position = Chr07 44.577 cM	1	chr07	7	chromosome	50710645	+	49623369	49683160	50668623	50727630	60	59002	59429	0.9928149556613775	59791	1	cigar_aligned_base	1	lifted_chr_agree	7	50710645	solcap_snp_c1_10457	7	50710645	7	50710645	True	0	0
solcap_stsnp_c1_9894	solcap_snp_c1_9894	ST4.03ch07	51072311	51072311	51072311	51072310	dundee	SNP	.	7	50.116	ID=solcap_stsnp_c1_9894;Note=type: New OPA;Name=solcap_stsnp_c1_9894; Note=Genetic position = Chr07 50.116 cM	1	chr07	7	chromosome	52098992	+	50981960	51162533	52011572	52188150	60	175999	178807	0.9842959168265224	180573	1	cigar_aligned_base	1	lifted_chr_agree	7	52098992	solcap_snp_c1_9894	7	52098992	7	52098992	True	0	0
solcap_stsnp_c1_8687	solcap_snp_c1_8687	ST4.03ch07	51525589	51525589	51525589	51525588	dundee	SNP	.	7	50.491	ID=solcap_stsnp_c1_8687;Note=type: New OPA;Name=solcap_stsnp_c1_8687; Note=Genetic position = Chr07 50.491 cM	1	chr07	7	chromosome	52498605	+	51501503	51537682	52474521	52510737	60	36158	36225	0.9981504485852312	36179	1	cigar_aligned_base	1	lifted_chr_agree	7	52498605	solcap_snp_c1_8687	7	52498605	7	52498605	True	0	0
solcap_stsnp_c1_8704	solcap_snp_c1_8704	ST4.03ch07	51997428	51997428	51997428	51997427	dundee	SNP	.	7	53.523	ID=solcap_stsnp_c1_8704;Note=type: New OPA;Name=solcap_stsnp_c1_8704; Note=Genetic position = Chr07 53.523 cM	1	chr07	7	chromosome	52974360	+	51968875	52005621	52945807	52982554	60	36742	36751	0.999755108704525	36746	1	cigar_aligned_base	1	lifted_chr_agree	7	52974360	solcap_snp_c1_8704	7	52974360	7	52974360	True	0	0
solcap_stsnp_c1_4045	solcap_snp_c1_4045	ST4.03ch07	52826938	52826938	52826938	52826937	dundee	SNP	.	7	56.745	ID=solcap_stsnp_c1_4045;Note=type: New OPA;Name=solcap_stsnp_c1_4045; Note=Genetic position = Chr07 56.745 cM	1	chr07	7	chromosome	53799659	+	52819900	52847944	53792621	53820551	60	27927	27986	0.9978918030443793	28044	1	cigar_aligned_base	1	lifted_chr_agree	7	53799659	solcap_snp_c1_4045	7	53799659	7	53799659	True	0	0
solcap_stsnp_c1_8815	solcap_snp_c1_8815	ST4.03ch07	55754417	55754417	55754417	55754416	dundee	SNP	.	7	63.806	ID=solcap_stsnp_c1_8815;Note=type: New OPA;Name=solcap_stsnp_c1_8815; Note=Genetic position = Chr07 63.806 cM	1	chr07	7	chromosome	56651862	+	55698514	55899753	56597486	56795526	60	197867	200334	0.9876855651062725	201239	1	cigar_aligned_base	1	lifted_chr_agree	7	56651862	solcap_snp_c1_8815	7	56651862	7	56651862	True	0	0
solcap_stsnp_c1_7740	solcap_snp_c1_7740	ST4.03ch08	3575848	3575848	3575848	3575847	dundee	SNP	.	8	10.679	ID=solcap_stsnp_c1_7740;Note=type: New OPA;Name=solcap_stsnp_c1_7740; Note=Genetic position = Chr08 10.679 cM	1	chr08	8	chromosome	4399786	+	3529703	3578209	4354813	4402144	60	46699	47922	0.9744793622970661	48506	1	cigar_aligned_base	1	lifted_chr_agree	8	4399786	solcap_snp_c1_7740	8	4092287	8	4399786	True	307499	307499
solcap_stsnp_c1_10248	solcap_snp_c1_10248	ST4.03ch08	3773576	3773576	3773576	3773575	dundee	SNP	.	8	12.496	ID=solcap_stsnp_c1_10248;Note=type: New OPA;Name=solcap_stsnp_c1_10248; Note=Genetic position = Chr08 12.496 cM	1	chr08	8	chromosome	4596385	+	3754166	3809360	4576975	4631863	60	54882	55197	0.9942931681069623	55194	1	cigar_aligned_base	1	lifted_chr_agree	8	4596385	solcap_snp_c1_10248	8	4596385	8	4596385	True	0	0
solcap_stsnp_c1_8381	solcap_snp_c1_8381	ST4.03ch08	5482413	5482413	5482413	5482412	dundee	SNP	.	8	15.476	ID=solcap_stsnp_c1_8381;Note=type: New OPA;Name=solcap_stsnp_c1_8381; Note=Genetic position = Chr08 15.476 cM	1	chr08	8	chromosome	6321786	+	5450827	5484448	6291678	6323866	60	31994	32790	0.9757243061909119	33621	1	cigar_aligned_base	1	lifted_chr_agree	8	6321786	solcap_snp_c1_8381	8	6321786	8	6321786	True	0	0
solcap_stsnp_c1_15451	solcap_snp_c1_15451	ST4.03ch08	7440493	7440493	7440493	7440492	dundee	SNP	.	8	16.102	ID=solcap_stsnp_c1_15451;Note=type: New OPA;Name=solcap_stsnp_c1_15451; Note=Genetic position = Chr08 16.102 cM	1	chr08	8	chromosome	8091997	+	7433804	7449920	8085308	8101356	60	16034	16119	0.9947267200198523	16116	1	cigar_aligned_base	1	lifted_chr_agree	8	8091997	solcap_snp_c1_15451	8	8091997	8	8091997	True	0	0
solcap_stsnp_c1_14167	solcap_snp_c1_14167	ST4.03ch08	7796733	7796733	7796733	7796732	dundee	SNP	.	8	17.856	ID=solcap_stsnp_c1_14167;Note=type: New OPA;Name=solcap_stsnp_c1_14167; Note=Genetic position = Chr08 17.856 cM	1	chr08	8	chromosome	8472056	+	7763174	7814652	8438491	8489984	60	51319	51614	0.9942844964544504	51478	1	cigar_aligned_base	1	lifted_chr_agree	8	8472056	solcap_snp_c1_14167	8	8472056	8	8472056	True	0	0
solcap_stsnp_c1_6262	solcap_snp_c1_6262	ST4.03ch08	20584401	20584401	20584401	20584400	dundee	SNP	.	8	19.828	ID=solcap_stsnp_c1_6262;Note=type: New OPA;Name=solcap_stsnp_c1_6262; Note=Genetic position = Chr08 19.828 cM	1	chr08	8	chromosome	30025340	-	20563674	20597765	30012066	30046106	60	33927	34070	0.9958027590255356	34091	1	cigar_aligned_base	1	lifted_chr_agree	8	30025340	solcap_snp_c1_6262	8	30025471	8	30025340	True	-131	131
solcap_stsnp_c1_9824	solcap_snp_c1_9824	ST4.03ch08	34577448	34577448	34577448	34577447	dundee	SNP	.	8	25.092	ID=solcap_stsnp_c1_9824;Note=type: New OPA;Name=solcap_stsnp_c1_9824; Note=Genetic position = Chr08 25.092 cM	1	chr08	8	chromosome	38130833	+	34554857	34606391	38108182	38159776	60	51478	51599	0.9976549933138239	51534	1	cigar_aligned_base	1	lifted_chr_agree	8	38130833	solcap_snp_c1_9824	8	38130833	8	38130833	True	0	0
solcap_stsnp_c1_9821	solcap_snp_c1_9821	ST4.03ch08	34744066	34744066	34744066	34744065	dundee	SNP	.	8	25.921	ID=solcap_stsnp_c1_9821;Note=type: New OPA;Name=solcap_stsnp_c1_9821; Note=Genetic position = Chr08 25.921 cM	1	chr08	8	chromosome	38300248	+	34733785	34777914	38290030	38334096	60	43987	44034	0.9989326429577144	44129	1	cigar_aligned_base	1	lifted_chr_agree	8	38300248	solcap_snp_c1_9821	8	38300248	8	38300248	True	0	0
solcap_stsnp_c1_11720	solcap_snp_c1_11720	ST4.03ch08	35418204	35418204	35418204	35418203	dundee	SNP	.	8	25.817	ID=solcap_stsnp_c1_11720;Note=type: New OPA;Name=solcap_stsnp_c1_11720; Note=Genetic position = Chr08 25.817 cM	1	chr08	8	chromosome	38961474	+	35401707	35432257	38945641	38975530	60	29808	29951	0.9952255350405662	30550	1	cigar_aligned_base	1	lifted_chr_agree	8	38961474	solcap_snp_c1_11720	8	38961474	8	38961474	True	0	0
solcap_stsnp_c1_14109	solcap_snp_c1_14109	ST4.03ch08	40060217	40060217	40060217	40060216	dundee	SNP	.	8	27.618	ID=solcap_stsnp_c1_14109;Note=type: New OPA;Name=solcap_stsnp_c1_14109; Note=Genetic position = Chr08 27.618 cM	1	chr08	8	chromosome	43117840	+	40036641	40075796	43094950	43133418	60	38448	39172	0.9815174103951803	39155	1	cigar_aligned_base	1	lifted_chr_agree	8	43117840	solcap_snp_c1_14109	8	43117840	8	43117840	True	0	0
solcap_stsnp_c1_12166	solcap_snp_c1_12166	ST4.03ch08	41635071	41635071	41635071	41635070	dundee	SNP	.	8	29.081	ID=solcap_stsnp_c1_12166;Note=type: New OPA;Name=solcap_stsnp_c1_12166; Note=Genetic position = Chr08 29.081 cM	1	chr08	8	chromosome	44459370	+	41580795	41647120	44416093	44471462	60	55237	57641	0.95829357575337	66325	1	cigar_aligned_base	1	lifted_chr_agree	8	44459370	solcap_snp_c1_12166	8	44459370	8	44459370	True	0	0
solcap_stsnp_c1_6029	solcap_snp_c1_6029	ST4.03ch08	43364866	43364866	43364866	43364865	dundee	SNP	.	8	37.056	ID=solcap_stsnp_c1_6029;Note=type: New OPA;Name=solcap_stsnp_c1_6029; Note=Genetic position = Chr08 37.056 cM	1	chr08	8	chromosome	45919434	+	43327924	43408502	45882494	45961645	60	79120	80489	0.9829914646721912	80578	1	cigar_aligned_base	1	lifted_chr_agree	8	45919434	solcap_snp_c1_6029	8	45919434	8	45919434	True	0	0
solcap_stsnp_c1_5094	solcap_snp_c1_5094	ST4.03ch08	45264835	45264835	45264835	45264834	dundee	SNP	.	8	38.252	ID=solcap_stsnp_c1_5094;Note=type: New OPA;Name=solcap_stsnp_c1_5094; Note=Genetic position = Chr08 38.252 cM	1	chr08	8	chromosome	47690843	+	45244596	45321500	47670987	47747127	60	75950	76527	0.9924601774537092	76904	1	cigar_aligned_base	1	lifted_chr_agree	8	47690843	solcap_snp_c1_5094	8	47690843	8	47690843	True	0	0
solcap_stsnp_c1_8296	solcap_snp_c1_8296	ST4.03ch08	53823572	53823572	53823572	53823571	dundee	SNP	.	8	59.685	ID=solcap_stsnp_c1_8296;Note=type: New OPA;Name=solcap_stsnp_c1_8296; Note=Genetic position = Chr08 59.685 cM	1	chr08	8	chromosome	56271396	+	53820842	53840755	56268668	56288580	60	19911	19914	0.9998493522145224	19913	1	cigar_aligned_base	1	lifted_chr_agree	8	56271396	solcap_snp_c1_8296	8	56271396	8	56271396	True	0	0
solcap_stsnp_c1_5485	solcap_snp_c1_5485	ST4.03ch08	54751329	54751329	54751329	54751328	dundee	SNP	.	8	62.25	ID=solcap_stsnp_c1_5485;Note=type: New OPA;Name=solcap_stsnp_c1_5485; Note=Genetic position = Chr08 62.25 cM	1	chr08	8	chromosome	57177168	+	54667420	54899259	57095567	57323332	60	227608	229975	0.9897075769105338	231839	1	cigar_aligned_base	1	lifted_chr_agree	8	57177168	solcap_snp_c1_5485	8	57177168	8	57177168	True	0	0
solcap_stsnp_c1_5509	solcap_snp_c1_5509	ST4.03ch08	54850467	54850467	54850467	54850466	dundee	SNP	.	8	62.253	ID=solcap_stsnp_c1_5509;Note=type: New OPA;Name=solcap_stsnp_c1_5509; Note=Genetic position = Chr08 62.253 cM	1	chr08	8	chromosome	57274863	+	54667420	54899259	57095567	57323332	60	227608	229975	0.9897075769105338	231839	1	cigar_aligned_base	1	lifted_chr_agree	8	57274863	solcap_snp_c1_5509	8	57274863	8	57274863	True	0	0
