bin	chr	start_mb	stop_mb	length_mb	cM	old_start_bp_1based	old_stop_bp_1based	old_mid_bp_1based
Bin1073	8	3.015551	3.050034	0.034483	26.014253	3015552	3050034	3032792
Bin1074	8	3.050035	3.123118	0.073083	26.254062	3050036	3123118	3086576
Bin1075	8	3.123119	3.183702	0.060583	26.737157	3123120	3183702	3153410
Bin1076	8	3.183703	3.323414	0.139711	26.976966	3183704	3323414	3253558
Bin1077	8	3.323415	3.377684	0.054269	27.957390	3323416	3377684	3350549
Bin1078	8	3.377685	3.459095	0.081410	28.197198	3377686	3459095	3418390
Bin1079	8	3.459096	3.487662	0.028566	28.680294	3459097	3487662	3473379
Bin1080	8	3.487663	3.512768	0.025105	28.920102	3487664	3512768	3500216
Bin1081	8	3.512769	3.757066	0.244297	29.159911	3512770	3757066	3634918
Bin1082	8	3.757067	3.886505	0.129438	35.049063	3757068	3886505	3821786
Bin1083	8	3.886506	3.972576	0.086070	35.288871	3886507	3972576	3929541
Bin1084	8	3.972577	4.065656	0.093079	35.528680	3972578	4065656	4019116
Bin1085	8	4.065657	4.212181	0.146524	35.768489	4065658	4212181	4138919
Bin1086	8	4.212182	4.236983	0.024801	36.008297	4212183	4236983	4224582
Bin1087	8	4.236984	4.609629	0.372645	36.738237	4236985	4609629	4423306
Bin1088	8	4.609630	4.659410	0.049780	37.221333	4609631	4659410	4634520
Bin1089	8	4.659411	4.855914	0.196503	37.461141	4659412	4855914	4757662
Bin1090	8	4.855915	4.888523	0.032608	37.700950	4855916	4888523	4872219
Bin1091	8	4.888524	5.115528	0.227004	37.940759	4888525	5115528	5002026
Bin1092	8	5.115529	5.168527	0.052998	38.180567	5115530	5168527	5142028
Bin1093	8	5.168528	5.264364	0.095836	38.420376	5168529	5264364	5216446
Bin1094	8	5.264365	5.393178	0.128813	38.660184	5264366	5393178	5328772
Bin1095	8	5.393179	5.459937	0.066758	39.143280	5393180	5459937	5426558
Bin1096	8	5.459938	5.737168	0.277230	39.626375	5459939	5737168	5598553
Bin1097	8	5.737169	5.785398	0.048229	40.109471	5737170	5785398	5761283
Bin1098	8	5.785399	5.840380	0.054981	40.592567	5785400	5840380	5812890
Bin1099	8	5.840381	5.982206	0.141825	41.075662	5840382	5982206	5911293
Bin1100	8	5.982207	6.001541	0.019334	42.056086	5982208	6001541	5991874
Bin1101	8	6.001542	6.039944	0.038402	42.295894	6001543	6039944	6020743
Bin1102	8	6.039945	6.206818	0.166873	42.535703	6039946	6206818	6123382
Bin1103	8	6.206819	6.320443	0.113624	42.775512	6206820	6320443	6263631
Bin1104	8	6.320444	6.723820	0.403376	43.258607	6320445	6723820	6522132
Bin1105	8	6.723821	7.206783	0.482962	43.498416	6723822	7206783	6965302
Bin1106	8	7.206784	7.861488	0.654704	43.738224	7206785	7861488	7534136
Bin1107	8	7.861489	8.027435	0.165946	43.978033	7861490	8027435	7944462
Bin1108	8	8.027436	8.512092	0.484656	44.217842	8027437	8512092	8269764
Bin1109	8	8.512093	8.578506	0.066413	44.457650	8512094	8578506	8545300
Bin1110	8	8.578507	8.941532	0.363025	44.697459	8578508	8941532	8760020
Bin1111	8	8.941533	8.972568	0.031035	45.180554	8941534	8972568	8957051
Bin1112	8	8.972569	8.980406	0.007837	45.420363	8972570	8980406	8976488
Bin1113	8	8.980407	9.351117	0.370710	46.654994	8980408	9351117	9165762
Bin1114	8	9.351118	10.077811	0.726693	46.894802	9351119	10077811	9714464
Bin1115	8	10.077812	10.165706	0.087894	47.377898	10077813	10165706	10121759
Bin1116	8	10.165707	10.539247	0.373540	47.860993	10165708	10539247	10352477
Bin1117	8	10.539248	14.446566	3.907318	48.344089	10539249	14446566	12492907
Bin1118	8	14.446567	15.354943	0.908376	50.908754	14446568	15354943	14900755
Bin1119	8	15.354944	16.586144	1.231200	51.391849	15354945	16586144	15970544
Bin1120	8	16.586145	16.614234	0.028089	52.626480	16586146	16614234	16600189
Bin1121	8	16.614235	16.871275	0.257040	52.866288	16614236	16871275	16742755
Bin1122	8	16.871276	16.898169	0.026893	53.106097	16871277	16898169	16884723
Bin1123	8	16.898170	17.385919	0.487749	53.589192	16898171	17385919	17142044
Bin1124	8	17.385920	17.416662	0.030742	53.829001	17385921	17416662	17401291
Bin1125	8	17.416663	17.427747	0.011084	54.068810	17416664	17427747	17422205
Bin1126	8	17.427748	17.576507	0.148759	54.308618	17427749	17576507	17502128
Bin1127	8	17.576508	17.892637	0.316129	54.548427	17576509	17892637	17734572
Bin1128	8	17.892638	18.282074	0.389436	54.788236	17892639	18282074	18087356
Bin1129	8	18.282075	18.412482	0.130407	55.271331	18282076	18412482	18347278
Bin1130	8	18.412483	18.508783	0.096300	56.251755	18412484	18508783	18460633
Bin1131	8	18.508784	18.780942	0.272158	56.491563	18508785	18780942	18644863
Bin1132	8	18.780943	18.831883	0.050940	56.731372	18780944	18831883	18806413
Bin1133	8	18.831884	18.867596	0.035712	56.971180	18831885	18867596	18849740
Bin1134	8	18.867597	18.939471	0.071874	57.454276	18867598	18939471	18903534
Bin1135	8	18.939472	19.194084	0.254612	58.184216	18939473	19194084	19066778
Bin1136	8	19.194085	19.449312	0.255227	60.204693	19194086	19449312	19321698
Bin1137	8	19.449313	19.692011	0.242698	60.934633	19449314	19692011	19570662
Bin1138	8	19.692012	20.098531	0.406519	61.417728	19692013	20098531	19895272
Bin1139	8	20.098532	20.199929	0.101397	61.657537	20098533	20199929	20149230
Bin1140	8	20.199930	20.282981	0.083051	61.897346	20199931	20282981	20241456
Bin1141	8	20.282982	20.620399	0.337417	62.627286	20282983	20620399	20451690
Bin1142	8	20.620400	20.695508	0.075108	62.867094	20620401	20695508	20657954
Bin1143	8	20.695509	20.713823	0.018314	63.847518	20695510	20713823	20704666
Bin1144	8	20.713824	20.923442	0.209618	64.087326	20713825	20923442	20818633
Bin1145	8	20.923443	21.077841	0.154398	64.327135	20923444	21077841	21000642
Bin1146	8	21.077842	21.783712	0.705870	66.347612	21077843	21783712	21430777
Bin1147	8	21.783713	22.772460	0.988747	66.587421	21783714	22772460	22278086
Bin1148	8	22.772461	24.401864	1.629403	88.500167	22772462	24401864	23587162
Bin1149	8	24.401865	24.425680	0.023815	88.739976	24401866	24425680	24413772
Bin1150	8	24.425681	24.922450	0.496769	93.978923	24425682	24922450	24674066
Bin1151	8	24.922451	25.333215	0.410764	94.218732	24922452	25333215	25127833
Bin1152	8	25.333216	25.478151	0.144935	97.632130	25333217	25478151	25405684
Bin1153	8	25.478152	25.506197	0.028045	98.115226	25478153	25506197	25492174
Bin1154	8	25.506198	25.625437	0.119239	98.355035	25506199	25625437	25565818
Bin1155	8	25.625438	25.764724	0.139286	98.594843	25625439	25764724	25695081
Bin1156	8	25.764725	25.899804	0.135079	99.077939	25764726	25899804	25832264
Bin1157	8	25.899805	26.105900	0.206095	99.561034	25899806	26105900	26002852
Bin1158	8	26.105901	26.148724	0.042823	104.483038	26105902	26148724	26127313
Bin1159	8	26.148725	26.251804	0.103079	104.966134	26148726	26251804	26200264
Bin1160	8	26.251805	26.291233	0.039428	105.205942	26251806	26291233	26271519
Bin1161	8	26.291234	26.324121	0.032887	105.689038	26291235	26324121	26307678
Bin1162	8	26.324122	26.354897	0.030775	105.928846	26324123	26354897	26339510
Bin1163	8	26.354898	26.438621	0.083723	106.411942	26354899	26438621	26396760
Bin1164	8	26.438622	26.517993	0.079371	106.651750	26438623	26517993	26478308
Bin1165	8	26.517994	26.594236	0.076242	106.891559	26517995	26594236	26556115
Bin1166	8	26.594237	26.727011	0.132774	107.131368	26594238	26727011	26660624
Bin1167	8	26.727012	26.857956	0.130944	107.861308	26727013	26857956	26792484
Bin1168	8	26.857957	26.976101	0.118144	110.425972	26857958	26976101	26917029
Bin1169	8	26.976102	27.161571	0.185469	111.406396	26976103	27161571	27068836
Bin1170	8	27.161572	27.321475	0.159903	112.136336	27161573	27321475	27241524
Bin1171	8	27.321476	27.544001	0.222525	113.370967	27321477	27544001	27432738
Bin1172	8	27.544002	27.581976	0.037974	117.674697	27544003	27581976	27562989
Bin1173	8	27.581977	27.824300	0.242323	118.157793	27581978	27824300	27703138
Bin1174	8	27.824301	27.935099	0.110798	118.640888	27824302	27935099	27879700
Bin1175	8	27.935100	28.117921	0.182821	119.621312	27935101	28117921	28026510
Bin1176	8	28.117922	28.439308	0.321386	120.351252	28117923	28439308	28278615
Bin1177	9	0.000000	0.134111	0.134111	0.000000	1	134111	67056
Bin1178	9	0.134112	0.599218	0.465106	0.483096	134113	599218	366665
Bin1179	9	0.599219	0.652794	0.053575	0.722904	599220	652794	626006
Bin1180	9	0.652795	0.896571	0.243776	0.962713	652796	896571	774683
Bin1181	9	0.896572	0.940764	0.044192	1.202521	896573	940764	918668
Bin1182	9	0.940765	1.318247	0.377482	1.932461	940766	1318247	1129506
Bin1183	9	1.318248	2.021242	0.702994	2.172270	1318249	2021242	1669745
Bin1184	9	2.021243	2.332705	0.311462	2.412079	2021244	2332705	2176974
Bin1185	9	2.332706	4.352083	2.019377	2.651887	2332707	4352083	3342394
Bin1186	9	4.352084	5.172633	0.820549	3.134983	4352085	5172633	4762358
Bin1187	9	5.172634	5.629638	0.457004	3.374791	5172635	5629638	5401136
Bin1188	9	5.629639	6.015144	0.385505	4.104731	5629640	6015144	5822392
Bin1189	9	6.015145	6.065680	0.050535	4.344540	6015146	6065680	6040412
Bin1190	9	6.065681	6.117765	0.052084	4.584349	6065682	6117765	6091723
Bin1191	9	6.117766	6.586243	0.468477	4.824157	6117767	6586243	6352004
Bin1192	9	6.586244	6.603935	0.017691	5.307253	6586245	6603935	6595090
Bin1193	9	6.603936	6.746918	0.142982	5.547061	6603937	6746918	6675427
Bin1194	9	6.746919	6.899906	0.152987	6.277001	6746920	6899906	6823412
Bin1195	9	6.899907	6.935952	0.036045	6.516810	6899908	6935952	6917930
Bin1196	9	6.935953	7.089139	0.153186	7.751441	6935954	7089139	7012546
Bin1197	9	7.089140	7.138271	0.049131	7.991249	7089141	7138271	7113706
Bin1198	9	7.138272	7.751639	0.613367	8.474345	7138273	7751639	7444956
Bin1199	9	7.751640	7.826538	0.074898	8.714153	7751641	7826538	7789089
Bin1200	9	7.826539	7.960187	0.133648	9.694577	7826540	7960187	7893363
Bin1201	9	7.960188	8.001087	0.040899	10.177672	7960189	8001087	7980638
Bin1202	9	8.001088	8.158747	0.157659	10.907612	8001089	8158747	8079918
Bin1203	9	8.158748	8.512958	0.354210	11.147421	8158749	8512958	8335853
Bin1204	9	8.512959	8.617586	0.104627	11.387230	8512960	8617586	8565272
Bin1205	9	8.617587	8.725187	0.107600	11.627038	8617588	8725187	8671387
Bin1206	9	8.725188	8.960140	0.234952	12.607462	8725189	8960140	8842664
Bin1207	9	8.960141	8.987146	0.027005	12.847270	8960142	8987146	8973644
Bin1208	9	8.987147	9.367663	0.380516	13.577210	8987148	9367663	9177405
Bin1209	9	9.367664	9.518610	0.150946	15.597687	9367665	9518610	9443137
Bin1210	9	9.518611	9.642932	0.124321	15.837496	9518612	9642932	9580772
Bin1211	9	9.642933	9.939103	0.296170	16.077305	9642934	9939103	9791018
Bin1212	9	9.939104	10.017209	0.078105	16.317113	9939105	10017209	9978156
Bin1213	9	10.017210	10.158597	0.141387	17.551744	10017211	10158597	10087904
Bin1214	9	10.158598	10.747410	0.588812	18.532167	10158599	10747410	10453004
Bin1215	9	10.747411	10.832020	0.084609	18.771976	10747412	10832020	10789716
Bin1216	9	10.832021	11.270794	0.438773	21.615119	10832022	11270794	11051408
Bin1217	9	11.270795	12.202613	0.931818	21.854928	11270796	12202613	11736704
Bin1218	9	12.202614	14.381943	2.179329	59.909820	12202615	14381943	13292278
Bin1219	9	14.381944	14.825908	0.443964	60.639760	14381945	14825908	14603926
Bin1220	9	14.825909	14.840294	0.014385	61.122855	14825910	14840294	14833102
Bin1221	9	14.840295	14.929911	0.089616	61.362664	14840296	14929911	14885103
Bin1222	9	14.929912	15.010559	0.080647	61.845759	14929913	15010559	14970236
Bin1223	9	15.010560	15.440353	0.429793	62.826183	15010561	15440353	15225456
Bin1224	9	15.440354	15.598384	0.158030	63.065992	15440355	15598384	15519369
Bin1225	9	15.598385	15.816721	0.218336	63.305800	15598386	15816721	15707553
Bin1226	9	15.816722	16.038669	0.221947	64.540431	15816723	16038669	15927695
Bin1227	9	16.038670	16.359041	0.320371	64.780240	16038671	16359041	16198856
Bin1228	9	16.359042	16.413525	0.054483	65.263335	16359043	16413525	16386283
Bin1229	9	16.413526	16.518557	0.105031	66.497966	16413527	16518557	16466042
Bin1230	9	16.518558	16.717361	0.198803	70.801696	16518559	16717361	16617959
Bin1231	9	16.717362	17.036652	0.319290	71.284792	16717363	17036652	16877007
Bin1232	9	17.036653	17.255273	0.218620	71.767887	17036654	17255273	17145963
Bin1233	9	17.255274	17.491479	0.236205	72.007696	17255275	17491479	17373376
Bin1234	9	17.491480	17.558805	0.067325	72.490791	17491481	17558805	17525142
Bin1235	9	17.558806	17.690331	0.131525	72.730600	17558807	17690331	17624569
Bin1236	9	17.690332	17.792955	0.102623	73.711024	17690333	17792955	17741644
Bin1237	9	17.792956	17.904691	0.111735	74.194119	17792957	17904691	17848824
Bin1238	9	17.904692	17.937181	0.032489	74.677215	17904693	17937181	17920936
Bin1239	9	17.937182	17.998173	0.060991	74.917023	17937183	17998173	17967678
Bin1240	9	17.998174	18.145179	0.147005	75.646963	17998175	18145179	18071676
Bin1241	9	18.145180	18.158286	0.013106	76.130059	18145181	18158286	18151733
Bin1242	9	18.158287	18.178335	0.020048	76.369867	18158288	18178335	18168311
Bin1243	9	18.178336	18.306068	0.127732	76.609676	18178337	18306068	18242202
Bin1244	9	18.306069	18.362528	0.056459	78.102324	18306070	18362528	18334299
Bin1245	9	18.362529	18.431100	0.068571	78.342133	18362530	18431100	18396814
Bin1246	9	18.431101	18.510515	0.079414	79.072073	18431102	18510515	18470808
Bin1247	9	18.510516	18.579295	0.068779	79.311881	18510517	18579295	18544906
Bin1248	9	18.579296	18.735723	0.156427	79.551690	18579297	18735723	18657510
Bin1249	9	18.735724	18.766210	0.030486	80.034786	18735725	18766210	18750967
Bin1250	9	18.766211	18.817583	0.051372	80.274594	18766212	18817583	18791897
Bin1251	9	18.817584	18.898566	0.080982	80.514403	18817585	18898566	18858075
Bin1252	9	18.898567	18.928634	0.030067	80.754211	18898568	18928634	18913600
Bin1253	9	18.928635	19.009586	0.080951	81.237307	18928636	19009586	18969110
Bin1254	9	19.009587	19.068621	0.059034	81.477116	19009588	19068621	19039104
Bin1255	9	19.068622	19.099212	0.030590	82.457539	19068623	19099212	19083917
Bin1256	9	19.099213	19.176163	0.076950	82.940635	19099214	19176163	19137688
Bin1257	9	19.176164	19.239889	0.063725	83.921058	19176165	19239889	19208027
Bin1258	9	19.239890	19.270374	0.030484	84.160867	19239891	19270374	19255132
Bin1259	9	19.270375	19.294965	0.024590	84.643962	19270376	19294965	19282670
Bin1260	9	19.294966	19.449982	0.155016	85.127058	19294967	19449982	19372474
Bin1261	9	19.449983	19.549538	0.099555	85.610153	19449984	19549538	19499760
Bin1262	9	19.549539	19.805459	0.255920	86.093249	19549540	19805459	19677499
Bin1263	9	19.805460	20.062943	0.257483	86.333058	19805461	20062943	19934202
Bin1264	9	20.062944	20.211813	0.148869	86.572866	20062945	20211813	20137378
Bin1265	9	20.211814	20.282624	0.070810	86.812675	20211815	20282624	20247219
Bin1266	9	20.282625	20.373617	0.090992	87.295770	20282626	20373617	20328121
Bin1267	9	20.373618	20.496939	0.123321	87.535579	20373619	20496939	20435279
Bin1268	9	20.496940	20.547958	0.051018	88.018675	20496941	20547958	20522449
Bin1269	9	20.547959	20.589589	0.041630	88.258483	20547960	20589589	20568774
Bin1270	9	20.589590	20.855305	0.265715	88.988423	20589591	20855305	20722448
Bin1271	9	20.855306	20.890626	0.035320	89.718363	20855307	20890626	20872966
Bin1272	9	20.890627	21.091822	0.201195	89.958172	20890628	21091822	20991224
Bin1273	9	21.091823	21.131122	0.039299	91.450820	21091824	21131122	21111472
Bin1274	9	21.131123	21.153405	0.022282	91.690628	21131124	21153405	21142264
Bin1275	9	21.153406	21.176633	0.023227	91.930437	21153407	21176633	21165020
Bin1276	9	21.176634	21.278748	0.102114	92.170246	21176635	21278748	21227691
Bin1277	9	21.278749	21.308854	0.030105	92.410054	21278750	21308854	21293802
Bin1278	9	21.308855	21.372014	0.063159	92.649863	21308856	21372014	21340434
Bin1279	9	21.372015	21.380733	0.008718	92.889672	21372016	21380733	21376374
Bin1280	9	21.380734	21.514246	0.133512	93.372767	21380735	21514246	21447490
Bin1281	9	21.514247	21.529677	0.015430	93.612576	21514248	21529677	21521962
Bin1282	9	21.529678	21.596931	0.067253	94.095671	21529679	21596931	21563304
Bin1283	9	21.596932	21.639012	0.042080	95.588319	21596933	21639012	21617972
Bin1284	9	21.639013	21.793581	0.154568	95.828128	21639014	21793581	21716297
Bin1285	9	21.793582	21.921271	0.127689	96.067937	21793583	21921271	21857427
Bin1286	9	21.921272	22.176589	0.255317	102.975454	21921273	22176589	22048930
Bin1287	9	22.176590	22.201174	0.024584	103.955877	22176591	22201174	22188882
Bin1288	9	22.201175	22.249464	0.048289	104.195686	22201176	22249464	22225319
Bin1289	9	22.249465	22.323042	0.073577	104.435494	22249466	22323042	22286254
Bin1290	9	22.323043	22.394720	0.071677	104.675303	22323044	22394720	22358882
Bin1291	9	22.394721	22.549442	0.154721	106.429869	22394722	22549442	22472082
Bin1292	9	22.549443	23.011239	0.461796	107.159809	22549444	23011239	22780341
Bin1293	10	0.000000	0.774795	0.774795	0.000000	1	774795	387398
Bin1294	10	0.774796	0.878316	0.103520	0.483096	774797	878316	826556
Bin1295	10	0.878317	0.907617	0.029300	0.722904	878318	907617	892967
Bin1296	10	0.907618	0.970214	0.062596	2.477470	907619	970214	938916
Bin1297	10	0.970215	1.227476	0.257261	2.717279	970216	1227476	1098846
Bin1298	10	1.227477	1.264647	0.037170	3.200374	1227478	1264647	1246062
Bin1299	10	1.264648	1.315415	0.050767	3.440183	1264649	1315415	1290032
Bin1300	10	1.315416	2.301247	0.985831	3.679992	1315417	2301247	1808332
Bin1301	10	2.301248	2.556479	0.255231	3.919800	2301249	2556479	2428864
Bin1302	10	2.556480	2.635927	0.079447	6.762943	2556481	2635927	2596204
Bin1303	10	2.635928	3.524014	0.888086	7.002752	2635929	3524014	3079971
Bin1304	10	3.524015	4.114486	0.590471	9.023229	3524016	4114486	3819250
Bin1305	10	4.114487	4.938247	0.823760	10.003652	4114488	4938247	4526367
Bin1306	10	4.938248	5.294073	0.355825	10.243461	4938249	5294073	5116160
Bin1307	10	5.294074	5.334327	0.040253	11.223885	5294075	5334327	5314200
Bin1308	10	5.334328	5.385370	0.051042	11.463693	5334329	5385370	5359849
Bin1309	10	5.385371	5.482478	0.097107	11.703502	5385372	5482478	5433924
Bin1310	10	5.482479	6.422164	0.939685	11.943310	5482480	6422164	5952322
Bin1311	10	6.422165	6.890531	0.468366	12.183119	6422166	6890531	6656348
Bin1312	10	6.890532	8.113423	1.222891	12.422928	6890533	8113423	7501978
Bin1313	10	8.113424	8.214161	0.100737	12.662736	8113425	8214161	8163792
Bin1314	10	8.214162	8.502796	0.288634	13.145832	8214163	8502796	8358479
Bin1315	10	8.502797	9.189085	0.686288	13.385640	8502798	9189085	8845941
Bin1316	10	9.189086	9.286462	0.097376	13.625449	9189087	9286462	9237774
Bin1317	10	9.286463	9.559056	0.272593	13.865258	9286464	9559056	9422760
Bin1318	10	9.559057	10.316044	0.756987	14.105066	9559058	10316044	9937550
Bin1319	10	10.316045	11.174016	0.857971	14.835006	10316046	11174016	10745030
Bin1320	10	11.174017	11.367016	0.192999	15.074815	11174018	11367016	11270516
Bin1321	10	11.367017	11.523822	0.156805	15.314623	11367018	11523822	11445420
Bin1322	10	11.523823	11.565578	0.041755	18.440641	11523824	11565578	11544701
Bin1323	10	11.565579	11.586954	0.021375	18.680450	11565580	11586954	11576266
Bin1324	10	11.586955	11.645903	0.058948	19.163545	11586956	11645903	11616429
Bin1325	10	11.645904	11.710512	0.064608	19.403354	11645905	11710512	11678208
Bin1326	10	11.710513	11.821882	0.111369	20.133294	11710514	11821882	11766198
Bin1327	10	11.821883	11.857331	0.035448	20.373103	11821884	11857331	11839607
Bin1328	10	11.857332	11.943762	0.086430	22.393580	11857333	11943762	11900547
Bin1329	10	11.943763	12.001131	0.057368	22.633388	11943764	12001131	11972447
Bin1330	10	12.001132	12.903181	0.902049	22.873197	12001133	12903181	12452157
Bin1331	10	12.903182	12.978767	0.075585	24.893674	12903183	12978767	12940974
Bin1332	10	12.978768	13.038932	0.060164	25.376769	12978769	13038932	13008850
Bin1333	10	13.038933	13.085199	0.046266	25.859865	13038934	13085199	13062066
Bin1334	10	13.085200	13.727404	0.642204	26.342960	13085201	13727404	13406302
Bin1335	10	13.727405	13.757409	0.030004	27.323384	13727406	13757409	13742407
Bin1336	10	13.757410	13.904713	0.147303	27.563192	13757411	13904713	13831062
Bin1337	10	13.904714	14.129145	0.224431	29.055841	13904715	14129145	14016930
Bin1338	10	14.129146	14.392630	0.263484	29.538936	14129147	14392630	14260888
Bin1339	10	14.392631	14.473208	0.080577	33.244335	14392632	14473208	14432920
Bin1340	10	14.473209	14.519929	0.046720	33.484143	14473210	14519929	14496569
Bin1341	10	14.519930	14.555584	0.035654	33.723952	14519931	14555584	14537757
Bin1342	10	14.555585	14.569929	0.014344	33.963761	14555586	14569929	14562757
Bin1343	10	14.569930	14.578150	0.008220	34.203569	14569931	14578150	14574040
Bin1344	10	14.578151	14.648146	0.069995	34.443378	14578152	14648146	14613149
Bin1345	10	14.648147	14.765266	0.117119	34.926473	14648148	14765266	14706706
Bin1346	10	14.765267	14.810029	0.044762	36.681039	14765268	14810029	14787648
Bin1347	10	14.810030	14.966511	0.156481	36.920848	14810031	14966511	14888270
Bin1348	10	14.966512	15.626736	0.660224	37.160657	14966513	15626736	15296624
Bin1349	10	15.626737	15.799035	0.172298	40.866055	15626738	15799035	15712886
Bin1350	10	15.799036	16.001033	0.201997	41.105864	15799037	16001033	15900034
Bin1351	10	16.001034	16.107468	0.106434	42.086287	16001035	16107468	16054251
Bin1352	10	16.107469	16.163060	0.055591	42.326096	16107470	16163060	16135264
Bin1353	10	16.163061	16.197050	0.033989	43.306520	16163062	16197050	16180056
Bin1354	10	16.197051	16.386287	0.189236	43.546328	16197052	16386287	16291669
Bin1355	10	16.386288	16.613837	0.227549	44.029424	16386289	16613837	16500062
Bin1356	10	16.613838	16.880041	0.266203	47.442822	16613839	16880041	16746940
Bin1357	10	16.880042	17.340713	0.460671	47.682631	16880043	17340713	17110378
Bin1358	10	17.340714	17.395401	0.054687	47.922440	17340715	17395401	17368058
Bin1359	10	17.395402	17.860485	0.465083	49.415088	17395403	17860485	17627944
Bin1360	10	17.860486	18.009147	0.148661	49.898183	17860487	18009147	17934816
Bin1361	10	18.009148	18.197973	0.188825	50.628123	18009149	18197973	18103560
Bin1362	10	18.197974	18.512516	0.314542	51.862754	18197975	18512516	18355245
Bin1363	10	18.512517	18.581529	0.069012	53.617320	18512518	18581529	18547023
Bin1364	10	18.581530	18.748453	0.166923	56.743338	18581531	18748453	18664992
Bin1365	10	18.748454	18.849019	0.100565	57.473278	18748455	18849019	18798736
Bin1366	10	18.849020	19.151299	0.302279	57.713086	18849021	19151299	19000160
Bin1367	10	19.151300	19.303513	0.152213	61.126485	19151301	19303513	19227406
Bin1368	10	19.303514	19.674444	0.370930	61.366293	19303515	19674444	19488979
Bin1369	10	19.674445	19.875119	0.200674	63.930958	19674446	19875119	19774782
Bin1370	10	19.875120	19.933784	0.058664	64.170767	19875121	19933784	19904452
Bin1371	10	19.933785	20.197929	0.264144	64.900707	19933786	20197929	20065857
Bin1372	10	20.197930	20.752639	0.554709	65.383802	20197931	20752639	20475284
Bin1373	10	20.752640	21.086540	0.333900	73.736507	20752641	21086540	20919590
Bin1374	10	21.086541	21.662996	0.576455	73.976315	21086542	21662996	21374768
Bin1375	10	21.662997	21.715914	0.052917	74.216124	21662998	21715914	21689456
Bin1376	10	21.715915	21.736041	0.020126	78.519854	21715916	21736041	21725978
Bin1377	10	21.736042	21.795131	0.059089	78.759663	21736043	21795131	21765586
Bin1378	10	21.795132	21.917792	0.122660	79.242758	21795133	21917792	21856462
Bin1379	10	21.917793	21.985708	0.067915	79.725854	21917794	21985708	21951750
Bin1380	10	21.985709	22.070288	0.084579	80.208949	21985710	22070288	22027999
Bin1381	10	22.070289	22.172163	0.101874	81.701598	22070290	22172163	22121226
Bin1382	10	22.172164	22.213887	0.041723	81.941406	22172165	22213887	22193025
Bin1383	10	22.213888	22.303863	0.089975	82.424502	22213889	22303863	22258876
Bin1384	10	22.303864	22.382224	0.078360	82.664310	22303865	22382224	22343044
Bin1385	10	22.382225	22.522988	0.140763	83.644734	22382226	22522988	22452606
Bin1386	10	22.522989	22.581232	0.058243	83.884543	22522990	22581232	22552110
Bin1387	10	22.581233	22.659572	0.078339	84.124351	22581234	22659572	22620402
Bin1388	10	22.659573	22.797284	0.137711	84.854291	22659574	22797284	22728428
Bin1389	10	22.797285	22.838270	0.040985	85.094100	22797286	22838270	22817778
Bin1390	10	22.838271	23.134759	0.296488	85.333908	22838272	23134759	22986515
Bin1391	11	0.000000	0.222402	0.222402	0.000000	1	222402	111201
Bin1392	11	0.222403	0.370981	0.148578	0.239809	222404	370981	296692
Bin1393	11	0.370982	0.631793	0.260811	3.945207	370983	631793	501388
Bin1394	11	0.631794	0.701593	0.069799	4.675147	631795	701593	666694
Bin1395	11	0.701594	0.798594	0.097000	5.158243	701595	798594	750094
Bin1396	11	0.798595	1.013608	0.215013	5.398051	798596	1013608	906102
Bin1397	11	1.013609	1.165377	0.151768	5.637860	1013610	1165377	1089493
Bin1398	11	1.165378	1.267066	0.101688	5.877669	1165379	1267066	1216222
Bin1399	11	1.267067	1.656583	0.389516	13.494705	1267068	1656583	1461825
Bin1400	11	1.656584	1.911479	0.254895	13.734513	1656585	1911479	1784032
Bin1401	11	1.911480	1.927671	0.016191	14.217609	1911481	1927671	1919576
Bin1402	11	1.927672	2.373764	0.446092	15.972175	1927673	2373764	2150718
Bin1403	11	2.373765	2.425606	0.051841	16.952599	2373766	2425606	2399686
Bin1404	11	2.425607	2.469672	0.044065	17.192407	2425608	2469672	2447640
Bin1405	11	2.469673	2.660934	0.191261	17.922347	2469674	2660934	2565303
Bin1406	11	2.660935	2.685232	0.024297	18.162156	2660936	2685232	2673083
Bin1407	11	2.685233	2.815512	0.130279	19.916722	2685234	2815512	2750372
Bin1408	11	2.815513	2.922905	0.107392	21.151352	2815514	2922905	2869209
Bin1409	11	2.922906	2.949205	0.026299	21.391161	2922907	2949205	2936056
Bin1410	11	2.949206	3.015480	0.066274	21.630970	2949207	3015480	2982343
Bin1411	11	3.015481	3.102421	0.086940	21.870778	3015482	3102421	3058951
Bin1412	11	3.102422	3.172709	0.070287	22.110587	3102423	3172709	3137566
Bin1413	11	3.172710	3.578219	0.405509	23.091010	3172711	3578219	3375464
Bin1414	11	3.578220	3.613444	0.035224	25.655675	3578221	3613444	3595832
Bin1415	11	3.613445	3.759704	0.146259	25.895484	3613446	3759704	3686574
Bin1416	11	3.759705	3.856825	0.097120	26.135292	3759706	3856825	3808265
Bin1417	11	3.856826	3.911149	0.054323	27.115716	3856827	3911149	3883988
Bin1418	11	3.911150	4.290167	0.379017	27.355524	3911151	4290167	4100658
Bin1419	11	4.290168	4.324240	0.034072	30.481542	4290169	4324240	4307204
Bin1420	11	4.324241	4.339337	0.015096	30.964638	4324242	4339337	4331789
Bin1421	11	4.339338	4.422185	0.082847	31.204447	4339339	4422185	4380762
