marker_id	primer_side	qseqid	marker_type	linkage_group	cM	raw_hits	full_len_no_gap_hits	min_mismatch_full_len_no_gap	min_mismatch_bin	hits_at_min_mismatch	is_multihit_at_min_mismatch	best_full_len_no_gap_sseqid	best_full_len_no_gap_sstart	best_full_len_no_gap_send	best_full_len_no_gap_strand	best_full_len_no_gap_bitscore	best_any_alignment_length	best_any_coverage	best_any_pident	best_any_mismatch	best_any_gapopen	best_any_sseqid	best_any_sstart	best_any_send	best_any_bitscore	full_len_no_gap_mm0_hits	full_len_no_gap_mm1_hits	full_len_no_gap_mm2_hits	full_len_no_gap_mm3_hits	full_len_no_gap_mm4_hits	full_len_no_gap_mm5_hits	full_len_no_gap_mm_gt5_hits	full_len_no_gap_mm_le0_hits	has_full_len_no_gap_mm_le0	full_len_no_gap_mm_le1_hits	has_full_len_no_gap_mm_le1	full_len_no_gap_mm_le2_hits	has_full_len_no_gap_mm_le2	full_len_no_gap_mm_le3_hits	has_full_len_no_gap_mm_le3	full_len_no_gap_mm_le4_hits	has_full_len_no_gap_mm_le4	full_len_no_gap_mm_le5_hits	has_full_len_no_gap_mm_le5
snap299	R	snap299__R	SNP	C04	52.832	2223	4	1.0	1	2	True	gb|CM031006.1|	20749729.0	20749762.0	+	60.0	34	1.0	97.059	1	0	gb|CM031006.1|	20749729	20749762	60.0	0	2	1	1	0	0	0	0	False	2	True	3	True	4	True	4	True	4	True
snap301	F	snap301__F	SNP	C09	64.072	2093	0		no_full_length_no_gap	0	False						28	0.875	89.286	3	0	gb|CM031009.1|	20185669	20185696	32.2	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap301	R	snap301__R	SNP	C09	64.072	2366	2	1.0	1	1	False	gb|CM031014.1|	49411781.0	49411748.0	-	60.0	34	1.0	97.059	1	0	gb|CM031014.1|	49411781	49411748	60.0	0	1	1	0	0	0	0	0	False	1	True	2	True	2	True	2	True	2	True
snap302	F	snap302__F	SNP	C09	71.832	3170	0		no_full_length_no_gap	0	False						34	0.9444444444444444	100.0	0	0	gb|CM031014.1|	49674280	49674313	67.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap302	R	snap302__R	SNP	C09	71.832	2417	3	0.0	0	1	False	gb|CM031014.1|	49674626.0	49674598.0	-	58.0	29	1.0	100.0	0	0	gb|CM031014.1|	49674626	49674598	58.0	1	0	0	0	2	0	0	1	True	1	True	1	True	1	True	3	True	3	True
snap310	F	snap310__F	SNP	C01	54.116	1977	0		no_full_length_no_gap	0	False						25	0.9259259259259259	100.0	0	0	gb|CM031006.1|	7501311	7501287	50.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap310	R	snap310__R	SNP	C01	54.116	1057	1	0.0	0	1	False	gb|CM031006.1|	7500986.0	7501014.0	+	58.0	29	1.0	100.0	0	0	gb|CM031006.1|	7500986	7501014	58.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap311	F	snap311__F	SNP	C01	51.468	4455	0		no_full_length_no_gap	0	False						22	0.9166666666666666	100.0	0	0	gb|CM031006.1|	6981345	6981324	44.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap311	R	snap311__R	SNP	C01	51.468	4794	1	0.0	0	1	False	gb|CM031006.1|	6980984.0	6981008.0	+	50.1	25	1.0	100.0	0	0	gb|CM031006.1|	6980984	6981008	50.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap312	F	snap312__F	SNP	C03	67.301	912	0		no_full_length_no_gap	0	False						26	0.8666666666666667	100.0	0	0	gb|CM031008.1|	37847304	37847279	52.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap312	R	snap312__R	SNP	C03	67.301	2732	1	0.0	0	1	False	gb|CM031008.1|	37846975.0	37847002.0	+	56.0	28	1.0	100.0	0	0	gb|CM031008.1|	37846975	37847002	56.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap313	F	snap313__F	SNP	C03	68.766	1862	0		no_full_length_no_gap	0	False						23	0.8846153846153846	100.0	0	0	gb|CM031008.1|	37570213	37570191	46.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap313	R	snap313__R	SNP	C03	68.766	1786	1	0.0	0	1	False	gb|CM031008.1|	37569884.0	37569915.0	+	63.9	32	1.0	100.0	0	0	gb|CM031008.1|	37569884	37569915	63.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap315	F	snap315__F	SNP	C01	76.839	463	0		no_full_length_no_gap	0	False						23	0.8846153846153846	100.0	0	0	gb|CM031006.1|	28919899	28919921	46.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap315	R	snap315__R	SNP	C01	76.839	2509	2	0.0	0	2	True	gb|CM031008.1|	54150443.0	54150418.0	-	52.0	26	1.0	100.0	0	0	gb|CM031008.1|	54150443	54150418	52.0	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
snap316	F	snap316__F	SNP	C04	49.876000000000005	2349	0		no_full_length_no_gap	0	False						29	0.9354838709677419	100.0	0	0	gb|CM031009.1|	38851173	38851201	58.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap316	R	snap316__R	SNP	C04	49.876000000000005	3371	1	0.0	0	1	False	gb|CM031009.1|	38851516.0	38851484.0	-	65.9	33	1.0	100.0	0	0	gb|CM031009.1|	38851516	38851484	65.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap318	F	snap318__F	SNP	C01	75.564	1010	0		no_full_length_no_gap	0	False						17	0.85	100.0	0	0	gb|CM031006.1|	24615488	24615472	34.2	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap318	R	snap318__R	SNP	C01	75.564	2226	103	0.0	0	31	True	gb|CM031014.1|	32053670.0	32053693.0	+	48.1	24	1.0	100.0	0	0	gb|CM031014.1|	32053670	32053693	48.1	31	55	10	7	0	0	0	31	True	86	True	96	True	103	True	103	True	103	True
snap326	F	snap326__F	SNP	C07	70.57300000000001	330	0		no_full_length_no_gap	0	False						25	0.9259259259259259	100.0	0	0	gb|CM031012.1|	38136108	38136132	50.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap326	R	snap326__R	SNP	C07	70.57300000000001	2405	1	0.0	0	1	False	gb|CM031012.1|	38136432.0	38136397.0	-	71.9	36	1.0	100.0	0	0	gb|CM031012.1|	38136432	38136397	71.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap331	F	snap331__F	SNP	C07	76.72	2542	0		no_full_length_no_gap	0	False						22	0.88	95.455	1	0	gb|CM031012.1|	38904347	38904368	36.2	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap331	R	snap331__R	SNP	C07	76.72	5104	1	0.0	0	1	False	gb|CM031012.1|	38904673.0	38904639.0	-	69.9	35	1.0	100.0	0	0	gb|CM031012.1|	38904673	38904639	69.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap333	F	snap333__F	SNP	C02	155.045	1376	0		no_full_length_no_gap	0	False						27	0.9310344827586207	100.0	0	0	gb|CM031007.1|	65438505	65438531	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap333	R	snap333__R	SNP	C02	155.045	287	2	0.0	0	1	False	gb|CM031007.1|	65438887.0	65438861.0	-	54.0	27	1.0	100.0	0	0	gb|CM031007.1|	65438887	65438861	54.0	1	1	0	0	0	0	0	1	True	2	True	2	True	2	True	2	True	2	True
snap338	F	snap338__F	SNP	C01	62.665	1457	0		no_full_length_no_gap	0	False						24	0.9230769230769231	95.833	1	0	gb|CM031006.1|	46855720	46855697	40.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap338	R	snap338__R	SNP	C01	62.665	2774	1	0.0	0	1	False	gb|CM031006.1|	46855382.0	46855415.0	+	67.9	34	1.0	100.0	0	0	gb|CM031006.1|	46855382	46855415	67.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap339	F	snap339__F	SNP	C01	98.522	8590	0		no_full_length_no_gap	0	False						33	0.9428571428571428	100.0	0	0	gb|CM031006.1|	46137419	46137387	65.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap339	R	snap339__R	SNP	C01	98.522	5042	0		no_full_length_no_gap	0	False						30	0.8333333333333334	96.667	1	0	gb|CM031006.1|	46137029	46137058	52.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap341	F	snap341__F	SNP	C07	70.128	1146	0		no_full_length_no_gap	0	False						24	0.8888888888888888	100.0	0	0	gb|CM031012.1|	40022989	40023012	48.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap341	R	snap341__R	SNP	C07	70.128	4624	1	0.0	0	1	False	gb|CM031012.1|	40023299.0	40023268.0	-	63.9	32	1.0	100.0	0	0	gb|CM031012.1|	40023299	40023268	63.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap342	F	snap342__F	SNP	C07	72.763	371	0		no_full_length_no_gap	0	False						23	0.8846153846153846	100.0	0	0	gb|CM031012.1|	40730529	40730507	46.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap342	R	snap342__R	SNP	C07	72.763	726	1	0.0	0	1	False	gb|CM031012.1|	40730234.0	40730262.0	+	58.0	29	1.0	100.0	0	0	gb|CM031012.1|	40730234	40730262	58.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap343	F	snap343__F	SNP	C08	56.577	784	0		no_full_length_no_gap	0	False						25	0.9259259259259259	100.0	0	0	gb|CM031013.1|	31876889	31876865	50.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap343	R	snap343__R	SNP	C08	56.577	830	1	0.0	0	1	False	gb|CM031013.1|	31876558.0	31876587.0	+	60.0	30	1.0	100.0	0	0	gb|CM031013.1|	31876558	31876587	60.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap350	F	snap350__F	SNP	C04	57.045	1484	0		no_full_length_no_gap	0	False						21	0.875	100.0	0	0	gb|CM031009.1|	14933815	14933795	42.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap350	R	snap350__R	SNP	C04	57.045	1972	0		no_full_length_no_gap	0	False						26	0.8387096774193549	88.462	3	0	gb|CM031006.1|	48786570	48786595	28.2	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap356	F	snap356__F	SNP	C07	68.996	2005	0		no_full_length_no_gap	0	False						23	0.7666666666666667	100.0	0	0	gb|JAEMQI010000086.1|	16687	16709	46.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap356	R	snap356__R	SNP	C07	68.996	1837	1	0.0	0	1	False	gb|JAEMQI010000086.1|	17025.0	17002.0	-	48.1	24	1.0	100.0	0	0	gb|JAEMQI010000086.1|	17025	17002	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap357	F	snap357__F	SNP	C07	76.561	2049	0		no_full_length_no_gap	0	False						26	0.896551724137931	100.0	0	0	gb|CM031012.1|	36825988	36826013	52.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap357	R	snap357__R	SNP	C07	76.561	3803	1	0.0	0	1	False	gb|CM031012.1|	36826315.0	36826282.0	-	67.9	34	1.0	100.0	0	0	gb|CM031012.1|	36826315	36826282	67.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap358	F	snap358__F	SNP	C07	71.258	1155	0		no_full_length_no_gap	0	False						23	0.8846153846153846	100.0	0	0	gb|CM031012.1|	37319903	37319881	46.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap358	R	snap358__R	SNP	C07	71.258	1660	1	2.0	2	1	False	gb|CM031012.1|	37319546.0	37319580.0	+	54.0	35	1.0	94.286	2	0	gb|CM031012.1|	37319546	37319580	54.0	0	0	1	0	0	0	0	0	False	0	False	1	True	1	True	1	True	1	True
snap359	F	snap359__F	SNP	C07	141.975	369	0		no_full_length_no_gap	0	False						24	0.8888888888888888	100.0	0	0	gb|CM031014.1|	48446055	48446078	48.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap359	R	snap359__R	SNP	C07	141.975	2065	2	0.0	0	2	True	gb|CM031012.1|	32769227.0	32769257.0	+	61.9	31	1.0	100.0	0	0	gb|CM031012.1|	32769227	32769257	61.9	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
snap361	F	snap361__F	SNP	C06	64.454	2305	0		no_full_length_no_gap	0	False						23	0.8846153846153846	100.0	0	0	gb|CM031011.1|	21039867	21039845	46.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap361	R	snap361__R	SNP	C06	64.454	2392	5	0.0	0	5	True	gb|CM031011.1|	21039526.0	21039554.0	+	58.0	29	1.0	100.0	0	0	gb|CM031011.1|	21039526	21039554	58.0	5	0	0	0	0	0	0	5	True	5	True	5	True	5	True	5	True	5	True
snap365	F	snap365__F	SNP	C01	84.048	2073	0		no_full_length_no_gap	0	False						27	0.9	100.0	0	0	gb|CM031006.1|	45481889	45481915	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap365	R	snap365__R	SNP	C01	84.048	2012	5	1.0	1	1	False	gb|CM031006.1|	45482249.0	45482216.0	-	60.0	34	1.0	97.059	1	0	gb|CM031006.1|	45482249	45482216	60.0	0	1	1	0	2	1	0	0	False	1	True	2	True	2	True	4	True	5	True
snap367	F	snap367__F	SNP	C05	81.311	1764	0		no_full_length_no_gap	0	False						25	0.8928571428571429	100.0	0	0	gb|CM031010.1|	54086434	54086410	50.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap367	R	snap367__R	SNP	C05	81.311	2904	1	0.0	0	1	False	gb|CM031010.1|	54086064.0	54086098.0	+	69.9	35	1.0	100.0	0	0	gb|CM031010.1|	54086064	54086098	69.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap368	F	snap368__F	SNP	C05	82.536	928	0		no_full_length_no_gap	0	False						30	0.9090909090909091	100.0	0	0	gb|CM031010.1|	54582323	54582352	60.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap368	R	snap368__R	SNP	C05	82.536	290	1	0.0	0	1	False	gb|CM031010.1|	54582647.0	54582619.0	-	58.0	29	1.0	100.0	0	0	gb|CM031010.1|	54582647	54582619	58.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap369	F	snap369__F	SNP	C05	31.292	2809	0		no_full_length_no_gap	0	False						33	0.9166666666666666	100.0	0	0	gb|CM031010.1|	30714081	30714113	65.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap369	R	snap369__R	SNP	C05	31.292	760	1	0.0	0	1	False	gb|CM031010.1|	30714428.0	30714403.0	-	52.0	26	1.0	100.0	0	0	gb|CM031010.1|	30714428	30714403	52.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap370	F	snap370__F	SNP	C08	27.273	4151	0		no_full_length_no_gap	0	False						33	0.9166666666666666	100.0	0	0	gb|CM031013.1|	5264191	5264159	65.9	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap370	R	snap370__R	SNP	C08	27.273	987	103	1.0	1	5	True	gb|CM031013.1|	5069839.0	5069811.0	-	50.1	29	1.0	96.552	1	0	gb|CM031013.1|	5069839	5069811	50.1	0	5	21	38	39	0	0	0	False	5	True	26	True	64	True	103	True	103	True
snap371	F	snap371__F	SNP	C08	33.528	1953	0		no_full_length_no_gap	0	False						25	0.8928571428571429	100.0	0	0	gb|CM031013.1|	4709071	4709095	50.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap371	R	snap371__R	SNP	C08	33.528	6359	37	0.0	0	3	True	gb|CM031014.1|	32146387.0	32146422.0	+	71.9	37	1.0277777777777777	91.892	2	1	gb|CM031012.1|	5241796	5241760	42.1	3	2	18	13	1	0	0	3	True	5	True	23	True	36	True	37	True	37	True
snap379	F	snap379__F	SNP	C02	41.919	1713	0		no_full_length_no_gap	0	False						21	0.875	100.0	0	0	gb|CM031007.1|	686881	686861	42.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap379	R	snap379__R	SNP	C02	41.919	819	2	0.0	0	2	True	gb|CM031010.1|	58869990.0	58869962.0	-	58.0	29	1.0	100.0	0	0	gb|CM031010.1|	58869990	58869962	58.0	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
snap380	F	snap380__F	SNP	C02	45.953	770	0		no_full_length_no_gap	0	False						24	0.8888888888888888	100.0	0	0	gb|CM031007.1|	1163583	1163606	48.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap380	R	snap380__R	SNP	C02	45.953	1856	1	0.0	0	1	False	gb|CM031007.1|	1163947.0	1163916.0	-	63.9	32	1.0	100.0	0	0	gb|CM031007.1|	1163947	1163916	63.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap383	F	snap383__F	SNP	C03	56.854	485	0		no_full_length_no_gap	0	False						18	0.8571428571428571	100.0	0	0	gb|CM031008.1|	54197521	54197504	36.2	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap383	R	snap383__R	SNP	C03	56.854	615	2	0.0	0	2	True	gb|CM031008.1|	54197173.0	54197197.0	+	50.1	25	1.0	100.0	0	0	gb|CM031008.1|	54197173	54197197	50.1	2	0	0	0	0	0	0	2	True	2	True	2	True	2	True	2	True	2	True
snap386	F	snap386__F	SNP	C06	66.453	5727	0		no_full_length_no_gap	0	False						23	0.9583333333333334	91.304	2	0	gb|CM031008.1|	27642051	27642029	30.2	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap386	R	snap386__R	SNP	C06	66.453	1588	1	0.0	0	1	False	gb|CM031011.1|	14117213.0	14117179.0	-	69.9	35	1.0	100.0	0	0	gb|CM031011.1|	14117213	14117179	69.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap389	F	snap389__F	SNP	C09	71.155	1600	0		no_full_length_no_gap	0	False						26	0.896551724137931	100.0	0	0	gb|CM031014.1|	31653049	31653074	52.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap389	R	snap389__R	SNP	C09	71.155	837	1	0.0	0	1	False	gb|CM031014.1|	31653416.0	31653388.0	-	58.0	29	1.0	100.0	0	0	gb|CM031014.1|	31653416	31653388	58.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap390	F	snap390__F	SNP	C04	95.378	10711	0		no_full_length_no_gap	0	False						30	0.9090909090909091	100.0	0	0	gb|CM031009.1|	57021054	57021025	60.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap390	R	snap390__R	SNP	C04	95.378	1576	1	3.0	3	1	False	gb|CM031009.1|	2519463.0	2519487.0	+	26.3	25	1.0	88.0	3	0	gb|CM031009.1|	2519463	2519487	26.3	0	0	0	1	0	0	0	0	False	0	False	0	False	1	True	1	True	1	True
snap398	F	snap398__F	SNP	C05	56.02	737	0		no_full_length_no_gap	0	False						24	0.8888888888888888	100.0	0	0	gb|CM031010.1|	44973786	44973809	48.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap398	R	snap398__R	SNP	C05	56.02	2024	1	0.0	0	1	False	gb|CM031010.1|	44974136.0	44974113.0	-	48.1	24	1.0	100.0	0	0	gb|CM031010.1|	44974136	44974113	48.1	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap399	F	snap399__F	SNP	C07	73.94800000000001	2351	0		no_full_length_no_gap	0	False						25	0.8928571428571429	100.0	0	0	gb|CM031012.1|	39286236	39286260	50.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap399	R	snap399__R	SNP	C07	73.94800000000001	954	2	0.0	0	1	False	gb|CM031012.1|	39286566.0	39286537.0	-	60.0	30	1.0	100.0	0	0	gb|CM031012.1|	39286566	39286537	60.0	1	0	0	1	0	0	0	1	True	1	True	1	True	2	True	2	True	2	True
snap403	F	snap403__F	SNP	C02	118.087	414	0		no_full_length_no_gap	0	False						23	0.8846153846153846	100.0	0	0	gb|CM031007.1|	20030962	20030984	46.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap403	R	snap403__R	SNP	C02	118.087	1523	1	0.0	0	1	False	gb|CM031007.1|	20031323.0	20031293.0	-	61.9	31	1.0	100.0	0	0	gb|CM031007.1|	20031323	20031293	61.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap406	F	snap406__F	SNP	C02	127.89	2773	0		no_full_length_no_gap	0	False						22	0.88	100.0	0	0	gb|CM031007.1|	48483935	48483914	44.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap406	R	snap406__R	SNP	C02	127.89	2762	17	0.0	0	1	False	gb|CM031007.1|	48483599.0	48483630.0	+	63.9	32	1.0	100.0	0	0	gb|CM031007.1|	48483599	48483630	63.9	1	0	10	5	1	0	0	1	True	1	True	11	True	16	True	17	True	17	True
snap418	F	snap418__F	SNP	C08	104.43	1724	0		no_full_length_no_gap	0	False						27	0.9	100.0	0	0	gb|CM031013.1|	50181121	50181147	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap418	R	snap418__R	SNP	C08	104.43	932	2	0.0	0	1	False	gb|CM031013.1|	50181450.0	50181417.0	-	67.9	34	1.0	100.0	0	0	gb|CM031013.1|	50181450	50181417	67.9	1	0	0	1	0	0	0	1	True	1	True	1	True	2	True	2	True	2	True
snap426	F	snap426__F	SNP	C01	79.018	2744	1	3.0	3	1	False	gb|CM031010.1|	40756541.0	40756564.0	+	24.3	24	1.0	87.5	3	0	gb|CM031010.1|	40756541	40756564	24.3	0	0	0	1	0	0	0	0	False	0	False	0	False	1	True	1	True	1	True
snap426	R	snap426__R	SNP	C01	79.018	1779	92	0.0	0	1	False	gb|CM031006.1|	23691484.0	23691455.0	-	60.0	30	1.0	100.0	0	0	gb|CM031006.1|	23691484	23691455	60.0	1	22	38	25	6	0	0	1	True	23	True	61	True	86	True	92	True	92	True
snap432	F	snap432__F	SNP	C02	116.262	501	0		no_full_length_no_gap	0	False						25	0.8928571428571429	100.0	0	0	gb|CM031007.1|	11668889	11668913	50.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap432	R	snap432__R	SNP	C02	116.262	1946	1	0.0	0	1	False	gb|CM031007.1|	11669260.0	11669228.0	-	65.9	33	1.0	100.0	0	0	gb|CM031007.1|	11669260	11669228	65.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap438	F	snap438__F	SNP	C03	79.026	222	0		no_full_length_no_gap	0	False						24	0.8888888888888888	100.0	0	0	gb|CM031008.1|	30096260	30096237	48.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap438	R	snap438__R	SNP	C03	79.026	10179	1	0.0	0	1	False	gb|CM031008.1|	30095898.0	30095933.0	+	71.9	36	1.0	100.0	0	0	gb|CM031008.1|	30095898	30095933	71.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap446	F	snap446__F	SNP	C03	65.007	2768	0		no_full_length_no_gap	0	False						27	0.7941176470588235	100.0	0	0	gb|CM031008.1|	42713948	42713922	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap446	R	snap446__R	SNP	C03	65.007	1840	1	0.0	0	1	False	gb|CM031008.1|	42713617.0	42713646.0	+	60.0	30	1.0	100.0	0	0	gb|CM031008.1|	42713617	42713646	60.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap464	F	snap464__F	SNP	C09	60.715	677	0		no_full_length_no_gap	0	False						20	0.8695652173913043	100.0	0	0	gb|CM031014.1|	54145568	54145549	40.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap464	R	snap464__R	SNP	C09	60.715	1752	1	0.0	0	1	False	gb|CM031014.1|	54145201.0	54145236.0	+	71.9	36	1.0	100.0	0	0	gb|CM031014.1|	54145201	54145236	71.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap467	F	snap467__F	SNP	C02	121.198	1195	0		no_full_length_no_gap	0	False						24	0.8888888888888888	100.0	0	0	gb|CM031007.1|	40880917	40880940	48.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap467	R	snap467__R	SNP	C02	121.198	10694	4	0.0	0	1	False	gb|CM031007.1|	40881285.0	40881250.0	-	71.9	36	1.0	100.0	0	0	gb|CM031007.1|	40881285	40881250	71.9	1	0	0	0	0	3	0	1	True	1	True	1	True	1	True	1	True	4	True
snap468	F	snap468__F	SNP	C05	100.677	1924	0		no_full_length_no_gap	0	False						27	0.9	100.0	0	0	gb|CM031010.1|	56851163	56851137	54.0	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap468	R	snap468__R	SNP	C05	100.677	3859	1	0.0	0	1	False	gb|CM031010.1|	56850836.0	56850868.0	+	65.9	33	1.0	100.0	0	0	gb|CM031010.1|	56850836	56850868	65.9	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap477	F	snap477__F	SNP	C04	108.298	1047	0		no_full_length_no_gap	0	False						24	0.8888888888888888	100.0	0	0	gb|CM031009.1|	57107215	57107238	48.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap477	R	snap477__R	SNP	C04	108.298	590	1	0.0	0	1	False	gb|CM031009.1|	57107587.0	57107559.0	-	58.0	29	1.0	100.0	0	0	gb|CM031009.1|	57107587	57107559	58.0	1	0	0	0	0	0	0	1	True	1	True	1	True	1	True	1	True	1	True
snap485	F	snap485__F	SNP	C01	79.442	3178	0		no_full_length_no_gap	0	False						22	0.88	100.0	0	0	gb|CM031006.1|	32857830	32857809	44.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap485	R	snap485__R	SNP	C01	79.442	1866	0		no_full_length_no_gap	0	False						25	0.9259259259259259	96.0	1	0	gb|CM031006.1|	32857476	32857500	42.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap489	F	snap489__F	SNP	C02	127.441	941	0		no_full_length_no_gap	0	False						23	0.8846153846153846	100.0	0	0	gb|CM031007.1|	43510485	43510463	46.1	0	0	0	0	0	0	0	0	False	0	False	0	False	0	False	0	False	0	False
snap489	R	snap489__R	SNP	C02	127.441	1463	4	0.0	0	2	True	gb|CM031007.1|	43510121.0	43510151.0	+	61.9	31	1.0	100.0	0	0	gb|CM031007.1|	43510121	43510151	61.9	2	0	1	0	1	0	0	2	True	2	True	3	True	3	True	4	True	4	True
