marker_id	linkage_group	cM	marker_type	F_raw_hits	R_raw_hits	F_full_length_perfect_hits	R_full_length_perfect_hits	F_full_length_mm1_hits	R_full_length_mm1_hits	has_F_any_hit	has_R_any_hit	has_both_any_hit	has_F_perfect	has_R_perfect	has_both_primers_perfect	has_F_mm1	has_R_mm1	has_both_primers_mm1	F_multihit_perfect	R_multihit_perfect	F_multihit_mm1	R_multihit_mm1	in_strict_high_confidence_196	in_relaxed_mm1_collinear_222
snap1049	C09	1.655	SNP	1826	4209	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap105	C05	48.907	SNP	933	798	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1054	C01	94.988	SNP	657	982	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap1058	C04	103.826	SNP	2575	1229	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1059	C04	32.643	SNP	1969	2925	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1060	C04	29.777	SNP	936	3084	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1063	C09	69.284	SNP	3736	1108	0	2	0	2	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1065	C01	78.564	SNP	2129	4932	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1071	C09	66.844	SNP	1975	1080	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1073	C07	124.944	SNP	761	1802	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1074	C07	131.34799999999998	SNP	3430	3363	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1075	C07	123.39	SNP	1060	583	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1076	C07	120.188	SNP	849	2967	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap108	C06	72.256	SNP	1807	1797	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1098	C02	122.346	SNP	3336	1136	0	2	0	5	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap110	C03	95.84	SNP	3102	756	0	3	0	4	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1105	C08	47.224	SNP	2743	2943	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1111	C05	47.853	SNP	2142	2034	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap112	C04	97.439	SNP	788	439	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1121	C02	158.474	SNP	1631	839	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1123	C05	50.783	SNP	1521	1288	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap113	C04	90.701	SNP	2594	2150	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1136	C04	51.491	SNP	2211	1995	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1141	C04	51.697	SNP	1512	18571	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1149	C08	34.646	SNP	3097	1228	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap115	C03	57.558	SNP	2023	4090	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1152	C05	30.141	SNP	2988	5100	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1155	C08	32.701	SNP	754	1169	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1156	C08	28.103	SNP	3437	1302	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap116	C03	61.251	SNP	3156	2768	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1170	C05	72.044	SNP	3399	3781	0	2	0	3	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1172	C05	73.092	SNP	3592	1007	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1177	C04	54.843	SNP	459	400	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap118	C06	69.773	SNP	888	642	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1188	C08	47.667	SNP	3678	772	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1191	C01	59.746	SNP	743	1337	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1192	C01	58.082	SNP	3131	1593	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1195	C01	56.485	SNP	5614	4375	0	4	0	9	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1196	C01	55.256	SNP	776	3526	0	0	0	6	True	True	True	False	False	False	False	True	False	False	False	False	True	False	False
snap1197	C02	123.532	SNP	826	983	0	2	0	2	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1198	C07	83.108	SNP	1027	2039	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1200	C07	64.49	SNP	3474	1001	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1201	C08	2.908	SNP	5371	7251	0	11	0	49	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1202	C09	70.665	SNP	2651	3133	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1203	C03	120.544	SNP	3444	1214	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1207a	C04	51.223	SNP	1575	10747	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap1207b	C04	54.276	SNP	1575	10747	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap1208	C03	69.658	SNP	1543	1520	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap121	C03	61.108	SNP	1394	961	0	2	0	11	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1210	C03	70.305	SNP	675	10693	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1212	C04	58.369	SNP	1995	3005	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1213	C04	54.607	SNP	3177	1527	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1214	C04	73.35	SNP	3866	4827	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1215	C06	53.052	SNP	3954	5635	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1217a	C06	59.148	SNP	2168	1687	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1217b	C06	59.596	SNP	2168	1687	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1218	C06	59.829	SNP	707	1169	0	3	0	4	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1219	C06	34.659	SNP	2165	3357	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap122	C06	62.926	SNP	1835	1787	0	2	0	2	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1220	C06	35.699	SNP	1093	6895	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1222	C06	77.959	SNP	1233	1411	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1223	C06	88.501	SNP	693	1137	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1224	C09	14.639	SNP	1099	894	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1225	C09	0.0	SNP	3892	4261	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1226	C08	45.436	SNP	2858	1938	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1227	C08	50.341	SNP	8357	4513	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1228	C05	118.914	SNP	6767	2622	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1234	C07	120.903	SNP	2836	2896	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1237	C03	43.636	SNP	1419	6510	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1238	C05	113.517	SNP	770	3932	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1239	C03	118.259	SNP	3072	596	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap124	C06	66.967	SNP	3075	4576	0	2	0	2	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap125	C08	59.218	SNP	986	2013	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1250	C05	42.299	SNP	1835	806	0	30	0	62	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1259	C05	47.564	SNP	827	1156	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap126	C05	38.091	SNP	989	3362	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1261	C02	130.808	SNP	1500	2496	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1263	C02	128.993	SNP	2077	2496	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1268	C08	19.123	SNP	3474	1918	0	2	0	3	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap127	C01	69.56	SNP	941	423	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1277	C08	24.486	SNP	5762	7769	0	210	0	271	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1278	C08	26.846	SNP	677	2979	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1279	C08	31.532	SNP	1828	2148	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap128	C01	83.464	SNP	723	6560	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1280	C09	68.411	SNP	1124	4084	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1282	C09	61.075	SNP	904	1332	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1284	C09	68.022	SNP	1932	5490	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap1290	C07	87.74600000000001	SNP	406	822	0	17	0	43	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1292	C05	79.96	SNP	4685	2633	0	30	0	45	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1296	C06	75.082	SNP	9214	6283	0	2	0	2	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1297	C06	63.193	SNP	851	6226	0	1	9	1	True	True	True	False	True	False	True	True	True	False	False	True	False	False	False
snap130	C02	127.184	SNP	1180	3155	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1303	C03	65.341	SNP	490	339	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1310	C03	119.948	SNP	2406	3524	0	4	0	6	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1311	C03	150.697	SNP	1942	2013	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1316	C07	78.702	SNP	1693	373	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1318	C07	78.15700000000001	SNP	2524	1391	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap132	C03	54.285	SNP	894	1213	0	1	0	6	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap133	C05	46.906	SNP	2661	1607	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1336	C01	86.464	SNP	1921	2392	0	2	0	49	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap134	C05	53.284	SNP	1408	971	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1344	C06	95.169	SNP	4617	1361	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1345	C07	115.922	SNP	2543	2758	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1346	C08	38.742	SNP	2392	2609	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1349	C08	39.105	SNP	2587	2758	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1357	C04	119.617	SNP	705	2210	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1361	C06	100.1	SNP	1584	1139	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1362	C06	81.114	SNP	803	3587	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1364	C06	64.738	SNP	558	1629	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1368	C04	8.587	SNP	682	2397	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1369	C09	10.101	SNP	767	562	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap137	C07	89.60600000000001	SNP	1078	4014	0	2	0	2	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1370	C09	12.965	SNP	1258	584	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1373	C02	134.533	SNP	1682	3373	0	17	0	79	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1374	C02	131.635	SNP	609	5017	0	134	0	398	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1376	C09	3.523	SNP	11813	3827	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1379	C06	50.288	SNP	1702	3820	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap138	C01	89.66	SNP	2807	1108	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1380	C03	29.671	SNP	7988	2908	0	3	0	8	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1381	C08	49.599	SNP	4224	800	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1382	C08	46.315	SNP	1285	6100	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1384	C08	46.557	SNP	5496	2676	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1390	C05	120.232	SNP	2901	4955	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1392	C06	72.836	SNP	6858	2238	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1394	C06	66.819	SNP	3649	2574	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1402	C07	116.625	SNP	5039	2509	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap141	C08	39.813	SNP	1586	3531	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1412	C03	63.959	SNP	546	4555	0	61	0	132	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1417	C05	56.538	SNP	1205	2578	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap142	C08	42.596	SNP	1454	4292	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1438	C03	39.22	SNP	1986	2511	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap144	C02	126.878	SNP	2332	955	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1440	C03	38.721	SNP	3595	2279	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1447	C04	15.946	SNP	8492	2325	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1452	C05	30.869	SNP	2567	2025	0	1	0	3	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap1453	C06	56.945	SNP	3775	6465	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1457	C03	37.962	SNP	2330	741	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1458	C03	37.737	SNP	4277	1717	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1463	C09	50.215	SNP	4369	7179	0	3	0	3	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1477	C05	111.808	SNP	2571	7759	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1478	C05	112.351	SNP	3149	7185	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1479	C05	112.676	SNP	1047	4547	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1480	C05	110.39	SNP	3704	2185	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1484	C03	91.869	SNP	524	2325	0	1	2	1	True	True	True	False	True	False	True	True	True	False	False	True	False	False	False
snap149	C02	105.454	SNP	2613	2290	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1490	C03	48.154	SNP	4955	2454	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1496	C08	34.41	SNP	262	417	0	5	0	6	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1497	C03	116.797	SNP	1121	795	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1498	C03	116.489	SNP	1329	2710	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1499	C03	117.78	SNP	1919	968	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1508	C07	91.631	SNP	91335	4522	8	1	16	6	True	True	True	True	True	True	True	True	True	True	False	True	True	False	False
snap1511	C07	92.711	SNP	5645	1605	0	84	0	152	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1512	C07	104.365	SNP	1492	2284	0	105	0	117	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap152	C02	129.52	SNP	2330	7339	0	286	0	357	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1545	C06	69.242	SNP	811	2711	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap155	C05	45.11	SNP	543	1807	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1557	C01	75.031	SNP	1221	3786	0	1	0	10	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap1563	C08	16.348	SNP	442	563	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap157	C01	71.273	SNP	452	2527	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1601	C06	58.345	SNP	932	2996	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1602	C06	13.457	SNP	1031	626	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1603	C06	12.632	SNP	1402	1018	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1604	C05	50.496	SNP	2337	1734	0	22	0	32	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1605	C05	50.288	SNP	378	1659	0	4	0	15	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1606	C06	85.804	SNP	2076	2471	0	51	0	63	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1607	C06	74.851	SNP	1614	2433	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1609	C09	64.762	SNP	529	5423	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap161	C06	80.306	SNP	853	2482	0	1	0	3	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap1613	C07	92.002	SNP	3682	1326	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap1615	C02	132.933	SNP	16173	9855	0	0	0	2	True	True	True	False	False	False	False	True	False	False	False	False	True	False	False
snap1617	C01	82.428	SNP	1599	1476	0	2	0	2	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1619	C05	49.496	SNP	96181	2754	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap162	C03	60.928	SNP	1138	1183	0	2	1	4	True	True	True	False	True	False	True	True	True	False	True	False	True	False	False
snap1620	C05	29.498	SNP	3863	4447	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1621	C03	93.604	SNP	2277	2990	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1622	C03	94.054	SNP	428	7943	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1628	C07	91.428	SNP	1343	247	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1629	C04	58.047	SNP	2994	2385	0	101	0	175	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap163	C09	73.0	SNP	2290	778	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1630	C04	58.133	SNP	1419	3915	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1632	C06	71.115	SNP	13967	3315	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1634	C06	48.266	SNP	1461	4028	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1637	C03	96.678	SNP	1457	2213	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1639	C07	81.938	SNP	8314	99013	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1640	C04	52.31	SNP	1858	480	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1641	C08	69.348	SNP	5271	1977	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1642	C08	60.336	SNP	6238	8156	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1648a	C08	30.265	SNP	2363	1020	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1648b	C08	30.609	SNP	2363	1020	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1649	C01	52.626	SNP	12418	2480	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1650	C03	134.041	SNP	1739	1777	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1651	C03	77.91	SNP	2331	3145	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1653	C07	62.253	SNP	1615	1340	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1654	C07	61.423	SNP	6740	4303	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1655a	C01	87.734	SNP	4476	1734	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1655b	C01	88.89	SNP	4476	1734	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1659	C05	52.712	SNP	4822	3637	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap165a	C09	76.375	SNP	830	2683	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap165b	C09	76.375	SNP	830	2683	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap165c	C09	79.198	SNP	830	2683	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1660	C05	51.332	SNP	4714	7050	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1661	C03	112.081	SNP	2479	1714	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1662	C03	112.324	SNP	1723	2102	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1663	C02	136.565	SNP	830	821	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1665	C01	46.647	SNP	1773	1685	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1666	C01	45.682	SNP	1592	1705	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1668	C01	78.172	SNP	12916	690	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap167	C01	90.944	SNP	4366	1934	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap1670	C09	61.401	SNP	2018	1585	0	5	0	9	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1677	C03	42.55	SNP	2914	2073	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1678	C06	36.991	SNP	733	12907	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap168	C01	78.886	SNP	4715	666	0	1	0	2	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap1680	C03	48.664	SNP	3142	4431	0	1	0	4	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap1683	C07	91.183	SNP	2112	4110	0	0	2	0	True	True	True	False	False	False	True	False	False	False	False	True	False	False	False
snap1686	C06	77.406	SNP	2702	4169	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1689	C02	131.347	SNP	2530	2560	0	1	0	3	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False
snap169	C01	86.291	SNP	1345	3209	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1690	C02	132.312	SNP	2012	4028	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1691	C07	90.967	SNP	1596	1248	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1693	C01	67.672	SNP	3106	1671	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1697	C03	73.593	SNP	2660	723	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1698	C03	71.495	SNP	3319	4936	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1700	C09	65.772	SNP	3120	1423	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1719	C08	19.23	SNP	2591	7285	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1726	C08	70.833	SNP	2689	2737	0	0	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False
snap1728	C03	152.224	SNP	5590	1324	0	0	0	1	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
snap1731	C07	77.43700000000001	SNP	990	841	0	2	0	2	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False
snap1739	C01	62.556	SNP	586	4521	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap174	C07	7.377	SNP	1617	987	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
snap1743	C06	90.993	SNP	1604	1116	0	1	0	1	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False
