marker_id	primer_side	qseqid	linkage_group	cM	marker_type	raw_hits	full_length_hits	full_length_perfect_hits	full_length_mm1_hits	has_any_blast_hit	has_full_length_hit	has_full_length_perfect_hit	has_full_length_mm1_hit	is_multihit_perfect	is_multihit_mm1	min_mismatch_full_length	best_bitscore
snap066	F	snap066__F	C07	106.822	SNP	1966	0	0	0	True	False	False	False	False	False		61.9
snap066	R	snap066__R	C07	106.822	SNP	2146	4	4	4	True	True	True	True	True	True	0.0	71.9
BrBAC088	F	BrBAC088__F	C07	108.226	SSR	453	0	0	0	True	False	False	False	False	False		28.2
BrBAC088	R	BrBAC088__R	C07	108.226	SSR	4147	0	0	0	True	False	False	False	False	False		30.2
BoSF030	F	BoSF030__F	C07	108.987	SSR	1323	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF030	R	BoSF030__R	C07	108.987	SSR	5250	6	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2614	F	BoSF2614__F	C07	113.681	SSR	7656	2	2	2	True	True	True	True	True	True	0.0	40.1
BoSF2614	R	BoSF2614__R	C07	113.681	SSR	9445	3	1	1	True	True	True	True	False	False	0.0	40.1
snap099a	F	snap099a__F	C07	115.032	SNP	2497	0	0	0	True	False	False	False	False	False		58.0
snap099a	R	snap099a__R	C07	115.032	SNP	2509	1	1	1	True	True	True	True	False	False	0.0	58.0
snap099b	F	snap099b__F	C07	115.471	SNP	2497	0	0	0	True	False	False	False	False	False		58.0
snap099b	R	snap099b__R	C07	115.471	SNP	2509	1	1	1	True	True	True	True	False	False	0.0	58.0
snap1345	F	snap1345__F	C07	115.922	SNP	2543	0	0	0	True	False	False	False	False	False		48.1
snap1345	R	snap1345__R	C07	115.922	SNP	2758	0	0	0	True	False	False	False	False	False		56.0
snap1402	F	snap1402__F	C07	116.625	SNP	5039	0	0	0	True	False	False	False	False	False		58.0
snap1402	R	snap1402__R	C07	116.625	SNP	2509	0	0	0	True	False	False	False	False	False		34.2
snap827	F	snap827__F	C07	117.572	SNP	2496	0	0	0	True	False	False	False	False	False		58.0
snap827	R	snap827__R	C07	117.572	SNP	1446	1	1	1	True	True	True	True	False	False	0.0	63.9
snap1897	F	snap1897__F	C07	118.199	SNP	2040	0	0	0	True	False	False	False	False	False		50.1
snap1897	R	snap1897__R	C07	118.199	SNP	926	2	1	1	True	True	True	True	False	False	0.0	58.0
BrBAC290	F	BrBAC290__F	C07	118.787	SSR	2197	0	0	0	True	False	False	False	False	False		34.2
BrBAC290	R	BrBAC290__R	C07	118.787	SSR	2121	2	0	2	True	True	False	True	False	True	1.0	32.2
snap265	F	snap265__F	C07	119.488	SNP	1505	0	0	0	True	False	False	False	False	False		44.1
snap265	R	snap265__R	C07	119.488	SNP	730	2	1	2	True	True	True	True	False	True	0.0	54.0
snap1076	F	snap1076__F	C07	120.188	SNP	849	0	0	0	True	False	False	False	False	False		34.2
snap1076	R	snap1076__R	C07	120.188	SNP	2967	0	0	0	True	False	False	False	False	False		56.0
snap1234	F	snap1234__F	C07	120.903	SNP	2836	0	0	0	True	False	False	False	False	False		32.2
snap1234	R	snap1234__R	C07	120.903	SNP	2896	0	0	0	True	False	False	False	False	False		34.2
BoSF2406	F	BoSF2406__F	C07	121.17	SSR	1871	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2406	R	BoSF2406__R	C07	121.17	SSR	1373	2	1	1	True	True	True	True	False	False	0.0	38.2
snap1898	F	snap1898__F	C07	121.777	SNP	3849	0	0	0	True	False	False	False	False	False		50.1
snap1898	R	snap1898__R	C07	121.777	SNP	2267	1	1	1	True	True	True	True	False	False	0.0	61.9
BoSF1419	F	BoSF1419__F	C07	122.864	SSR	3681	0	0	0	True	False	False	False	False	False		32.2
BoSF1419	R	BoSF1419__R	C07	122.864	SSR	1122	0	0	0	True	False	False	False	False	False		34.2
snap1075	F	snap1075__F	C07	123.39	SNP	1060	0	0	0	True	False	False	False	False	False		38.2
snap1075	R	snap1075__R	C07	123.39	SNP	583	1	1	1	True	True	True	True	False	False	0.0	58.0
snap1073	F	snap1073__F	C07	124.944	SNP	761	0	0	0	True	False	False	False	False	False		36.2
snap1073	R	snap1073__R	C07	124.944	SNP	1802	0	0	0	True	False	False	False	False	False		36.2
BoSF2784	F	BoSF2784__F	C07	128.516	SSR	6722	1	0	1	True	True	False	True	False	False	1.0	34.2
BoSF2784	R	BoSF2784__R	C07	128.516	SSR	3850	3	1	1	True	True	True	True	False	False	0.0	40.1
snap1074	F	snap1074__F	C07	131.34799999999998	SNP	3430	0	0	0	True	False	False	False	False	False		65.9
snap1074	R	snap1074__R	C07	131.34799999999998	SNP	3363	1	0	1	True	True	False	True	False	False	1.0	52.0
snap359	F	snap359__F	C07	141.975	SNP	369	0	0	0	True	False	False	False	False	False		48.1
snap359	R	snap359__R	C07	141.975	SNP	2065	2	2	2	True	True	True	True	True	True	0.0	61.9
BrSF018	F	BrSF018__F	C07	145.0	SSR	1669	1	0	0	True	True	False	False	False	False	2.0	36.2
BrSF018	R	BrSF018__R	C07	145.0	SSR	15246	3	2	2	True	True	True	True	True	True	0.0	40.1
BrSF422	F	BrSF422__F	C08	0.0	SSR	4357	4	2	4	True	True	True	True	True	True	0.0	42.1
BrSF422	R	BrSF422__R	C08	0.0	SSR	1735	6	4	6	True	True	True	True	True	True	0.0	40.1
BoSF1461	F	BoSF1461__F	C08	2.706	SSR	3355	7	2	3	True	True	True	True	True	True	0.0	40.1
BoSF1461	R	BoSF1461__R	C08	2.706	SSR	2244	1	1	1	True	True	True	True	False	False	0.0	40.1
snap1201	F	snap1201__F	C08	2.908	SNP	5371	1	0	0	True	True	False	False	False	False	3.0	65.9
snap1201	R	snap1201__R	C08	2.908	SNP	7251	67	11	49	True	True	True	True	True	True	0.0	50.1
snap1563	F	snap1563__F	C08	16.348	SNP	442	0	0	0	True	False	False	False	False	False		46.1
snap1563	R	snap1563__R	C08	16.348	SNP	563	1	1	1	True	True	True	True	False	False	0.0	54.0
snap1268	F	snap1268__F	C08	19.123	SNP	3474	0	0	0	True	False	False	False	False	False		56.0
snap1268	R	snap1268__R	C08	19.123	SNP	1918	3	2	3	True	True	True	True	True	True	0.0	52.0
snap1719	F	snap1719__F	C08	19.23	SNP	2591	0	0	0	True	False	False	False	False	False		46.1
snap1719	R	snap1719__R	C08	19.23	SNP	7285	1	0	1	True	True	False	True	False	False	1.0	63.9
snap1789	F	snap1789__F	C08	20.993	SNP	3122	0	0	0	True	False	False	False	False	False		63.9
snap1789	R	snap1789__R	C08	20.993	SNP	2013	1	1	1	True	True	True	True	False	False	0.0	69.9
snap1859	F	snap1859__F	C08	22.604	SNP	1517	0	0	0	True	False	False	False	False	False		50.1
snap1859	R	snap1859__R	C08	22.604	SNP	10296	0	0	0	True	False	False	False	False	False		58.0
snap1277	F	snap1277__F	C08	24.486	SNP	5762	0	0	0	True	False	False	False	False	False		65.9
snap1277	R	snap1277__R	C08	24.486	SNP	7769	282	210	271	True	True	True	True	True	True	0.0	58.0
snap1964	F	snap1964__F	C08	25.229	SNP	2232	0	0	0	True	False	False	False	False	False		56.0
snap1964	R	snap1964__R	C08	25.229	SNP	484	2	1	1	True	True	True	True	False	False	0.0	52.0
snap1278	F	snap1278__F	C08	26.846	SNP	677	0	0	0	True	False	False	False	False	False		50.1
snap1278	R	snap1278__R	C08	26.846	SNP	2979	1	1	1	True	True	True	True	False	False	0.0	60.0
snap370	F	snap370__F	C08	27.273	SNP	4151	0	0	0	True	False	False	False	False	False		65.9
snap370	R	snap370__R	C08	27.273	SNP	987	103	0	5	True	True	False	True	False	True	1.0	50.1
snap1156	F	snap1156__F	C08	28.103	SNP	3437	0	0	0	True	False	False	False	False	False		54.0
snap1156	R	snap1156__R	C08	28.103	SNP	1302	1	1	1	True	True	True	True	False	False	0.0	60.0
snap726	F	snap726__F	C08	28.47	SNP	1037	0	0	0	True	False	False	False	False	False		36.2
snap726	R	snap726__R	C08	28.47	SNP	1373	1	1	1	True	True	True	True	False	False	0.0	50.1
snap051	F	snap051__F	C08	29.076	SNP	525	2	0	0	True	True	False	False	False	False	2.0	38.2
snap051	R	snap051__R	C08	29.076	SNP	1632	1	1	1	True	True	True	True	False	False	0.0	60.0
snap005	F	snap005__F	C08	29.548	SNP	866	0	0	0	True	False	False	False	False	False		54.0
snap005	R	snap005__R	C08	29.548	SNP	812	0	0	0	True	False	False	False	False	False		54.0
snap617	F	snap617__F	C08	29.702	SNP	938	0	0	0	True	False	False	False	False	False		32.2
snap617	R	snap617__R	C08	29.702	SNP	3610	1	1	1	True	True	True	True	False	False	0.0	61.9
snap232	F	snap232__F	C08	29.982	SNP	4299	0	0	0	True	False	False	False	False	False		44.1
snap232	R	snap232__R	C08	29.982	SNP	9745	3	1	1	True	True	True	True	False	False	0.0	63.9
snap1648a	F	snap1648a__F	C08	30.265	SNP	2363	0	0	0	True	False	False	False	False	False		65.9
snap1648a	R	snap1648a__R	C08	30.265	SNP	1020	1	0	1	True	True	False	True	False	False	1.0	52.0
snap1648b	F	snap1648b__F	C08	30.609	SNP	2363	0	0	0	True	False	False	False	False	False		65.9
snap1648b	R	snap1648b__R	C08	30.609	SNP	1020	1	0	1	True	True	False	True	False	False	1.0	52.0
snap1990	F	snap1990__F	C08	30.894	SNP	1137	0	0	0	True	False	False	False	False	False		60.0
snap1990	R	snap1990__R	C08	30.894	SNP	2401	1	1	1	True	True	True	True	False	False	0.0	67.9
BoE916	F	BoE916__F	C08	31.205	SSR	1435	0	0	0	True	False	False	False	False	False		34.2
BoE916	R	BoE916__R	C08	31.205	SSR	6037	0	0	0	True	False	False	False	False	False		38.2
snap1989	F	snap1989__F	C08	31.337	SNP	2181	0	0	0	True	False	False	False	False	False		48.1
snap1989	R	snap1989__R	C08	31.337	SNP	2764	6	2	5	True	True	True	True	True	True	0.0	69.9
snap1279	F	snap1279__F	C08	31.532	SNP	1828	0	0	0	True	False	False	False	False	False		44.1
snap1279	R	snap1279__R	C08	31.532	SNP	2148	1	1	1	True	True	True	True	False	False	0.0	48.1
BoSF2594	F	BoSF2594__F	C08	31.834	SSR	890	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2594	R	BoSF2594__R	C08	31.834	SSR	3233	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2427	F	BoSF2427__F	C08	31.956	SSR	2727	8	2	6	True	True	True	True	True	True	0.0	40.1
BoSF2427	R	BoSF2427__R	C08	31.956	SSR	1083	1	1	1	True	True	True	True	False	False	0.0	40.1
snap055	F	snap055__F	C08	32.279	SNP	1843	0	0	0	True	False	False	False	False	False		50.1
snap055	R	snap055__R	C08	32.279	SNP	1392	20	1	1	True	True	True	True	False	False	0.0	58.0
snap1155	F	snap1155__F	C08	32.701	SNP	754	0	0	0	True	False	False	False	False	False		40.1
snap1155	R	snap1155__R	C08	32.701	SNP	1169	1	1	1	True	True	True	True	False	False	0.0	58.0
snap839	F	snap839__F	C08	32.784	SNP	3581	0	0	0	True	False	False	False	False	False		54.0
snap839	R	snap839__R	C08	32.784	SNP	3605	1	1	1	True	True	True	True	False	False	0.0	48.1
BoSF034	F	BoSF034__F	C08	33.136	SSR	1534	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF034	R	BoSF034__R	C08	33.136	SSR	2118	13	6	10	True	True	True	True	True	True	0.0	40.1
snap777	F	snap777__F	C08	33.389	SNP	1841	0	0	0	True	False	False	False	False	False		58.0
snap777	R	snap777__R	C08	33.389	SNP	1311	1	1	1	True	True	True	True	False	False	0.0	65.9
snap371	F	snap371__F	C08	33.528	SNP	1953	0	0	0	True	False	False	False	False	False		50.1
snap371	R	snap371__R	C08	33.528	SNP	6359	37	3	5	True	True	True	True	True	True	0.0	71.9
BoSF1746	F	BoSF1746__F	C08	33.705	SSR	2543	11	0	0	True	True	False	False	False	False	2.0	32.2
BoSF1746	R	BoSF1746__R	C08	33.705	SSR	1538	74	35	65	True	True	True	True	True	True	0.0	40.1
FITO298	F	FITO298__F	C08	33.819	SSR	5350	1	1	1	True	True	True	True	False	False	0.0	42.1
FITO298	R	FITO298__R	C08	33.819	SSR	1215	7	6	7	True	True	True	True	True	True	0.0	36.2
BoSF2416a	F	BoSF2416a__F	C08	33.939	SSR	1523	4	3	3	True	True	True	True	True	True	0.0	40.1
BoSF2416a	R	BoSF2416a__R	C08	33.939	SSR	1310	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2311	F	BoSF2311__F	C08	34.203	SSR	2199	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2311	R	BoSF2311__R	C08	34.203	SSR	2457	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF168	F	BoSF168__F	C08	34.264	SSR	1439	2	1	2	True	True	True	True	False	True	0.0	40.1
BoSF168	R	BoSF168__R	C08	34.264	SSR	1592	12	4	11	True	True	True	True	True	True	0.0	40.1
BoE134	F	BoE134__F	C08	34.276	SSR	8076	1	0	1	True	True	False	True	False	False	1.0	40.1
BoE134	R	BoE134__R	C08	34.276	SSR	4135	1	1	1	True	True	True	True	False	False	0.0	40.1
snap1496	F	snap1496__F	C08	34.41	SNP	262	0	0	0	True	False	False	False	False	False		34.2
snap1496	R	snap1496__R	C08	34.41	SNP	417	6	5	6	True	True	True	True	True	True	0.0	52.0
BoSF444	F	BoSF444__F	C08	34.502	SSR	1388	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF444	R	BoSF444__R	C08	34.502	SSR	5148	1	1	1	True	True	True	True	False	False	0.0	44.1
snap1149	F	snap1149__F	C08	34.646	SNP	3097	0	0	0	True	False	False	False	False	False		63.9
snap1149	R	snap1149__R	C08	34.646	SNP	1228	2	1	1	True	True	True	True	False	False	0.0	67.9
BoSF2416b	F	BoSF2416b__F	C08	34.844	SSR	1523	4	3	3	True	True	True	True	True	True	0.0	40.1
BoSF2416b	R	BoSF2416b__R	C08	34.844	SSR	1310	1	1	1	True	True	True	True	False	False	0.0	40.1
snap054	F	snap054__F	C08	35.282	SNP	751	0	0	0	True	False	False	False	False	False		56.0
snap054	R	snap054__R	C08	35.282	SNP	681	1	1	1	True	True	True	True	False	False	0.0	56.0
snap101	F	snap101__F	C08	35.938	SNP	538	0	0	0	True	False	False	False	False	False		50.1
snap101	R	snap101__R	C08	35.938	SNP	2112	24	7	11	True	True	True	True	True	True	0.0	46.1
snap1963	F	snap1963__F	C08	36.459	SNP	2055	0	0	0	True	False	False	False	False	False		56.0
snap1963	R	snap1963__R	C08	36.459	SNP	484	2	1	1	True	True	True	True	False	False	0.0	52.0
snap616	F	snap616__F	C08	37.049	SNP	1195	0	0	0	True	False	False	False	False	False		52.0
snap616	R	snap616__R	C08	37.049	SNP	688	1	1	1	True	True	True	True	False	False	0.0	52.0
snap059	F	snap059__F	C08	37.744	SNP	1611	0	0	0	True	False	False	False	False	False		61.9
snap059	R	snap059__R	C08	37.744	SNP	943	1	1	1	True	True	True	True	False	False	0.0	54.0
BoSF1857	F	BoSF1857__F	C08	38.448	SSR	9016	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1857	R	BoSF1857__R	C08	38.448	SSR	1582	1	0	1	True	True	False	True	False	False	1.0	32.2
snap1346	F	snap1346__F	C08	38.742	SNP	2392	0	0	0	True	False	False	False	False	False		34.2
snap1346	R	snap1346__R	C08	38.742	SNP	2609	1	1	1	True	True	True	True	False	False	0.0	58.0
snap1349	F	snap1349__F	C08	39.105	SNP	2587	2	0	0	True	True	False	False	False	False	2.0	38.2
snap1349	R	snap1349__R	C08	39.105	SNP	2758	1	0	1	True	True	False	True	False	False	1.0	61.9
snap141	F	snap141__F	C08	39.813	SNP	1586	0	0	0	True	False	False	False	False	False		54.0
snap141	R	snap141__R	C08	39.813	SNP	3531	3	1	1	True	True	True	True	False	False	0.0	61.9
BoE756	F	BoE756__F	C08	40.277	SSR	666	1	1	1	True	True	True	True	False	False	0.0	42.1
BoE756	R	BoE756__R	C08	40.277	SSR	8806	0	0	0	True	False	False	False	False	False		40.1
BoE035	F	BoE035__F	C08	40.87	SSR	7503	2	1	1	True	True	True	True	False	False	0.0	40.1
BoE035	R	BoE035__R	C08	40.87	SSR	2267	1	1	1	True	True	True	True	False	False	0.0	48.1
BrSF038	F	BrSF038__F	C08	41.265	SSR	5080	2	1	2	True	True	True	True	False	True	0.0	40.1
BrSF038	R	BrSF038__R	C08	41.265	SSR	2674	0	0	0	True	False	False	False	False	False		34.2
snap688	F	snap688__F	C08	41.569	SNP	1435	0	0	0	True	False	False	False	False	False		28.2
snap688	R	snap688__R	C08	41.569	SNP	6129	2	2	2	True	True	True	True	True	True	0.0	71.9
snap142	F	snap142__F	C08	42.596	SNP	1454	0	0	0	True	False	False	False	False	False		56.0
snap142	R	snap142__R	C08	42.596	SNP	4292	1	1	1	True	True	True	True	False	False	0.0	50.1
BoSF2403	F	BoSF2403__F	C08	43.557	SSR	6152	2	0	1	True	True	False	True	False	False	1.0	32.2
BoSF2403	R	BoSF2403__R	C08	43.557	SSR	823	1	1	1	True	True	True	True	False	False	0.0	40.1
BoE013	F	BoE013__F	C08	44.362	SSR	9730	2	0	2	True	True	False	True	False	True	1.0	30.2
BoE013	R	BoE013__R	C08	44.362	SSR	1374	2	1	2	True	True	True	True	False	True	0.0	38.2
snap1226	F	snap1226__F	C08	45.436	SNP	2858	0	0	0	True	False	False	False	False	False		56.0
snap1226	R	snap1226__R	C08	45.436	SNP	1938	1	1	1	True	True	True	True	False	False	0.0	50.1
snap510	F	snap510__F	C08	45.853	SNP	1669	0	0	0	True	False	False	False	False	False		38.2
snap510	R	snap510__R	C08	45.853	SNP	1316	1	1	1	True	True	True	True	False	False	0.0	69.9
snap1382	F	snap1382__F	C08	46.315	SNP	1285	0	0	0	True	False	False	False	False	False		50.1
snap1382	R	snap1382__R	C08	46.315	SNP	6100	1	1	1	True	True	True	True	False	False	0.0	71.9
snap1384	F	snap1384__F	C08	46.557	SNP	5496	0	0	0	True	False	False	False	False	False		40.1
snap1384	R	snap1384__R	C08	46.557	SNP	2676	1	1	1	True	True	True	True	False	False	0.0	69.9
BoSF2749	F	BoSF2749__F	C08	46.879	SSR	1888	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2749	R	BoSF2749__R	C08	46.879	SSR	988	3	1	1	True	True	True	True	False	False	0.0	40.1
snap1105	F	snap1105__F	C08	47.224	SNP	2743	0	0	0	True	False	False	False	False	False		63.9
snap1105	R	snap1105__R	C08	47.224	SNP	2943	2	1	1	True	True	True	True	False	False	0.0	61.9
snap1188	F	snap1188__F	C08	47.667	SNP	3678	0	0	0	True	False	False	False	False	False		58.0
snap1188	R	snap1188__R	C08	47.667	SNP	772	0	0	0	True	False	False	False	False	False		56.0
BoSF2678	F	BoSF2678__F	C08	47.891	SSR	1699	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2678	R	BoSF2678__R	C08	47.891	SSR	2913	3	0	3	True	True	False	True	False	True	1.0	32.2
BoSF1100	F	BoSF1100__F	C08	48.371	SSR	3953	1	0	0	True	True	False	False	False	False	2.0	34.2
BoSF1100	R	BoSF1100__R	C08	48.371	SSR	912	0	0	0	True	False	False	False	False	False		32.2
snap1381	F	snap1381__F	C08	49.599	SNP	4224	0	0	0	True	False	False	False	False	False		56.0
snap1381	R	snap1381__R	C08	49.599	SNP	800	3	1	1	True	True	True	True	False	False	0.0	63.9
snap1227	F	snap1227__F	C08	50.341	SNP	8357	0	0	0	True	False	False	False	False	False		42.1
snap1227	R	snap1227__R	C08	50.341	SNP	4513	1	1	1	True	True	True	True	False	False	0.0	67.9
BoSF1224	F	BoSF1224__F	C08	52.431	SSR	3568	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1224	R	BoSF1224__R	C08	52.431	SSR	2540	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2743	F	BoSF2743__F	C08	52.795	SSR	2070	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2743	R	BoSF2743__R	C08	52.795	SSR	1372	1	0	1	True	True	False	True	False	False	1.0	32.2
BoSF945	F	BoSF945__F	C08	53.34	SSR	4488	11	1	1	True	True	True	True	False	False	0.0	40.1
BoSF945	R	BoSF945__R	C08	53.34	SSR	3576	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1220	F	BoSF1220__F	C08	53.798	SSR	4124	0	0	0	True	False	False	False	False	False		32.2
BoSF1220	R	BoSF1220__R	C08	53.798	SSR	1797	0	0	0	True	False	False	False	False	False		28.2
BoE615	F	BoE615__F	C08	54.25	SSR	5278	6	1	1	True	True	True	True	False	False	0.0	46.1
BoE615	R	BoE615__R	C08	54.25	SSR	3133	1	1	1	True	True	True	True	False	False	0.0	44.1
BoSF2979	F	BoSF2979__F	C08	54.571	SSR	2458	1	1	1	True	True	True	True	False	False	0.0	54.0
BoSF2979	R	BoSF2979__R	C08	54.571	SSR	4990	1	1	1	True	True	True	True	False	False	0.0	50.1
BoSF2585	F	BoSF2585__F	C08	55.083	SSR	1952	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2585	R	BoSF2585__R	C08	55.083	SSR	10994	1	0	1	True	True	False	True	False	False	1.0	36.2
snap343	F	snap343__F	C08	56.577	SNP	784	0	0	0	True	False	False	False	False	False		50.1
snap343	R	snap343__R	C08	56.577	SNP	830	1	1	1	True	True	True	True	False	False	0.0	60.0
snap588	F	snap588__F	C08	57.017	SNP	539	0	0	0	True	False	False	False	False	False		50.1
snap588	R	snap588__R	C08	57.017	SNP	848	0	0	0	True	False	False	False	False	False		38.2
Ol12G04a	F	Ol12G04a__F	C08	57.93	SSR	1253	1	0	1	True	True	False	True	False	False	1.0	32.2
Ol12G04a	R	Ol12G04a__R	C08	57.93	SSR	649	1	1	1	True	True	True	True	False	False	0.0	40.1
snap589	F	snap589__F	C08	58.354	SNP	1323	0	0	0	True	False	False	False	False	False		54.0
snap589	R	snap589__R	C08	58.354	SNP	5555	1	1	1	True	True	True	True	False	False	0.0	71.9
Ol12G04b	F	Ol12G04b__F	C08	58.493	SSR	1253	1	0	1	True	True	False	True	False	False	1.0	32.2
Ol12G04b	R	Ol12G04b__R	C08	58.493	SSR	649	1	1	1	True	True	True	True	False	False	0.0	40.1
snap676	F	snap676__F	C08	58.741	SNP	1788	0	0	0	True	False	False	False	False	False		48.1
snap676	R	snap676__R	C08	58.741	SNP	4838	1	1	1	True	True	True	True	False	False	0.0	54.0
snap125	F	snap125__F	C08	59.218	SNP	986	0	0	0	True	False	False	False	False	False		61.9
snap125	R	snap125__R	C08	59.218	SNP	2013	1	0	1	True	True	False	True	False	False	1.0	54.0
snap1642	F	snap1642__F	C08	60.336	SNP	6238	0	0	0	True	False	False	False	False	False		44.1
snap1642	R	snap1642__R	C08	60.336	SNP	8156	1	1	1	True	True	True	True	False	False	0.0	71.9
snap735	F	snap735__F	C08	61.377	SNP	1673	0	0	0	True	False	False	False	False	False		54.0
snap735	R	snap735__R	C08	61.377	SNP	3483	1	1	1	True	True	True	True	False	False	0.0	63.9
snap1890	F	snap1890__F	C08	62.375	SNP	2197	0	0	0	True	False	False	False	False	False		61.9
snap1890	R	snap1890__R	C08	62.375	SNP	2885	1	1	1	True	True	True	True	False	False	0.0	61.9
snap026a	F	snap026a__F	C08	63.082	SNP	979	0	0	0	True	False	False	False	False	False		38.2
snap026a	R	snap026a__R	C08	63.082	SNP	898	1	1	1	True	True	True	True	False	False	0.0	54.0
BoSF2407	F	BoSF2407__F	C08	63.528	SSR	754	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2407	R	BoSF2407__R	C08	63.528	SSR	3408	2	1	1	True	True	True	True	False	False	0.0	40.1
snap734	F	snap734__F	C08	64.022	SNP	2982	0	0	0	True	False	False	False	False	False		56.0
snap734	R	snap734__R	C08	64.022	SNP	3353	1	1	1	True	True	True	True	False	False	0.0	63.9
BoSF2981	F	BoSF2981__F	C08	64.474	SSR	999	0	0	0	True	False	False	False	False	False		38.2
BoSF2981	R	BoSF2981__R	C08	64.474	SSR	7610	37	19	33	True	True	True	True	True	True	0.0	52.0
snap026b	F	snap026b__F	C08	65.168	SNP	979	0	0	0	True	False	False	False	False	False		38.2
snap026b	R	snap026b__R	C08	65.168	SNP	898	1	1	1	True	True	True	True	False	False	0.0	54.0
BoSF170	F	BoSF170__F	C08	66.222	SSR	7623	1	1	1	True	True	True	True	False	False	0.0	44.1
BoSF170	R	BoSF170__R	C08	66.222	SSR	2651	9	1	2	True	True	True	True	False	True	0.0	40.1
BrSF017	F	BrSF017__F	C08	67.085	SSR	2409	2	0	1	True	True	False	True	False	False	1.0	32.2
BrSF017	R	BrSF017__R	C08	67.085	SSR	2478	1	0	1	True	True	False	True	False	False	1.0	32.2
BoSF135	F	BoSF135__F	C08	68.541	SSR	10142	7	1	1	True	True	True	True	False	False	0.0	40.1
BoSF135	R	BoSF135__R	C08	68.541	SSR	512	2	1	1	True	True	True	True	False	False	0.0	40.1
snap1641	F	snap1641__F	C08	69.348	SNP	5271	0	0	0	True	False	False	False	False	False		65.9
snap1641	R	snap1641__R	C08	69.348	SNP	1977	6	1	1	True	True	True	True	False	False	0.0	67.9
snap1726	F	snap1726__F	C08	70.833	SNP	2689	0	0	0	True	False	False	False	False	False		56.0
snap1726	R	snap1726__R	C08	70.833	SNP	2737	0	0	0	True	False	False	False	False	False		42.1
BnGMS4	F	BnGMS4__F	C08	72.902	SSR	7793	5	2	2	True	True	True	True	True	True	0.0	40.1
BnGMS4	R	BnGMS4__R	C08	72.902	SSR	1061	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2057	F	BoSF2057__F	C08	73.07	SSR	5991	0	0	0	True	False	False	False	False	False		44.1
BoSF2057	R	BoSF2057__R	C08	73.07	SSR	3648	1	1	1	True	True	True	True	False	False	0.0	42.1
BoSF1931	F	BoSF1931__F	C08	73.239	SSR	1739	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1931	R	BoSF1931__R	C08	73.239	SSR	1215	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2596	F	BoSF2596__F	C08	73.727	SSR	5922	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF2596	R	BoSF2596__R	C08	73.727	SSR	9004	1	1	1	True	True	True	True	False	False	0.0	44.1
BoSF1951	F	BoSF1951__F	C08	75.07	SSR	946	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1951	R	BoSF1951__R	C08	75.07	SSR	2490	1	1	1	True	True	True	True	False	False	0.0	40.1
BoSF1740	F	BoSF1740__F	C08	75.387	SSR	1167	1	1	1	True	True	True	True	False	False	0.0	38.2
BoSF1740	R	BoSF1740__R	C08	75.387	SSR	814	2	1	1	True	True	True	True	False	False	0.0	40.1
BoE169	F	BoE169__F	C08	75.473	SSR	3314	0	0	0	True	False	False	False	False	False		34.2
BoE169	R	BoE169__R	C08	75.473	SSR	3742	2	1	1	True	True	True	True	False	False	0.0	48.1
BoE137	F	BoE137__F	C08	75.541	SSR	7130	8	6	7	True	True	True	True	True	True	0.0	48.1
BoE137	R	BoE137__R	C08	75.541	SSR	12546	1	1	1	True	True	True	True	False	False	0.0	48.1
BoSF434	F	BoSF434__F	C08	75.713	SSR	3432	2	1	1	True	True	True	True	False	False	0.0	40.1
BoSF434	R	BoSF434__R	C08	75.713	SSR	1499	1	1	1	True	True	True	True	False	False	0.0	40.1
BoE080	F	BoE080__F	C08	75.991	SSR	2168	2	0	1	True	True	False	True	False	False	1.0	38.2
BoE080	R	BoE080__R	C08	75.991	SSR	12546	1	1	1	True	True	True	True	False	False	0.0	48.1
BoE822	F	BoE822__F	C08	76.652	SSR	7614	6	5	6	True	True	True	True	True	True	0.0	34.2
BoE822	R	BoE822__R	C08	76.652	SSR	3498	7	5	7	True	True	True	True	True	True	0.0	36.2
