chr	pos	cM	bin	source
7	19686032	76.235599	Bin1024	Yu2011_TIGR6.1_midpoint_not_lifted
7	20160381	77.470229	Bin1025	Yu2011_TIGR6.1_midpoint_not_lifted
7	20680857	82.709177	Bin1026	Yu2011_TIGR6.1_midpoint_not_lifted
7	21224960	83.439117	Bin1027	Yu2011_TIGR6.1_midpoint_not_lifted
7	21469310	84.419540	Bin1028	Yu2011_TIGR6.1_midpoint_not_lifted
7	21776322	87.832939	Bin1029	Yu2011_TIGR6.1_midpoint_not_lifted
7	21959690	88.072748	Bin1030	Yu2011_TIGR6.1_midpoint_not_lifted
7	22160161	88.555843	Bin1031	Yu2011_TIGR6.1_midpoint_not_lifted
7	22749696	98.064520	Bin1032	Yu2011_TIGR6.1_midpoint_not_lifted
7	23506741	98.794460	Bin1033	Yu2011_TIGR6.1_midpoint_not_lifted
7	23835358	100.549026	Bin1034	Yu2011_TIGR6.1_midpoint_not_lifted
7	24119562	101.529449	Bin1035	Yu2011_TIGR6.1_midpoint_not_lifted
7	24530058	103.549926	Bin1036	Yu2011_TIGR6.1_midpoint_not_lifted
7	24681568	104.033022	Bin1037	Yu2011_TIGR6.1_midpoint_not_lifted
7	24726980	104.272830	Bin1038	Yu2011_TIGR6.1_midpoint_not_lifted
7	24947282	111.889867	Bin1039	Yu2011_TIGR6.1_midpoint_not_lifted
7	25232388	112.129675	Bin1040	Yu2011_TIGR6.1_midpoint_not_lifted
7	25344284	114.694340	Bin1041	Yu2011_TIGR6.1_midpoint_not_lifted
7	25443003	114.934149	Bin1042	Yu2011_TIGR6.1_midpoint_not_lifted
7	25685424	116.168779	Bin1043	Yu2011_TIGR6.1_midpoint_not_lifted
7	25916024	117.661427	Bin1044	Yu2011_TIGR6.1_midpoint_not_lifted
7	26014934	117.901236	Bin1045	Yu2011_TIGR6.1_midpoint_not_lifted
7	26141087	118.384331	Bin1046	Yu2011_TIGR6.1_midpoint_not_lifted
7	26282952	119.364755	Bin1047	Yu2011_TIGR6.1_midpoint_not_lifted
7	26499397	121.929420	Bin1048	Yu2011_TIGR6.1_midpoint_not_lifted
7	26696556	123.164050	Bin1049	Yu2011_TIGR6.1_midpoint_not_lifted
7	26747048	123.403859	Bin1050	Yu2011_TIGR6.1_midpoint_not_lifted
7	26850792	123.643668	Bin1051	Yu2011_TIGR6.1_midpoint_not_lifted
7	27278356	125.398234	Bin1052	Yu2011_TIGR6.1_midpoint_not_lifted
7	27842292	129.400369	Bin1053	Yu2011_TIGR6.1_midpoint_not_lifted
7	28066746	129.640178	Bin1054	Yu2011_TIGR6.1_midpoint_not_lifted
7	28114146	130.620601	Bin1055	Yu2011_TIGR6.1_midpoint_not_lifted
7	28281127	131.350541	Bin1056	Yu2011_TIGR6.1_midpoint_not_lifted
7	28483528	133.915206	Bin1057	Yu2011_TIGR6.1_midpoint_not_lifted
7	29126511	135.407854	Bin1058	Yu2011_TIGR6.1_midpoint_not_lifted
8	226560	0.000000	Bin1059	Yu2011_TIGR6.1_midpoint_not_lifted
8	461574	0.239809	Bin1060	Yu2011_TIGR6.1_midpoint_not_lifted
8	575772	1.732457	Bin1061	Yu2011_TIGR6.1_midpoint_not_lifted
8	701854	2.712880	Bin1062	Yu2011_TIGR6.1_midpoint_not_lifted
8	781100	7.951828	Bin1063	Yu2011_TIGR6.1_midpoint_not_lifted
8	858031	9.186459	Bin1064	Yu2011_TIGR6.1_midpoint_not_lifted
8	942030	9.426267	Bin1065	Yu2011_TIGR6.1_midpoint_not_lifted
8	1018896	9.666076	Bin1066	Yu2011_TIGR6.1_midpoint_not_lifted
8	1049710	9.905884	Bin1067	Yu2011_TIGR6.1_midpoint_not_lifted
8	1179336	10.145693	Bin1068	Yu2011_TIGR6.1_midpoint_not_lifted
8	1878611	23.558892	Bin1069	Yu2011_TIGR6.1_midpoint_not_lifted
8	2626244	25.051540	Bin1070	Yu2011_TIGR6.1_midpoint_not_lifted
8	2883720	25.534636	Bin1071	Yu2011_TIGR6.1_midpoint_not_lifted
8	2999342	25.774445	Bin1072	Yu2011_TIGR6.1_midpoint_not_lifted
8	3032792	26.014253	Bin1073	Yu2011_TIGR6.1_midpoint_not_lifted
8	3086576	26.254062	Bin1074	Yu2011_TIGR6.1_midpoint_not_lifted
8	3153410	26.737157	Bin1075	Yu2011_TIGR6.1_midpoint_not_lifted
8	3253558	26.976966	Bin1076	Yu2011_TIGR6.1_midpoint_not_lifted
8	3350549	27.957390	Bin1077	Yu2011_TIGR6.1_midpoint_not_lifted
8	3418390	28.197198	Bin1078	Yu2011_TIGR6.1_midpoint_not_lifted
8	3473379	28.680294	Bin1079	Yu2011_TIGR6.1_midpoint_not_lifted
8	3500216	28.920102	Bin1080	Yu2011_TIGR6.1_midpoint_not_lifted
8	3634918	29.159911	Bin1081	Yu2011_TIGR6.1_midpoint_not_lifted
8	3821786	35.049063	Bin1082	Yu2011_TIGR6.1_midpoint_not_lifted
8	3929541	35.288871	Bin1083	Yu2011_TIGR6.1_midpoint_not_lifted
8	4019116	35.528680	Bin1084	Yu2011_TIGR6.1_midpoint_not_lifted
8	4138919	35.768489	Bin1085	Yu2011_TIGR6.1_midpoint_not_lifted
8	4224582	36.008297	Bin1086	Yu2011_TIGR6.1_midpoint_not_lifted
8	4423306	36.738237	Bin1087	Yu2011_TIGR6.1_midpoint_not_lifted
8	4634520	37.221333	Bin1088	Yu2011_TIGR6.1_midpoint_not_lifted
8	4757662	37.461141	Bin1089	Yu2011_TIGR6.1_midpoint_not_lifted
8	4872219	37.700950	Bin1090	Yu2011_TIGR6.1_midpoint_not_lifted
8	5002026	37.940759	Bin1091	Yu2011_TIGR6.1_midpoint_not_lifted
8	5142028	38.180567	Bin1092	Yu2011_TIGR6.1_midpoint_not_lifted
8	5216446	38.420376	Bin1093	Yu2011_TIGR6.1_midpoint_not_lifted
8	5328772	38.660184	Bin1094	Yu2011_TIGR6.1_midpoint_not_lifted
8	5426558	39.143280	Bin1095	Yu2011_TIGR6.1_midpoint_not_lifted
8	5598553	39.626375	Bin1096	Yu2011_TIGR6.1_midpoint_not_lifted
8	5761283	40.109471	Bin1097	Yu2011_TIGR6.1_midpoint_not_lifted
8	5812890	40.592567	Bin1098	Yu2011_TIGR6.1_midpoint_not_lifted
8	5911293	41.075662	Bin1099	Yu2011_TIGR6.1_midpoint_not_lifted
8	5991874	42.056086	Bin1100	Yu2011_TIGR6.1_midpoint_not_lifted
8	6020743	42.295894	Bin1101	Yu2011_TIGR6.1_midpoint_not_lifted
8	6123382	42.535703	Bin1102	Yu2011_TIGR6.1_midpoint_not_lifted
8	6263631	42.775512	Bin1103	Yu2011_TIGR6.1_midpoint_not_lifted
8	6522132	43.258607	Bin1104	Yu2011_TIGR6.1_midpoint_not_lifted
8	6965302	43.498416	Bin1105	Yu2011_TIGR6.1_midpoint_not_lifted
8	7534136	43.738224	Bin1106	Yu2011_TIGR6.1_midpoint_not_lifted
8	7944462	43.978033	Bin1107	Yu2011_TIGR6.1_midpoint_not_lifted
8	8269764	44.217842	Bin1108	Yu2011_TIGR6.1_midpoint_not_lifted
8	8545300	44.457650	Bin1109	Yu2011_TIGR6.1_midpoint_not_lifted
8	8760020	44.697459	Bin1110	Yu2011_TIGR6.1_midpoint_not_lifted
8	8957051	45.180554	Bin1111	Yu2011_TIGR6.1_midpoint_not_lifted
8	8976488	45.420363	Bin1112	Yu2011_TIGR6.1_midpoint_not_lifted
8	9165762	46.654994	Bin1113	Yu2011_TIGR6.1_midpoint_not_lifted
8	9714464	46.894802	Bin1114	Yu2011_TIGR6.1_midpoint_not_lifted
8	10121759	47.377898	Bin1115	Yu2011_TIGR6.1_midpoint_not_lifted
8	10352477	47.860993	Bin1116	Yu2011_TIGR6.1_midpoint_not_lifted
8	12492907	48.344089	Bin1117	Yu2011_TIGR6.1_midpoint_not_lifted
8	14900755	50.908754	Bin1118	Yu2011_TIGR6.1_midpoint_not_lifted
8	15970544	51.391849	Bin1119	Yu2011_TIGR6.1_midpoint_not_lifted
8	16600189	52.626480	Bin1120	Yu2011_TIGR6.1_midpoint_not_lifted
8	16742755	52.866288	Bin1121	Yu2011_TIGR6.1_midpoint_not_lifted
8	16884723	53.106097	Bin1122	Yu2011_TIGR6.1_midpoint_not_lifted
8	17142044	53.589192	Bin1123	Yu2011_TIGR6.1_midpoint_not_lifted
8	17401291	53.829001	Bin1124	Yu2011_TIGR6.1_midpoint_not_lifted
8	17422205	54.068810	Bin1125	Yu2011_TIGR6.1_midpoint_not_lifted
8	17502128	54.308618	Bin1126	Yu2011_TIGR6.1_midpoint_not_lifted
8	17734572	54.548427	Bin1127	Yu2011_TIGR6.1_midpoint_not_lifted
8	18087356	54.788236	Bin1128	Yu2011_TIGR6.1_midpoint_not_lifted
8	18347278	55.271331	Bin1129	Yu2011_TIGR6.1_midpoint_not_lifted
8	18460633	56.251755	Bin1130	Yu2011_TIGR6.1_midpoint_not_lifted
8	18644863	56.491563	Bin1131	Yu2011_TIGR6.1_midpoint_not_lifted
8	18806413	56.731372	Bin1132	Yu2011_TIGR6.1_midpoint_not_lifted
8	18849740	56.971180	Bin1133	Yu2011_TIGR6.1_midpoint_not_lifted
8	18903534	57.454276	Bin1134	Yu2011_TIGR6.1_midpoint_not_lifted
8	19066778	58.184216	Bin1135	Yu2011_TIGR6.1_midpoint_not_lifted
8	19321698	60.204693	Bin1136	Yu2011_TIGR6.1_midpoint_not_lifted
8	19570662	60.934633	Bin1137	Yu2011_TIGR6.1_midpoint_not_lifted
8	19895272	61.417728	Bin1138	Yu2011_TIGR6.1_midpoint_not_lifted
8	20149230	61.657537	Bin1139	Yu2011_TIGR6.1_midpoint_not_lifted
8	20241456	61.897346	Bin1140	Yu2011_TIGR6.1_midpoint_not_lifted
8	20451690	62.627286	Bin1141	Yu2011_TIGR6.1_midpoint_not_lifted
8	20657954	62.867094	Bin1142	Yu2011_TIGR6.1_midpoint_not_lifted
8	20704666	63.847518	Bin1143	Yu2011_TIGR6.1_midpoint_not_lifted
8	20818633	64.087326	Bin1144	Yu2011_TIGR6.1_midpoint_not_lifted
8	21000642	64.327135	Bin1145	Yu2011_TIGR6.1_midpoint_not_lifted
8	21430777	66.347612	Bin1146	Yu2011_TIGR6.1_midpoint_not_lifted
8	22278086	66.587421	Bin1147	Yu2011_TIGR6.1_midpoint_not_lifted
8	23587162	88.500167	Bin1148	Yu2011_TIGR6.1_midpoint_not_lifted
8	24413772	88.739976	Bin1149	Yu2011_TIGR6.1_midpoint_not_lifted
8	24674066	93.978923	Bin1150	Yu2011_TIGR6.1_midpoint_not_lifted
8	25127833	94.218732	Bin1151	Yu2011_TIGR6.1_midpoint_not_lifted
8	25405684	97.632130	Bin1152	Yu2011_TIGR6.1_midpoint_not_lifted
8	25492174	98.115226	Bin1153	Yu2011_TIGR6.1_midpoint_not_lifted
8	25565818	98.355035	Bin1154	Yu2011_TIGR6.1_midpoint_not_lifted
8	25695081	98.594843	Bin1155	Yu2011_TIGR6.1_midpoint_not_lifted
8	25832264	99.077939	Bin1156	Yu2011_TIGR6.1_midpoint_not_lifted
8	26002852	99.561034	Bin1157	Yu2011_TIGR6.1_midpoint_not_lifted
8	26127313	104.483038	Bin1158	Yu2011_TIGR6.1_midpoint_not_lifted
8	26200264	104.966134	Bin1159	Yu2011_TIGR6.1_midpoint_not_lifted
8	26271519	105.205942	Bin1160	Yu2011_TIGR6.1_midpoint_not_lifted
8	26307678	105.689038	Bin1161	Yu2011_TIGR6.1_midpoint_not_lifted
8	26339510	105.928846	Bin1162	Yu2011_TIGR6.1_midpoint_not_lifted
8	26396760	106.411942	Bin1163	Yu2011_TIGR6.1_midpoint_not_lifted
8	26478308	106.651750	Bin1164	Yu2011_TIGR6.1_midpoint_not_lifted
8	26556115	106.891559	Bin1165	Yu2011_TIGR6.1_midpoint_not_lifted
8	26660624	107.131368	Bin1166	Yu2011_TIGR6.1_midpoint_not_lifted
8	26792484	107.861308	Bin1167	Yu2011_TIGR6.1_midpoint_not_lifted
8	26917029	110.425972	Bin1168	Yu2011_TIGR6.1_midpoint_not_lifted
8	27068836	111.406396	Bin1169	Yu2011_TIGR6.1_midpoint_not_lifted
8	27241524	112.136336	Bin1170	Yu2011_TIGR6.1_midpoint_not_lifted
8	27432738	113.370967	Bin1171	Yu2011_TIGR6.1_midpoint_not_lifted
8	27562989	117.674697	Bin1172	Yu2011_TIGR6.1_midpoint_not_lifted
8	27703138	118.157793	Bin1173	Yu2011_TIGR6.1_midpoint_not_lifted
8	27879700	118.640888	Bin1174	Yu2011_TIGR6.1_midpoint_not_lifted
8	28026510	119.621312	Bin1175	Yu2011_TIGR6.1_midpoint_not_lifted
8	28278615	120.351252	Bin1176	Yu2011_TIGR6.1_midpoint_not_lifted
9	67056	0.000000	Bin1177	Yu2011_TIGR6.1_midpoint_not_lifted
9	366665	0.483096	Bin1178	Yu2011_TIGR6.1_midpoint_not_lifted
9	626006	0.722904	Bin1179	Yu2011_TIGR6.1_midpoint_not_lifted
9	774683	0.962713	Bin1180	Yu2011_TIGR6.1_midpoint_not_lifted
9	918668	1.202521	Bin1181	Yu2011_TIGR6.1_midpoint_not_lifted
9	1129506	1.932461	Bin1182	Yu2011_TIGR6.1_midpoint_not_lifted
9	1669745	2.172270	Bin1183	Yu2011_TIGR6.1_midpoint_not_lifted
9	2176974	2.412079	Bin1184	Yu2011_TIGR6.1_midpoint_not_lifted
9	3342394	2.651887	Bin1185	Yu2011_TIGR6.1_midpoint_not_lifted
9	4762358	3.134983	Bin1186	Yu2011_TIGR6.1_midpoint_not_lifted
9	5401136	3.374791	Bin1187	Yu2011_TIGR6.1_midpoint_not_lifted
9	5822392	4.104731	Bin1188	Yu2011_TIGR6.1_midpoint_not_lifted
9	6040412	4.344540	Bin1189	Yu2011_TIGR6.1_midpoint_not_lifted
9	6091723	4.584349	Bin1190	Yu2011_TIGR6.1_midpoint_not_lifted
9	6352004	4.824157	Bin1191	Yu2011_TIGR6.1_midpoint_not_lifted
9	6595090	5.307253	Bin1192	Yu2011_TIGR6.1_midpoint_not_lifted
9	6675427	5.547061	Bin1193	Yu2011_TIGR6.1_midpoint_not_lifted
9	6823412	6.277001	Bin1194	Yu2011_TIGR6.1_midpoint_not_lifted
9	6917930	6.516810	Bin1195	Yu2011_TIGR6.1_midpoint_not_lifted
9	7012546	7.751441	Bin1196	Yu2011_TIGR6.1_midpoint_not_lifted
9	7113706	7.991249	Bin1197	Yu2011_TIGR6.1_midpoint_not_lifted
9	7444956	8.474345	Bin1198	Yu2011_TIGR6.1_midpoint_not_lifted
9	7789089	8.714153	Bin1199	Yu2011_TIGR6.1_midpoint_not_lifted
9	7893363	9.694577	Bin1200	Yu2011_TIGR6.1_midpoint_not_lifted
9	7980638	10.177672	Bin1201	Yu2011_TIGR6.1_midpoint_not_lifted
9	8079918	10.907612	Bin1202	Yu2011_TIGR6.1_midpoint_not_lifted
9	8335853	11.147421	Bin1203	Yu2011_TIGR6.1_midpoint_not_lifted
9	8565272	11.387230	Bin1204	Yu2011_TIGR6.1_midpoint_not_lifted
9	8671387	11.627038	Bin1205	Yu2011_TIGR6.1_midpoint_not_lifted
9	8842664	12.607462	Bin1206	Yu2011_TIGR6.1_midpoint_not_lifted
9	8973644	12.847270	Bin1207	Yu2011_TIGR6.1_midpoint_not_lifted
9	9177405	13.577210	Bin1208	Yu2011_TIGR6.1_midpoint_not_lifted
9	9443137	15.597687	Bin1209	Yu2011_TIGR6.1_midpoint_not_lifted
9	9580772	15.837496	Bin1210	Yu2011_TIGR6.1_midpoint_not_lifted
9	9791018	16.077305	Bin1211	Yu2011_TIGR6.1_midpoint_not_lifted
9	9978156	16.317113	Bin1212	Yu2011_TIGR6.1_midpoint_not_lifted
9	10087904	17.551744	Bin1213	Yu2011_TIGR6.1_midpoint_not_lifted
9	10453004	18.532167	Bin1214	Yu2011_TIGR6.1_midpoint_not_lifted
9	10789716	18.771976	Bin1215	Yu2011_TIGR6.1_midpoint_not_lifted
9	11051408	21.615119	Bin1216	Yu2011_TIGR6.1_midpoint_not_lifted
9	11736704	21.854928	Bin1217	Yu2011_TIGR6.1_midpoint_not_lifted
9	13292278	59.909820	Bin1218	Yu2011_TIGR6.1_midpoint_not_lifted
9	14603926	60.639760	Bin1219	Yu2011_TIGR6.1_midpoint_not_lifted
9	14833102	61.122855	Bin1220	Yu2011_TIGR6.1_midpoint_not_lifted
9	14885103	61.362664	Bin1221	Yu2011_TIGR6.1_midpoint_not_lifted
9	14970236	61.845759	Bin1222	Yu2011_TIGR6.1_midpoint_not_lifted
9	15225456	62.826183	Bin1223	Yu2011_TIGR6.1_midpoint_not_lifted
9	15519369	63.065992	Bin1224	Yu2011_TIGR6.1_midpoint_not_lifted
9	15707553	63.305800	Bin1225	Yu2011_TIGR6.1_midpoint_not_lifted
9	15927695	64.540431	Bin1226	Yu2011_TIGR6.1_midpoint_not_lifted
9	16198856	64.780240	Bin1227	Yu2011_TIGR6.1_midpoint_not_lifted
9	16386283	65.263335	Bin1228	Yu2011_TIGR6.1_midpoint_not_lifted
9	16466042	66.497966	Bin1229	Yu2011_TIGR6.1_midpoint_not_lifted
9	16617959	70.801696	Bin1230	Yu2011_TIGR6.1_midpoint_not_lifted
9	16877007	71.284792	Bin1231	Yu2011_TIGR6.1_midpoint_not_lifted
9	17145963	71.767887	Bin1232	Yu2011_TIGR6.1_midpoint_not_lifted
9	17373376	72.007696	Bin1233	Yu2011_TIGR6.1_midpoint_not_lifted
9	17525142	72.490791	Bin1234	Yu2011_TIGR6.1_midpoint_not_lifted
9	17624569	72.730600	Bin1235	Yu2011_TIGR6.1_midpoint_not_lifted
9	17741644	73.711024	Bin1236	Yu2011_TIGR6.1_midpoint_not_lifted
9	17848824	74.194119	Bin1237	Yu2011_TIGR6.1_midpoint_not_lifted
9	17920936	74.677215	Bin1238	Yu2011_TIGR6.1_midpoint_not_lifted
9	17967678	74.917023	Bin1239	Yu2011_TIGR6.1_midpoint_not_lifted
9	18071676	75.646963	Bin1240	Yu2011_TIGR6.1_midpoint_not_lifted
9	18151733	76.130059	Bin1241	Yu2011_TIGR6.1_midpoint_not_lifted
9	18168311	76.369867	Bin1242	Yu2011_TIGR6.1_midpoint_not_lifted
9	18242202	76.609676	Bin1243	Yu2011_TIGR6.1_midpoint_not_lifted
9	18334299	78.102324	Bin1244	Yu2011_TIGR6.1_midpoint_not_lifted
9	18396814	78.342133	Bin1245	Yu2011_TIGR6.1_midpoint_not_lifted
9	18470808	79.072073	Bin1246	Yu2011_TIGR6.1_midpoint_not_lifted
9	18544906	79.311881	Bin1247	Yu2011_TIGR6.1_midpoint_not_lifted
9	18657510	79.551690	Bin1248	Yu2011_TIGR6.1_midpoint_not_lifted
9	18750967	80.034786	Bin1249	Yu2011_TIGR6.1_midpoint_not_lifted
9	18791897	80.274594	Bin1250	Yu2011_TIGR6.1_midpoint_not_lifted
9	18858075	80.514403	Bin1251	Yu2011_TIGR6.1_midpoint_not_lifted
9	18913600	80.754211	Bin1252	Yu2011_TIGR6.1_midpoint_not_lifted
9	18969110	81.237307	Bin1253	Yu2011_TIGR6.1_midpoint_not_lifted
9	19039104	81.477116	Bin1254	Yu2011_TIGR6.1_midpoint_not_lifted
9	19083917	82.457539	Bin1255	Yu2011_TIGR6.1_midpoint_not_lifted
9	19137688	82.940635	Bin1256	Yu2011_TIGR6.1_midpoint_not_lifted
9	19208027	83.921058	Bin1257	Yu2011_TIGR6.1_midpoint_not_lifted
9	19255132	84.160867	Bin1258	Yu2011_TIGR6.1_midpoint_not_lifted
9	19282670	84.643962	Bin1259	Yu2011_TIGR6.1_midpoint_not_lifted
9	19372474	85.127058	Bin1260	Yu2011_TIGR6.1_midpoint_not_lifted
9	19499760	85.610153	Bin1261	Yu2011_TIGR6.1_midpoint_not_lifted
9	19677499	86.093249	Bin1262	Yu2011_TIGR6.1_midpoint_not_lifted
9	19934202	86.333058	Bin1263	Yu2011_TIGR6.1_midpoint_not_lifted
9	20137378	86.572866	Bin1264	Yu2011_TIGR6.1_midpoint_not_lifted
9	20247219	86.812675	Bin1265	Yu2011_TIGR6.1_midpoint_not_lifted
9	20328121	87.295770	Bin1266	Yu2011_TIGR6.1_midpoint_not_lifted
9	20435279	87.535579	Bin1267	Yu2011_TIGR6.1_midpoint_not_lifted
9	20522449	88.018675	Bin1268	Yu2011_TIGR6.1_midpoint_not_lifted
9	20568774	88.258483	Bin1269	Yu2011_TIGR6.1_midpoint_not_lifted
9	20722448	88.988423	Bin1270	Yu2011_TIGR6.1_midpoint_not_lifted
9	20872966	89.718363	Bin1271	Yu2011_TIGR6.1_midpoint_not_lifted
9	20991224	89.958172	Bin1272	Yu2011_TIGR6.1_midpoint_not_lifted
9	21111472	91.450820	Bin1273	Yu2011_TIGR6.1_midpoint_not_lifted
9	21142264	91.690628	Bin1274	Yu2011_TIGR6.1_midpoint_not_lifted
9	21165020	91.930437	Bin1275	Yu2011_TIGR6.1_midpoint_not_lifted
9	21227691	92.170246	Bin1276	Yu2011_TIGR6.1_midpoint_not_lifted
9	21293802	92.410054	Bin1277	Yu2011_TIGR6.1_midpoint_not_lifted
9	21340434	92.649863	Bin1278	Yu2011_TIGR6.1_midpoint_not_lifted
9	21376374	92.889672	Bin1279	Yu2011_TIGR6.1_midpoint_not_lifted
9	21447490	93.372767	Bin1280	Yu2011_TIGR6.1_midpoint_not_lifted
9	21521962	93.612576	Bin1281	Yu2011_TIGR6.1_midpoint_not_lifted
9	21563304	94.095671	Bin1282	Yu2011_TIGR6.1_midpoint_not_lifted
9	21617972	95.588319	Bin1283	Yu2011_TIGR6.1_midpoint_not_lifted
9	21716297	95.828128	Bin1284	Yu2011_TIGR6.1_midpoint_not_lifted
9	21857427	96.067937	Bin1285	Yu2011_TIGR6.1_midpoint_not_lifted
9	22048930	102.975454	Bin1286	Yu2011_TIGR6.1_midpoint_not_lifted
9	22188882	103.955877	Bin1287	Yu2011_TIGR6.1_midpoint_not_lifted
9	22225319	104.195686	Bin1288	Yu2011_TIGR6.1_midpoint_not_lifted
9	22286254	104.435494	Bin1289	Yu2011_TIGR6.1_midpoint_not_lifted
9	22358882	104.675303	Bin1290	Yu2011_TIGR6.1_midpoint_not_lifted
9	22472082	106.429869	Bin1291	Yu2011_TIGR6.1_midpoint_not_lifted
9	22780341	107.159809	Bin1292	Yu2011_TIGR6.1_midpoint_not_lifted
10	387398	0.000000	Bin1293	Yu2011_TIGR6.1_midpoint_not_lifted
10	826556	0.483096	Bin1294	Yu2011_TIGR6.1_midpoint_not_lifted
10	892967	0.722904	Bin1295	Yu2011_TIGR6.1_midpoint_not_lifted
10	938916	2.477470	Bin1296	Yu2011_TIGR6.1_midpoint_not_lifted
10	1098846	2.717279	Bin1297	Yu2011_TIGR6.1_midpoint_not_lifted
10	1246062	3.200374	Bin1298	Yu2011_TIGR6.1_midpoint_not_lifted
10	1290032	3.440183	Bin1299	Yu2011_TIGR6.1_midpoint_not_lifted
10	1808332	3.679992	Bin1300	Yu2011_TIGR6.1_midpoint_not_lifted
10	2428864	3.919800	Bin1301	Yu2011_TIGR6.1_midpoint_not_lifted
10	2596204	6.762943	Bin1302	Yu2011_TIGR6.1_midpoint_not_lifted
10	3079971	7.002752	Bin1303	Yu2011_TIGR6.1_midpoint_not_lifted
10	3819250	9.023229	Bin1304	Yu2011_TIGR6.1_midpoint_not_lifted
10	4526367	10.003652	Bin1305	Yu2011_TIGR6.1_midpoint_not_lifted
10	5116160	10.243461	Bin1306	Yu2011_TIGR6.1_midpoint_not_lifted
10	5314200	11.223885	Bin1307	Yu2011_TIGR6.1_midpoint_not_lifted
10	5359849	11.463693	Bin1308	Yu2011_TIGR6.1_midpoint_not_lifted
10	5433924	11.703502	Bin1309	Yu2011_TIGR6.1_midpoint_not_lifted
10	5952322	11.943310	Bin1310	Yu2011_TIGR6.1_midpoint_not_lifted
10	6656348	12.183119	Bin1311	Yu2011_TIGR6.1_midpoint_not_lifted
10	7501978	12.422928	Bin1312	Yu2011_TIGR6.1_midpoint_not_lifted
10	8163792	12.662736	Bin1313	Yu2011_TIGR6.1_midpoint_not_lifted
10	8358479	13.145832	Bin1314	Yu2011_TIGR6.1_midpoint_not_lifted
10	8845941	13.385640	Bin1315	Yu2011_TIGR6.1_midpoint_not_lifted
10	9237774	13.625449	Bin1316	Yu2011_TIGR6.1_midpoint_not_lifted
10	9422760	13.865258	Bin1317	Yu2011_TIGR6.1_midpoint_not_lifted
10	9937550	14.105066	Bin1318	Yu2011_TIGR6.1_midpoint_not_lifted
10	10745030	14.835006	Bin1319	Yu2011_TIGR6.1_midpoint_not_lifted
10	11270516	15.074815	Bin1320	Yu2011_TIGR6.1_midpoint_not_lifted
10	11445420	15.314623	Bin1321	Yu2011_TIGR6.1_midpoint_not_lifted
10	11544701	18.440641	Bin1322	Yu2011_TIGR6.1_midpoint_not_lifted
10	11576266	18.680450	Bin1323	Yu2011_TIGR6.1_midpoint_not_lifted
10	11616429	19.163545	Bin1324	Yu2011_TIGR6.1_midpoint_not_lifted
10	11678208	19.403354	Bin1325	Yu2011_TIGR6.1_midpoint_not_lifted
10	11766198	20.133294	Bin1326	Yu2011_TIGR6.1_midpoint_not_lifted
10	11839607	20.373103	Bin1327	Yu2011_TIGR6.1_midpoint_not_lifted
10	11900547	22.393580	Bin1328	Yu2011_TIGR6.1_midpoint_not_lifted
10	11972447	22.633388	Bin1329	Yu2011_TIGR6.1_midpoint_not_lifted
10	12452157	22.873197	Bin1330	Yu2011_TIGR6.1_midpoint_not_lifted
10	12940974	24.893674	Bin1331	Yu2011_TIGR6.1_midpoint_not_lifted
10	13008850	25.376769	Bin1332	Yu2011_TIGR6.1_midpoint_not_lifted
10	13062066	25.859865	Bin1333	Yu2011_TIGR6.1_midpoint_not_lifted
10	13406302	26.342960	Bin1334	Yu2011_TIGR6.1_midpoint_not_lifted
10	13742407	27.323384	Bin1335	Yu2011_TIGR6.1_midpoint_not_lifted
10	13831062	27.563192	Bin1336	Yu2011_TIGR6.1_midpoint_not_lifted
10	14016930	29.055841	Bin1337	Yu2011_TIGR6.1_midpoint_not_lifted
10	14260888	29.538936	Bin1338	Yu2011_TIGR6.1_midpoint_not_lifted
10	14432920	33.244335	Bin1339	Yu2011_TIGR6.1_midpoint_not_lifted
10	14496569	33.484143	Bin1340	Yu2011_TIGR6.1_midpoint_not_lifted
10	14537757	33.723952	Bin1341	Yu2011_TIGR6.1_midpoint_not_lifted
10	14562757	33.963761	Bin1342	Yu2011_TIGR6.1_midpoint_not_lifted
10	14574040	34.203569	Bin1343	Yu2011_TIGR6.1_midpoint_not_lifted
10	14613149	34.443378	Bin1344	Yu2011_TIGR6.1_midpoint_not_lifted
10	14706706	34.926473	Bin1345	Yu2011_TIGR6.1_midpoint_not_lifted
10	14787648	36.681039	Bin1346	Yu2011_TIGR6.1_midpoint_not_lifted
10	14888270	36.920848	Bin1347	Yu2011_TIGR6.1_midpoint_not_lifted
10	15296624	37.160657	Bin1348	Yu2011_TIGR6.1_midpoint_not_lifted
10	15712886	40.866055	Bin1349	Yu2011_TIGR6.1_midpoint_not_lifted
10	15900034	41.105864	Bin1350	Yu2011_TIGR6.1_midpoint_not_lifted
10	16054251	42.086287	Bin1351	Yu2011_TIGR6.1_midpoint_not_lifted
10	16135264	42.326096	Bin1352	Yu2011_TIGR6.1_midpoint_not_lifted
10	16180056	43.306520	Bin1353	Yu2011_TIGR6.1_midpoint_not_lifted
10	16291669	43.546328	Bin1354	Yu2011_TIGR6.1_midpoint_not_lifted
10	16500062	44.029424	Bin1355	Yu2011_TIGR6.1_midpoint_not_lifted
10	16746940	47.442822	Bin1356	Yu2011_TIGR6.1_midpoint_not_lifted
